V2,V6,V9,Theta2,Theta6,Theta9,P1,P4,Q4,P5,Q5,P7,P9,P10,Q10,P11,P12,Q12,P13,P14,Q14,LoadMargin
1.045,1.07,1.0583,-4.9785,-13.887,-14.11,231.73,60.945,-2.8562,4.7401,2.3896,-2.0293,21.733,8.5124,6.1722,4.3772,9.5056,1.1438,11.874,11.658,3.9075,15.02
1.045,1.07,1.0508,-5.5111,-15.208,-16.138,256.4,66.284,-6.3559,10.112,1.3563,2.3069,34.487,6.7275,8.88,3.8899,6.0002,2.283,13.866,9.7887,6.0221,28.299
1.045,1.07,1.0565,-5.3424,-15.251,-15.931,249.01,56.163,-4.6856,9.616,1.4759,0.47384,34.294,6.0867,5.3712,3.0258,9.0453,1.6047,15.641,12.525,3.7076,27.619
1.045,1.07,1.0606,-5.1301,-14.934,-15.499,239.29,49.621,-4.8183,6.4376,1.1699,-0.18114,25.944,10.013,1.9933,3.3765,5.3393,0.54373,17.749,19.649,3.0621,18.953
1.045,1.07,1.0498,-5.763,-16.301,-17.671,267.87,66.384,-5.3581,7.3976,0.97276,-1.5236,41.853,14.15,6.4678,1.9532,6.03,1.9386,15.455,11.81,5.7704,18.943
1.045,1.07,1.0576,-4.654,-13.344,-14.414,217.9,29.554,-2.3743,13.085,1.1255,-0.9442,35.957,9.4024,5.6086,2.5477,6.6878,2.4543,9.0286,13.633,2.3601,42.64
1.045,1.07,1.0507,-5.6622,-16.01,-17.291,263.09,65.307,-3.8759,5.9199,1.8062,-0.455,36.656,17.786,6.9569,3.9627,3.7282,1.639,16.837,9.5336,4.3345,15.475
1.045,1.07,1.054,-4.376,-12.949,-14.174,205.12,17.282,-5.7204,8.9035,2.0481,-0.60277,41.416,9.1209,7.005,2.4692,8.484,0.63439,7.0672,13.072,6.6242,28.727
1.045,1.07,1.0627,-4.0625,-11.542,-11.695,190.32,29.48,-3.5376,6.5647,1.3444,-0.94885,22.32,4.413,6.3821,3.1015,5.3937,1.643,13.98,9.4357,2.288,25.802
1.045,1.07,1.0547,-5.0779,-15.177,-15.733,237.09,41.6,-4.2413,6.249,0.89736,0.57078,32.579,7.2259,7.0125,3.412,7.9288,1.849,17.957,18.441,4.528,17.82
1.045,1.07,1.0568,-4.7979,-13.422,-13.924,224.16,46.561,-5.0884,11.723,1.9366,-2.5089,25.405,10.969,6.4208,3.6532,7.8332,1.0677,9.94,11.033,5.9016,38.487
1.045,1.07,1.0587,-4.5687,-13.936,-14.351,214.15,24.158,-3.3436,7.7309,0.60835,-0.76801,29.827,9.3209,4.5536,4.4111,6.7123,2.4893,18.017,15.925,4.8947,24.539
1.045,1.07,1.0533,-5.4827,-15.817,-16.439,255.41,59.06,-4.9624,8.445,1.271,-0.064519,33.968,9.0111,8.8684,1.9789,9.2119,1.2128,18.029,12.857,2.8804,23.169
1.045,1.07,1.0609,-4.5994,-12.935,-13.253,214.66,46.694,-3.9304,5.443,0.9195,-1.4982,24.544,8.377,5.989,2.136,5.594,2.2603,16.59,8.0788,2.1545,18.962
1.045,1.07,1.0586,-4.3039,-12.043,-12.752,201.37,31.906,-4.7578,8.3935,1.2296,1.1403,26.691,10.137,7.8224,0.30342,6.3198,2.5547,9.9326,9.0648,2.8324,30.795
1.045,1.07,1.0586,-4.5716,-13.368,-14.444,213.63,30.526,-5.9433,4.3632,1.4781,-0.087034,35.289,10.476,4.2896,3.7211,7.0147,0.9488,10.075,13.571,3.5239,14.303
1.045,1.07,1.0551,-4.6325,-13.637,-14.324,216.4,33.867,-4.5772,4.5442,2.4174,0.39717,30.717,5.6122,6.9231,1.3498,3.355,1.1229,16.809,20.543,5.8133,13.946
1.045,1.07,1.0578,-4.6883,-14.088,-13.96,219.48,35.673,-4.1336,8.0169,2.0173,-0.86193,18.415,12.331,7.9794,3.0193,7.1522,1.2459,20.765,15.591,4.231,25.351
1.045,1.07,1.0536,-5.2605,-15.788,-16.323,245.44,45.965,-3.412,6.2861,1.3849,-1.6252,34.808,5.4975,7.8774,3.4285,8.5912,1.8678,18.335,22.029,3.404,16.903
1.045,1.07,1.057,-4.993,-14.298,-14.81,233.08,47.016,-3.1469,9.7039,1.6016,0.92544,28.263,6.6602,6.444,3.7719,5.3856,1.4231,16.709,14.126,3.5671,29.868
1.045,1.07,1.0602,-4.7123,-13.818,-14.13,220.22,39.303,-4.4859,5.8174,0.88802,0.97002,19.305,9.415,2.147,4.7908,6.2167,2.0999,13.893,20.988,6.4711,18.288
1.045,1.07,1.0573,-4.9033,-13.835,-14.559,228.88,46.573,-3.6624,9.9163,1.4981,-1.2318,31.996,6.9993,6.0325,2.001,9.9839,1.7887,9.293,13.295,3.6419,31.445
1.045,1.07,1.0514,-5.2237,-15.481,-16.886,243.68,38.408,-4.3666,7.1578,1.6617,1.1141,50.004,4.06,6.4316,3.1399,7.661,1.5497,14.473,15.947,4.8905,19.305
1.045,1.07,1.0561,-5.3655,-15.843,-16.62,250.09,50.362,-3.7648,6.1016,1.2429,-0.27609,38.173,4.8172,2.5599,4.1916,7.6237,1.701,18.498,18.112,5.8196,16.599
1.045,1.07,1.0543,-5.4273,-14.998,-15.554,252.32,70.252,-5.523,6.7357,1.4313,1.5445,17.776,13.851,6.7052,1.4908,7.0069,1.5393,11.464,19.443,5.488,19.021
1.045,1.07,1.0542,-5.4063,-15.308,-15.732,251.94,60.284,-3.2472,11.458,1.9451,1.5956,22.47,7.2754,6.3189,2.9413,6.3124,1.2988,14.795,22.089,5.7272,31.628
1.045,1.07,1.0568,-5.1788,-15.407,-16.054,241.93,41.867,-4.0355,9.2193,0.92396,0.43196,30.257,10.665,3.5522,4.5676,10.412,1.3256,13.063,19.858,5.1283,25.916
1.045,1.07,1.0592,-4.9148,-13.898,-14.206,229.45,49.909,-4.0949,10.105,2.1488,-0.39799,24.077,1.4808,3.6143,3.678,6.7017,2.0554,12.979,20.6,5.5274,31.529
1.045,1.07,1.0552,-5.3034,-15.408,-16.478,247.43,45.485,-3.0368,10.858,2.4766,0.64267,39.917,10.127,3.8126,4.2621,7.725,1.8147,15.091,11.378,4.5955,30.409
1.045,1.07,1.0551,-4.8383,-13.515,-14.52,226.04,41.606,-5.2483,12.303,1.2996,0.96551,33.982,6.5692,7.3519,5.5437,6.1869,0.86372,7.7194,11.468,4.5733,39.547
1.045,1.07,1.0529,-5.0768,-14.504,-15.698,236.87,43.254,-2.9894,10.218,1.7194,-0.069604,45.454,3.5395,5.876,4.7153,10.111,1.8927,8.7336,10.09,6.3016,30.133
1.045,1.07,1.0577,-5.4784,-15.427,-16.139,254.99,63.914,-5.1453,8.3985,1.5888,1.4282,30.932,8.0941,2.455,4.7496,4.4168,1.9512,19.346,10.905,5.0203,23.743
1.045,1.07,1.0585,-4.8724,-14.069,-15.138,227.41,39.889,-3.5408,6.7738,1.5072,-1.6679,35.885,12.166,2.9867,4.7752,5.361,1.7483,13.07,11.239,3.4276,21.106
1.045,1.07,1.0547,-4.8673,-13.189,-14.253,226.92,50.559,-4.1653,10.374,1.0657,0.43624,27.155,11.572,7.5747,3.6263,2.5059,1.8516,7.8403,12.97,4.2495,33.494
1.045,1.07,1.0581,-4.6658,-12.709,-12.985,217.28,56.732,-4.4426,4.2289,1.3869,-0.5875,19.587,4.456,7.7284,2.9647,6.5468,1.9862,10.024,14.274,4.0635,14.524
1.045,1.07,1.0608,-4.4065,-12.87,-12.764,206.48,32.823,-3.136,9.5254,1.9178,-0.051696,20.086,4.014,4.9911,3.6606,7.6187,1.1325,16.159,14.567,5.8134,33.319
1.045,1.07,1.0579,-4.4539,-13.083,-13.572,208.74,25.963,-2.7195,10.516,1.962,0.62264,28.79,7.4668,6.1081,3.4876,9.5382,1.5074,10.672,13.498,5.0825,35.563
1.045,1.07,1.0595,-4.8938,-13.856,-13.311,228.31,58.964,-3.2844,7.558,1.149,1.2111,10.34,2.7097,5.7328,2.5691,5.7768,1.6443,21.617,17.242,6.5451,24.028
1.045,1.07,1.0554,-4.9258,-13.648,-14.448,229.44,53.393,-3.6649,6.679,1.6613,-0.73996,28.336,7.1487,6.4251,3.6006,6.8724,1.4584,7.955,15.975,5.255,20.994
1.045,1.07,1.0592,-4.6919,-13.59,-14.14,219.05,40.062,-4.063,5.0144,1.8582,0.46033,27.616,5.6188,5.3647,2.4169,6.4337,2.2989,14.166,17.968,2.8359,16.215
1.045,1.07,1.0559,-5.2678,-14.493,-15.393,244.99,64.179,-6.0685,6.5864,2.2472,-0.34326,25.289,11.163,4.6393,5.2318,3.4119,2.5743,10.843,16.765,4.891,19.391
1.045,1.07,1.0591,-4.8816,-13.978,-14.178,227.56,52.391,-5.3078,4.091,1.8415,0.043734,23.461,10.375,5.5882,0.62173,9.7655,1.2975,17.12,9.6685,4.533,13.136
1.045,1.07,1.0576,-4.8318,-14.07,-14.511,225.73,41.896,-2.6508,7.7581,0.61902,-1.4879,26.322,8.1989,5.8843,3.9202,6.4568,1.015,14.615,18.141,4.1038,24.145
1.045,1.07,1.0587,-4.6226,-13.191,-13.682,215.84,41.408,-4.0319,5.7238,1.2818,0.75194,18.628,12.614,5.4094,3.4847,5.763,1.9507,10.718,17.76,4.2763,18.957
1.045,1.07,1.0598,-4.5769,-12.895,-13.317,213.99,40.527,-4.1255,9.6619,1.2569,-0.50224,24.058,7.1523,5.6918,3.5946,8.3104,1.1181,9.4537,13.109,3.7738,33.439
1.045,1.07,1.0559,-4.6494,-13.738,-14.5,217.3,31.949,-3.8992,5.3457,1.388,0.72931,30.043,10.124,5.3388,3.4286,6.7844,1.6113,12.368,17.386,6.3551,16.69
1.045,1.07,1.0545,-5.8629,-15.903,-16.523,271.96,87.373,-3.6889,7.0932,1.382,-0.64066,25.585,8.1868,6.2767,4.6339,6.3592,1.6824,14.18,14.352,3.4333,18.726
1.045,1.07,1.0553,-4.6511,-14.419,-15.41,218.17,14.876,-4.0801,9.6624,2.0903,-0.37805,37.069,12.262,6.4836,4.5689,8.0003,1.328,12.255,20.594,3.142,27.893
1.045,1.07,1.0526,-5.4556,-16.054,-17.001,254.12,51.758,-3.0298,6.2507,1.6393,-0.1122,39.367,11.11,6.9742,3.5204,11.362,1.891,14.34,13.705,3.6771,16.644
1.045,1.07,1.0541,-5.0337,-14.455,-15.22,234.63,47.882,-4.3557,6.2316,2.53,1.664,24.732,14.1,7.8155,2.0008,5.9758,1.3373,12.811,18.371,4.0493,18.373
1.045,1.07,1.0609,-4.4299,-12.956,-13.202,207.69,29.234,-5.3452,10.631,1.8034,-0.77897,24.713,7.1029,3.6853,4.0818,4.7566,2.1414,17.168,12.681,5.8297,37.116
1.045,1.07,1.0545,-5.0914,-14.716,-15.661,237.46,45.689,-3.1907,7.6966,1.483,-0.77652,34.265,8.9349,7.8029,2.2401,5.2051,2.8157,14.589,18.515,1.908,22.322
1.045,1.07,1.0605,-4.7259,-12.914,-12.582,220.94,53.449,-2.0627,15.044,1.9864,0.57541,7.877,5.8432,5.9753,2.2512,6.2673,1.7646,13.694,16.578,4.9112,51.033
1.045,1.07,1.0536,-5.3088,-14.965,-15.491,247.15,62.67,-4.4993,7.4663,1.3137,-2.0315,33.33,5.1158,9.1965,3.5126,6.428,1.4136,17.927,10.754,3.8474,21.705
1.045,1.07,1.0599,-4.889,-13.889,-14.338,228.02,49.434,-2.8064,6.7134,1.3498,0.42716,19.397,11.813,3.6376,3.2511,5.8708,2.8178,13.211,17.767,3.5134,21.208
1.045,1.07,1.0572,-5.1496,-14.332,-15.209,239.92,56.223,-4.1053,9.058,1.5334,-1.344,32.286,2.8586,4.6205,4.8386,6.9444,2.1754,8.3958,19.359,3.4138,27.119
1.045,1.07,1.0565,-5.4426,-14.526,-15.547,252.88,73.172,-3.8931,9.1235,0.96136,0.059411,34.806,5.6424,5.4582,2.6938,6.6477,1.8396,11.046,7.2151,2.5698,26.707
1.045,1.07,1.0546,-4.9253,-13.927,-14.742,229.76,46.223,-3.4285,8.5363,1.3912,1.1486,33.375,9.3367,7.6496,2.8541,8.6235,1.2217,11.634,7.925,4.7417,26.759
1.045,1.07,1.0574,-4.5645,-12.956,-13.431,213.34,39.503,-4.5043,8.0368,1.1345,-0.44948,24.549,7.98,8.213,4.3323,5.4216,1.3087,11.855,13.5,3.4957,27.436
1.045,1.07,1.0566,-4.8167,-14.449,-15.523,225.34,27.105,-3.2286,8.312,1.2105,0.51891,32.203,16.173,5.1555,4.042,6.3177,1.077,11.915,18.864,2.391,24.469
1.045,1.07,1.0581,-4.9839,-13.786,-13.923,232.3,60.098,-4.549,8.6538,1.3443,-0.43764,12.205,10.234,5.6993,4.0036,4.136,2.0494,13.212,19.584,5.1853,27.127
1.045,1.07,1.0514,-5.1235,-14.952,-16.185,239.17,40.428,-4.2972,9.3094,0.8261,-1.609,43.089,9.0665,8.4652,3.7226,4.7055,1.8315,14.834,14.453,4.089,26.31
1.045,1.07,1.0581,-5.3657,-15.025,-15.114,249.84,68.4,-3.6122,9.0774,1.3519,-1.3586,15.027,8.6738,6.5616,3.6688,6.6965,0.79709,14.731,22.416,2.0575,25.996
1.045,1.07,1.0523,-5.0058,-13.964,-14.911,233.46,48.845,-1.7832,10.968,1.6022,-0.92476,31.896,8.5366,9.4158,5.2578,4.3024,1.446,9.6764,14.361,3.9998,33.334
1.045,1.07,1.058,-4.7546,-13.595,-13.859,222.01,45.853,-3.8458,7.6492,2.3425,-1.7321,21.077,9.9335,3.4173,3.1523,5.1205,1.5028,15.649,15.74,8.2988,24.58
1.045,1.07,1.0592,-4.3244,-12.327,-12.241,202.22,39.646,-4.9916,5.8034,2.268,-2.0058,14.372,6.0282,8.2676,3.2657,5.168,1.623,13.384,18.725,4.2855,20.521
1.045,1.07,1.057,-4.7224,-13.299,-14.404,220.31,40.34,-2.4584,6.7592,1.4749,0.42344,34.837,8.2202,7.2682,3.9549,3.4432,1.7588,11.662,11.437,0.86058,22.024
1.045,1.07,1.0567,-4.3984,-12.926,-13.186,205.95,29.532,-4.0316,7.1557,1.5037,1.1644,26.285,7.4811,8.7594,2.2842,6.5773,1.2913,17.1,10.395,5.1371,24.72
1.045,1.07,1.0561,-4.6847,-12.864,-13.047,218.12,56.481,-2.9689,4.0025,2.179,-0.74391,19.052,6.4238,8.6807,1.5408,7.7135,2.0549,11.075,13.409,5.4408,13.493
1.045,1.07,1.0588,-4.3784,-12.237,-12.345,204.6,41.723,-4.3535,6.7389,1.724,0.56223,17.735,6.2422,8.8715,1.679,3.9319,2.4996,15.389,12.716,3.3686,24.43
1.045,1.07,1.0538,-5.1145,-14.154,-14.958,238.29,57.052,-4.3112,9.4978,1.0458,-1.6569,25.238,8.7202,6.2692,3.762,6.5453,1.1269,6.0922,21.797,6.7144,27.956
1.045,1.07,1.0531,-4.8358,-14.771,-16.023,226.19,23.343,-5.0934,6.0433,1.4163,1.3565,46.208,10.271,6.8236,3.8457,6.5951,0.92575,17.076,11.571,4.5909,17.331
1.045,1.07,1.0561,-5.2458,-14.839,-15.67,244.6,52.784,-2.9753,11.066,1.4411,0.90536,28.23,12.448,4.5661,4.5192,2.6505,1.3425,16.573,13.73,4.4034,32.265
1.045,1.07,1.0576,-4.7699,-13.92,-14.78,222.97,34.574,-3.3716,8.3058,0.92576,0.40124,34.809,7.0094,4.2543,3.0828,6.5165,1.3241,13.612,15.11,4.6851,26.111
1.045,1.07,1.0586,-4.4232,-13.512,-13.754,207.16,25.171,-5.1902,3.6052,1.4736,0.51593,24.085,9.6267,5.9795,3.64,4.8264,1.4448,19.877,17.495,5.1237,11.703
1.045,1.07,1.0614,-4.5451,-12.61,-12.902,212.33,44.401,-4.6675,8.8429,2.3719,0.85527,16.829,10.31,3.9896,2.3875,7.9489,1.1296,9.3593,12.892,4.6452,31.216
1.045,1.07,1.0536,-5.0783,-14.037,-14.972,236.38,56.706,-3.3117,7.2184,1.9886,-1.1522,29.346,14.57,6.9487,1.8637,7.7911,1.4218,8.9113,10.274,5.6688,21.96
1.045,1.07,1.0566,-5.4842,-15.047,-16.629,255,62.725,-4.9102,9.0403,2.183,-1.3756,42.481,9.1011,1.7784,2.2459,5.4593,1.5322,9.6441,12.873,3.2229,25.344
1.045,1.07,1.0576,-4.9212,-13.07,-13.706,228.73,65.633,-3.1556,5.0805,1.6414,-0.42151,20.917,7.7496,5.6772,2.8428,7.4703,1.079,5.2279,14.099,4.5571,16.579
1.045,1.07,1.0617,-4.779,-13.852,-14.035,223.49,42.327,-5.8575,9.5091,1.6086,-0.53856,25.318,5.638,3.7092,4.9133,5.091,1.5329,19.822,11.86,3.7669,31.256
1.045,1.07,1.0547,-4.5259,-12.849,-13.763,211.47,33.927,-2.9459,7.7198,2.1347,0.33596,34.354,12.774,8.5726,3.2118,8.6738,2.5182,9.3131,2.7923,4.3575,26.042
1.045,1.07,1.0475,-6.0643,-15.91,-17.594,280.74,91.662,-4.4573,7.5093,1.4345,-0.12027,40.014,8.7689,7.1489,2.0895,-0.55253,2.1386,13.099,12.262,6.3447,18.762
1.045,1.07,1.0532,-4.7384,-13.427,-14.588,221.06,39.854,-4.3748,6.383,1.7534,-1.0769,38.504,4.5396,7.9972,3.029,6.0405,1.7381,7.8312,16.516,5.0342,19.99
1.045,1.07,1.0614,-4.3242,-12.083,-12.192,202.41,37.613,-2.6848,9.9509,1.2209,-0.54171,14.078,12.374,6.2188,4.3229,5.3063,1.2748,11.765,9.9693,3.1767,36.965
1.045,1.07,1.0601,-4.7668,-12.804,-13.797,221.9,54.662,-4.8181,5.3782,0.67142,0.39878,34.749,6.6358,3.8464,3.298,8.0156,1.4394,8.307,1.16,3.1703,18.36
1.045,1.07,1.0569,-4.7886,-14.478,-14.926,223.98,32.274,-5.1921,6.0475,1.3301,1.5819,29.402,9.946,4.127,4.0912,3.4015,1.8565,23.277,14.16,7.2227,18.395
1.045,1.07,1.0533,-5.1792,-15.703,-16.349,241.9,38.166,-2.1192,7.6606,1.6879,0.37464,32.007,8.0774,5.7492,2.9953,3.9742,1.747,21.139,25.586,5.3362,19.904
1.045,1.07,1.0595,-4.367,-12.692,-13.107,204.85,25.745,-4.896,11.93,2.0792,0.004528,29.577,9.0873,3.3001,3.6562,4.132,1.6254,18.649,4.3126,8.0632,42.485
1.045,1.07,1.0598,-4.5039,-12.597,-12.789,210.27,44.917,-3.2167,6.2225,1.6649,0.18936,18.629,6.768,5.8734,2.8754,4.8937,0.82552,13.971,13.428,4.7296,21.903
1.045,1.07,1.0558,-4.5508,-13.468,-14.084,212.79,31.542,-3.1778,5.1575,0.96947,-2.2477,35.752,6.0195,5.9907,4.6726,7.0708,2.1601,14.898,11.317,6.9896,16.815
1.045,1.07,1.058,-4.9669,-13.887,-14.613,231.37,53.414,-3.5367,6.314,1.9807,-0.53596,25.943,7.0382,4.2001,3.7074,7.3786,1.653,8.1962,19.433,4.2074,19.558
1.045,1.07,1.0558,-4.8576,-13.617,-13.95,226.67,50.522,-3.3772,9.4067,1.6051,0.0052752,26.003,5.1502,7.1782,3.8613,8.1792,2.7811,12.461,11.23,6.3105,30.38
1.045,1.07,1.0517,-5.3658,-16.371,-17.39,250.59,37.422,-4.5465,8.1884,1.2838,-0.024722,35.953,13.123,5.8806,3.7868,7.7576,1.4381,15.19,26.386,4.9431,20.175
1.045,1.07,1.0573,-4.8547,-13.927,-14.866,226.39,42.261,-2.808,5.2318,1.2883,2.0159,31.522,7.8164,4.8727,4.6229,4.8906,0.9549,12.461,15.653,3.4992,16.312
1.045,1.07,1.0605,-4.2209,-11.683,-11.885,197.27,39.556,-2.9518,5.8276,1.0067,-1.3739,16.646,6.1761,6.4815,0.96542,1.5667,1.9087,14.296,16.273,4.0394,21.749
1.045,1.07,1.051,-5.3154,-15.05,-16.216,247.85,50.236,-3.471,12.427,1.735,0.58973,31.564,13.193,5.5949,3.7499,5.0316,1.7057,9.3817,19.482,7.9193,34.066
1.045,1.07,1.0632,-4.1479,-11.029,-11.572,193.98,38.341,-6.2198,9.3267,1.9068,0.17024,18.895,6.8049,5.8121,4.5149,6.3402,1.1863,2.7143,10.057,1.3792,37.203
1.045,1.07,1.0558,-5.3488,-15.929,-16.136,249.61,51.714,-4.6285,8.3208,1.7445,-1.9006,24.656,13.815,5.2386,3.9029,9.4217,1.1246,19.411,17.809,5.6507,22.77
1.045,1.07,1.0584,-4.5694,-13.361,-13.639,213.7,35.56,-4.5654,6.772,1.933,0.78945,22.286,9.3065,7.4705,3.6951,6.8611,0.40098,14.798,14.907,3.5177,22.578
1.045,1.07,1.0541,-5.3431,-15.277,-15.999,248.87,56.264,-2.3425,8.3192,1.6531,0.69496,33.745,3.453,5.3837,4.7012,5.9016,2.2627,15.943,17.56,5.7487,23.263
1.045,1.07,1.0589,-5.034,-14.719,-15.355,234.87,45.416,-2.6994,6.4456,1.6382,-1.1839,31.795,6.1866,3.5837,4.9037,7.7768,0.79808,14.444,18.27,2.9508,19.186
1.045,1.07,1.0537,-4.7838,-14.992,-15.68,224.35,18.259,-4.3321,9.4908,1.428,0.34807,42.918,5.2753,6.6375,3.1692,5.6641,1.3867,23.793,15.592,6.3838,26.97
1.045,1.07,1.0568,-5.0236,-14.127,-14.949,234.09,50.552,-2.1069,7.7983,2.3919,1.5895,29.471,9.7443,3.9421,3.714,4.8794,1.4986,14.03,11.705,5.2982,23.95
1.045,1.07,1.0545,-5.7359,-16.976,-17.651,266.91,61.432,-3.6452,4.786,1.0627,-0.40861,36.162,9.6619,2.5321,4.6667,8.5282,1.5235,21.535,16.139,6.4808,12.082
1.045,1.07,1.0542,-5.3931,-15.288,-15.873,250.61,66.035,-3.1256,2.8187,1.8339,0.83711,27.643,5.5135,5.1337,5.0975,7.5879,1.5432,13.61,18.856,6.5197,7.8375
1.045,1.07,1.0552,-5.0873,-14.117,-15.211,237.17,51.106,-6.4664,10.498,2.2007,1.0017,39.345,5.5818,8.472,5.4305,5.1371,1.5522,12.647,5.6656,1.6478,32.321
1.045,1.07,1.0549,-5.4103,-14.634,-15.817,251.38,69.119,-4.5992,7.739,1.9902,-1.5388,35.049,8.9244,4.3338,4.3089,0.26423,2.0353,15.357,9.7248,4.8521,22.369
1.045,1.07,1.0523,-5.5669,-16.405,-16.866,259.36,57.772,-4.7373,7.6701,2.0856,-0.32727,32.23,14.581,7.9368,3.9563,7.3741,0.68778,24.002,8.7192,5.1656,20.289
1.045,1.07,1.0541,-5.5545,-15.2,-15.601,257.96,78.149,-4.0199,6.498,1.5719,0.97832,23.739,4.3134,6.6637,3.5456,5.3746,1.1046,16.187,15.871,5.9975,18.14
1.045,1.07,1.0535,-5.1876,-14.456,-15.923,241.48,51.632,-3.4916,7.5342,1.3251,1.8142,41.157,4.9405,5.6802,2.8035,5.8472,1.1987,8.1308,16.18,4.0741,21.853
1.045,1.07,1.0539,-5.0854,-14.396,-14.954,236.99,54.712,-3.7778,7.585,1.5814,-1.5557,25.966,7.683,7.0412,3.2192,5.8944,1.0552,12.592,19.783,6.3911,22.365
1.045,1.07,1.0562,-5.198,-15.197,-15.433,242.31,54.082,-5.0339,5.6991,2.1558,-0.15239,25.706,8.6809,6.6584,4.1773,5.7905,0.85678,21.695,15.004,4.4769,16.512
1.045,1.07,1.0577,-5.0531,-14.08,-14.618,235.46,55.835,-1.8776,8.8574,1.9373,0.25994,25.352,9.1628,5.0313,2.7373,6.8914,1.7825,13.44,12.203,4.0766,27.47
1.045,1.07,1.0588,-5.2668,-14.65,-15.269,245.46,59.784,-3.0522,11.45,1.3424,-0.65935,27.811,6.8601,3.8739,2.5693,5.4999,1.0229,15.107,15.275,3.0404,34.039
1.045,1.07,1.058,-5.1822,-14.782,-14.644,241.37,63.154,-3.3096,5.4893,0.57579,1.2763,15.244,4.582,6.2702,4.8832,5.6888,2.2492,19.412,19.973,4.2746,16.207
1.045,1.07,1.0516,-4.8277,-14.298,-15.134,225.58,33.6,-2.4192,7.4463,1.6673,0.15007,37.14,7.2687,9.1997,3.2712,6.794,1.375,14.594,15.434,5.7227,22.059
1.045,1.07,1.0595,-4.2947,-12.631,-12.477,201.33,29.163,-4.1971,8.5416,2.509,1.4224,16.926,5.3532,6.7928,3.753,7.0845,1.8423,15.8,15.606,5.9564,30.115
1.045,1.07,1.0569,-4.9917,-13.359,-13.918,232,67.043,-3.9177,4.9874,1.9695,-0.67136,25.245,6.4176,6.3499,2.5511,2.373,1.1535,15.675,7.9768,4.9057,16.078
1.045,1.07,1.0518,-5.6044,-16.166,-17.214,260.44,61.721,-2.1026,3.8815,2.4536,0.90702,39.987,5.1896,5.7243,4.8212,6.3914,0.51276,16.658,17.233,5.0646,10.061
1.045,1.07,1.0481,-5.1369,-15.298,-16.818,239.55,35.614,-2.3505,5.5404,1.9712,-0.25386,45.792,11.832,8.094,3.3497,6.8222,0.86402,11.441,17.995,6.2243,14.525
1.045,1.07,1.0566,-4.9807,-14.516,-14.883,232.51,47.092,-5.6529,6.8684,0.83698,-0.54177,28.704,6.9213,5.7062,3.1121,6.1052,2.2168,19.309,14.373,6.0407,20.958
1.045,1.07,1.0546,-5.4222,-14.508,-15.287,251.85,74.433,-1.4415,8.5922,1.3854,0.20072,29.437,8.6157,5.8565,2.922,3.4771,1.7259,15.806,5.9534,5.1643,25.049
1.045,1.07,1.0542,-4.8275,-15.02,-15.356,225.63,31.153,-3.5035,2.0782,1.7426,-0.11199,32.371,8.2737,6.1736,3.5979,4.4054,2.187,25.931,17.742,7.2248,5.8956
1.045,1.07,1.0559,-5.1063,-14.421,-15.105,238.12,52.539,-4.4747,9.3752,1.2006,0.27103,26.519,9.7283,7.0744,4.8092,5.4749,1.5802,12.604,15.751,3.2437,28.285
1.045,1.07,1.0549,-4.6915,-13.999,-15.22,219.2,27.862,-4.1743,4.1993,1.6271,-0.68,39.755,10.318,3.9797,2.9779,2.5125,1.5669,16.089,16.803,6.4185,12.56
1.045,1.07,1.0492,-5.3309,-15.365,-16.689,248.26,50.295,-4.4839,6.5496,0.98504,-0.20851,39.065,7.3938,6.7853,4.4373,5.1295,1.6116,10.022,23.129,7.6398,17.081
1.045,1.07,1.0537,-5.3354,-15.36,-16.425,248.49,52.232,-4.5879,6.8136,1.8056,1.5434,37.747,7.0041,4.7725,3.5162,3.8958,1.2723,17.547,15.945,5.8083,18.898
1.045,1.07,1.054,-4.4901,-12.187,-13.051,209.28,45.178,-2.6736,5.7285,2.2191,-1.4151,27.727,5.8318,7.0756,4.4427,5.9249,1.8099,2.9775,14.537,8.0322,19.644
1.045,1.07,1.0533,-5.4941,-15.905,-16.538,255.55,61.378,-1.7243,4.3532,1.0596,0.99918,26.363,13.111,5.4562,2.4739,5.6403,2.3218,18.889,19.141,5.6246,11.581
1.045,1.07,1.0566,-4.8441,-13.822,-14.073,226.28,45.839,-2.4223,10.3,1.7738,0.30086,21.948,8.6246,5.8585,3.8744,5.1459,2.4193,16.354,14.008,6.5894,32.729
1.045,1.07,1.0542,-5.7466,-16.492,-17.35,267.28,64.897,-3.2004,7.8179,1.8799,2.1857,27.578,12.373,6.004,4.436,7.6308,2.1134,13.766,22.116,1.581,19.921
1.045,1.07,1.0566,-5.2589,-14.435,-15.013,244.82,63.594,-2.9067,9.9439,1.5749,1.9886,24.615,8.4124,5.1065,3.5549,5.6301,1.8016,14.074,11.334,4.9333,29.81
1.045,1.07,1.0586,-4.7617,-13.278,-14.257,222.24,43.831,-4.8934,8.6843,1.4873,-0.88258,31.738,7.3114,2.5288,3.534,5.505,0.56274,8.5913,14.487,6.0528,28.466
1.045,1.07,1.0548,-4.9491,-13.458,-14.816,230.35,51.553,-2.0105,7.2491,1.2297,1.7814,35.085,5.4407,6.6023,3.7699,0.25534,1.3517,10.128,14.791,2.8454,22.623
