V2,V6,V9,Theta2,Theta6,Theta9,P1,P4,Q4,P5,P7,P9,P10,Q10,P11,P12,Q12,P13,P14,LoadMargin
1.045,1.07,1.0564,-4.8575,-13.927,-14.267,226.76,46.795,-5.8534,7.5093,0.92246,18.161,8.666,7.1865,4.0091,4.795,1.4245,13.04,22.693,14.638
1.045,1.07,1.0584,-5.1582,-14.734,-14.529,240.57,58.936,-2.3982,9.4552,1.7568,12.657,10.238,5.5749,3.4646,5.3843,2.1296,21.551,15.688,16.104
1.045,1.07,1.0547,-4.8532,-13.117,-14.156,225.56,58.349,-4.0525,2.5326,-1.0225,30.344,9.3832,7.2235,3.0074,3.8131,0.35057,8.9594,10.369,12.366
1.045,1.07,1.0528,-5.1312,-15.306,-16.298,239.63,35.783,-0.59168,9.0555,2.6094,41.597,10.367,6.3978,3.8848,7.9109,1.2041,18.127,9.141,22.178
1.045,1.07,1.0561,-5.1354,-14.052,-14.682,238.89,62.923,-3.8434,6.6479,2.8037,21.475,10.287,5.9552,2.0322,6.1559,1.7504,11.538,13.87,18.852
1.045,1.07,1.0481,-5.9187,-17.034,-18.643,275.3,60.359,-2.9109,10.248,-0.22698,49.073,8.9687,6.2751,3.8201,4.0547,1.5771,17.024,16.676,9.6966
1.045,1.07,1.0581,-5.1045,-14.559,-15.199,237.94,52.751,-4.201,7.1975,-0.82871,30.142,7.8772,3.3926,3.7446,8.9693,1.4195,12.538,14.511,27.071
1.045,1.07,1.0592,-4.62,-13.499,-13.876,215.92,36.571,-3.2509,5.9686,1.3984,24.501,7.5455,4.5449,6.7579,6.3559,1.643,14.169,13.757,21.022
1.045,1.07,1.0528,-5.4963,-15.658,-16.829,255.8,58.096,-3.486,7.976,-0.93528,42.435,6.7307,5.3081,5.3771,7.1298,1.7172,13.567,12.512,19.37
1.045,1.07,1.0598,-4.7438,-12.934,-12.851,221.14,59.926,-5.3189,7.3746,-1.5343,5.483,12.921,6.0969,3.2615,5.6932,0.74504,10.303,18.212,19.124
1.045,1.07,1.0564,-4.7269,-13.435,-14.17,221.06,37.653,-3.1089,12.031,-0.65103,32.68,7.5355,6.3497,3.1597,6.5979,1.4655,12.096,10.722,21.582
1.045,1.07,1.054,-5.412,-14.77,-15.626,251.82,66.557,-3.4553,11.171,-0.27393,34.672,7.4849,6.6089,3.7122,6.3874,1.7687,13.885,5.8925,18.519
1.045,1.07,1.0574,-5.0399,-14.736,-15.247,235.34,45.225,-5.9897,8.0758,-0.10219,30.738,11.178,5.0677,3.6029,10.761,2.2628,15.044,10.092,32.605
1.045,1.07,1.0589,-4.9899,-13.196,-13.255,232.02,72.536,-5.5378,6.6984,1.0656,12.263,11.022,6.438,0.97804,5.8176,1.2629,14.659,6.5984,19.13
1.045,1.07,1.0596,-4.3021,-12.753,-13.043,201.59,25.529,-5,6.4344,1.098,27.311,4.6211,5.9799,3.5316,6.4205,2.2648,16.369,12.658,22.656
1.045,1.07,1.0559,-4.7676,-13.573,-14.631,222.46,40.542,-5.1103,6.2792,-0.45053,33.002,9.1503,5.482,3.5229,4.8772,1.9599,9.9286,16.058,15.425
1.045,1.07,1.0624,-4.1989,-12.122,-12.302,196.95,26.971,-4.4793,9.6744,-0.45316,23.708,8.4244,4.0821,3.3209,5.9815,2.1787,16.186,6.0571,22.622
1.045,1.07,1.0534,-5.1532,-14.683,-15.089,240.35,54.362,-3.8051,9.9517,-1.547,25.025,9.6422,8.9302,4.2813,5.1768,2.5844,15.932,16.171,15.228
1.045,1.07,1.0578,-4.1615,-11.553,-12.011,194.62,33.999,-5.7335,6.1704,0.29375,20.384,4.3751,8.3734,3.6973,3.2111,2.2441,8.324,17.069,11.898
1.045,1.07,1.0548,-5.2938,-15.218,-15.8,246.87,54.24,-4.2616,9.9284,-1.176,33.215,9.3724,6.4613,5.0816,5.6468,1.211,19.562,9.1101,16.277
1.045,1.07,1.054,-5.298,-15.126,-15.664,246.62,60.038,-3.5125,5.8439,-1.0298,28.097,7.2412,7.1537,4.4984,8.8144,1.8377,12.554,18.457,24.984
1.045,1.07,1.0523,-5.1946,-14.958,-15.903,241.86,52.586,-3.8304,4.559,-1.7014,33.618,9.9521,7.4667,1.6006,4.853,1.6411,15.081,19.626,13.609
1.045,1.07,1.0545,-4.4837,-13.63,-14.397,210.45,16.566,-2.9162,11.266,-1.8209,28.549,13.562,7.3565,2.101,4.1989,1.6904,13.13,24.209,12.226
1.045,1.07,1.0516,-5.2976,-15.429,-16.687,247.02,45.618,-5.2897,8.3872,-0.0070255,43.841,7.3028,7.0947,4.0037,7.2295,0.83122,13.172,15.449,19.794
1.045,1.07,1.0576,-4.6582,-12.931,-13.119,217.31,50.276,-3.4428,7.0454,0.45781,11.398,7.7736,7.1053,3.5128,4.872,1.1537,8.7393,23.938,15.641
1.045,1.07,1.0452,-5.7623,-17.089,-19.069,268.49,43.832,-3.9885,10.419,1.0332,50.608,14.569,7.6553,4.7222,4.5598,0.92076,12.48,21.59,10.401
1.045,1.07,1.0533,-5.1068,-14.781,-16.233,238.03,41.75,-4.3836,5.9704,1.5376,43.902,5.0653,4.8824,1.7188,5.1849,1.2322,12.358,19.32,14.565
1.045,1.07,1.0571,-4.9475,-13.934,-14.332,230.54,54.709,-3.9806,5.9545,-0.5862,24.315,8.5792,6.2289,2.787,8.4756,1.1035,12.684,13.316,26.747
1.045,1.07,1.0545,-4.805,-12.997,-13.746,223.78,55.193,-3.1264,7.4985,-1.573,23.249,10.882,8.3136,5.2344,2.9705,1.798,8.2863,12.428,9.7516
1.045,1.07,1.0565,-4.7959,-12.952,-13.291,223.72,56.046,-5.0421,11.158,-1.3775,21.604,7.14,8.5378,4.1217,8.2417,1.8081,7.5806,9.7132,27.804
1.045,1.07,1.0534,-4.9656,-15.169,-16.301,232.11,28.476,-4.9072,5.9477,-0.88273,47.294,10.387,6.0155,2.4696,8.3094,1.8585,18.562,11.073,23.397
1.045,1.07,1.0535,-5.2012,-14.154,-15.13,242.05,61.051,-3.85,9.3954,0.98152,27.809,8.5495,7.2233,3.9131,3.4354,1.414,9.6441,15.787,10.249
1.045,1.07,1.0565,-5.0232,-14.121,-14.591,234.21,53.942,-4.6453,8.5497,0.60158,21.235,15.293,6.4524,1.9425,9.2872,1.4423,11.566,11.168,28.88
1.045,1.07,1.0607,-4.7784,-14.412,-14.084,223.56,40.074,-5.1211,6.5501,0.15442,15.429,10.306,4.6948,4.0356,7.0382,2.0294,23.369,16.753,21.994
1.045,1.07,1.0595,-4.9636,-14.23,-14.482,231.82,48.329,-4.2031,10.021,0.62014,22.741,6.3546,3.8667,4.5914,6.1983,1.66,16.381,16.138,19.338
1.045,1.07,1.061,-4.4836,-13.109,-13.652,209.83,30.527,-3.7302,7.2122,0.052074,26.275,9.5794,2.5604,3.3661,8.7351,1.9707,10.774,14.962,29.71
1.045,1.07,1.0632,-4.2666,-12.168,-12.103,199.66,36.562,-4.3458,6.2875,0.20786,15.992,7.3298,3.8361,4.7618,7.822,1.8668,13.027,10.267,29.344
1.045,1.07,1.0512,-5.7022,-16.67,-17.711,265.36,58.887,-3.4343,6.9137,-1.135,42.409,10.259,6.0824,3.9571,6.596,2.1174,20.139,13.231,16.733
1.045,1.07,1.0567,-4.7804,-13.061,-14.346,223.01,43.864,-3.235,10.477,0.18943,33.928,9.3035,4.0805,3.026,5.6106,1.9684,4.7666,12.378,18.331
1.045,1.07,1.053,-4.9631,-13.495,-14.052,230.87,61.711,-4.5082,5.3967,1.0424,28.196,5.9217,10.719,5.4608,5.3824,1.1408,12.979,4.529,17.227
1.045,1.07,1.0586,-4.3167,-12.549,-13.58,202.32,20.544,-3.2331,9.5154,-0.32967,37.367,8.3768,3.9518,2.0099,3.9528,1.8396,13.311,9.9969,13.766
1.045,1.07,1.0563,-5.0107,-14.49,-15.211,233.82,44.83,-2.7081,8.0681,0.10675,26.706,11.315,4.5901,3.1035,6.4532,1.5128,12.572,19.901,19.069
1.045,1.07,1.053,-5.1455,-13.594,-15.086,239.05,63.274,-4.8729,7.0732,1.5346,36.282,6.3155,6.6229,2.282,1.7001,1.1366,7.7123,11.715,5.1855
1.045,1.07,1.0543,-4.8317,-14.114,-14.734,225.89,37.743,-4.0337,9.6452,-1.3795,32.814,8.7611,8.2031,1.8534,5.6347,2.8943,17.211,13.752,17.383
1.045,1.07,1.0585,-4.4072,-13.189,-13.664,206.45,25.01,-4.297,6.2377,-0.28172,24.241,10.64,5.4922,3.9561,8.1718,0.806,10.645,19.635,26.7
1.045,1.07,1.0515,-5.4689,-15.838,-16.581,254.69,57.812,-3.4044,7.7091,-2.302,36.309,12.624,8.1254,5.3601,5.446,1.9478,20.462,8.4644,14.797
1.045,1.07,1.0592,-4.8375,-13.468,-13.85,225.44,54.513,-5.288,5.6188,0.21991,20.173,9.3222,4.7414,4.6476,5.8739,1.3811,12.537,12.75,19.3
1.045,1.07,1.0578,-4.7711,-14.022,-14.345,222.81,40.423,-3.0225,5.2829,1.2564,21.128,12.024,5.3767,4.2218,6.5091,1.1468,15.977,16.33,20.44
1.045,1.07,1.0592,-4.7726,-13.078,-13.75,222.65,50.189,-5.4082,9.3019,-0.032103,22.677,7.8716,4.0372,2.9568,4.8162,1.4377,8.8834,16.475,16.021
1.045,1.07,1.0556,-4.716,-13.783,-14.35,220.44,35.787,-3.8353,7.6942,1.4002,26.165,11.895,7.3505,3.5262,6.0779,2.653,14.596,13.961,19.294
1.045,1.07,1.0509,-5.6173,-16.149,-17.437,261.49,56.284,-3.3912,9.0674,0.86904,39.602,10.912,6.0747,6.2355,6.3126,0.94721,12.645,15.931,16.352
1.045,1.07,1.0513,-4.9288,-14.598,-15.539,230,37.736,-2.5896,5.0993,-0.98071,32.009,10.691,8.7609,5.7358,3.2,0.59894,13.49,22.471,8.933
1.045,1.07,1.0569,-4.7298,-12.784,-13.363,220.35,55.233,-3.7236,7.1168,-1.9429,23.088,9.906,7.0893,3.5315,7.2474,1.0306,6.8513,10.088,24.587
1.045,1.07,1.0546,-5.168,-14.661,-15.599,240.99,50.007,-2.3444,10.398,-0.82501,37.251,4.5515,5.366,4.5073,4.6421,2.452,14.439,14.693,13.601
1.045,1.07,1.0541,-5.0647,-14.262,-15.272,236.15,49.627,-5.3788,9.0993,-0.88908,33.334,11.937,6.8431,1.7901,4.5202,1.0554,13.613,12.304,13.652
1.045,1.07,1.0536,-4.9617,-14.903,-16.264,231.65,31.441,-5.0445,4.5467,-0.073009,47.84,6.6074,5.006,3.788,5.7151,2.423,15.853,15.425,16.135
1.045,1.07,1.0536,-5.4732,-15.456,-15.773,254.87,66.212,-6.3897,9.5275,0.55757,23.704,6.3365,8.6736,4.1177,8.9722,0.71482,13.697,18.786,24.966
1.045,1.07,1.0524,-4.9809,-14.689,-15.282,232.77,39.469,-3.885,9.6069,-0.68779,31.792,8.2625,9.5451,3.9519,8.5045,1.2601,13.446,17.818,24.783
1.045,1.07,1.0566,-4.247,-12.196,-13.005,198.39,30.075,-3.962,2.0912,-0.56318,32.435,5.3613,7.4804,4.437,6.1645,1.6107,8.7128,12.327,21.91
1.045,1.07,1.0608,-4.2983,-11.974,-12.803,200.84,34.696,-5.5491,5.3596,-0.20463,30.221,4.8764,3.4016,4.5087,4.5642,1.8607,8.7774,10.569,16.876
1.045,1.07,1.0585,-5.1545,-14.236,-14.466,240.14,63.397,-4.1433,9.6367,0.17554,19.814,8.2079,4.7932,2.9423,6.226,2.3462,15.687,12.818,19.182
1.045,1.07,1.0504,-5.456,-15.803,-16.986,254.26,49.593,-1.5912,10.141,1.6777,42.585,8.7668,7.2008,2.9187,1.95,2.5896,21.774,12.043,5.1889
1.045,1.07,1.0512,-5.4396,-15.944,-16.399,253.64,54.897,-4.5616,9.331,-1.3495,30.264,8.9873,9.547,3.9257,6.9193,1.8458,18.9,18.873,18.494
1.045,1.07,1.06,-4.4338,-12.379,-12.373,207.08,44.612,-2.9359,6.4303,1.2214,12.026,10.097,6.3253,2.2705,8.2197,1.6158,10.573,13.518,29.454
1.045,1.07,1.0537,-5.2477,-14.342,-15.523,244.17,59.274,-2.3398,9.3859,1.1501,34.983,7.567,5.6823,-0.20009,3.6388,2.1665,12.915,13.769,10.681
1.045,1.07,1.0597,-4.5447,-13.233,-13.303,212.6,37.064,-3.1605,7.6489,0.52682,13.726,11.411,5.0996,2.1181,4.6597,1.6316,16.09,20.552,15.266
1.045,1.07,1.0586,-4.7263,-13.397,-14.039,220.85,40.5,-3.4931,9.9436,0.91998,24.629,8.2676,4.1511,3.8641,5.5526,1.4528,10.593,17.221,18.091
1.045,1.07,1.0568,-4.7682,-13.878,-14.927,222.76,35.02,-4.7039,7.0598,-1.0982,40.371,8.2936,4.4377,3.6377,7.1542,1.6671,13.056,9.8105,22.589
1.045,1.07,1.0591,-4.6198,-12.246,-13.112,215.2,52.575,-4.1594,7.1624,-0.17972,25.445,10.672,4.2535,4.2356,3.6607,1.2884,7.895,5.0443,12.918
1.045,1.07,1.0611,-4.4584,-12.894,-12.999,208.83,34.333,-4.3728,9.8562,-0.43062,20.46,7.7635,4.6709,4.9169,5.2828,1.2122,16.118,12.332,18.567
1.045,1.07,1.0598,-4.7663,-12.991,-12.832,221.88,62.381,-3.049,4.5581,2.3722,11.226,6.21,6.1905,3.3558,5.2619,1.6789,16.342,10.693,17.842
1.045,1.07,1.0579,-4.9182,-14.148,-15.038,229.35,44.115,-4.6273,5.2098,1.5797,30.69,6.619,3.0731,2.9177,4.2357,1.3074,14.133,19.51,12.881
1.045,1.07,1.0509,-5.5202,-15.245,-16.973,256.41,63.167,-4.6121,6.0071,-0.401,44.444,6.3394,5.5201,3.2735,2.6159,1.2282,9.9256,17.851,7.0122
1.045,1.07,1.0605,-4.4021,-13.657,-13.669,206.73,19.052,-5.0551,8.1193,1.1301,25.978,9.631,4.9942,2.6182,6.5084,2.4798,24.554,10.991,21.707
1.045,1.07,1.0574,-4.4405,-12.524,-12.726,207.77,38.427,-4.3308,9.8903,-0.95541,18.957,8.0793,8.4607,2.002,6.0486,1.6163,11.598,15.56,21.18
1.045,1.07,1.0576,-5.3595,-15.201,-15.362,249.8,62.267,-1.6368,11.028,-1.0368,16.584,9.6284,3.768,3.2844,8.108,2.6924,13.516,23.872,22.668
1.045,1.07,1.0589,-4.6158,-13.272,-13.643,215.36,43.44,-5.5886,2.7984,0.59364,26.494,5.1184,5.6932,4.0526,8.975,1.7849,12.551,12.472,30.283
1.045,1.07,1.0579,-5.3319,-15.042,-15.643,248.46,58.9,-3.6041,10.202,0.8344,27.32,10.725,3.1394,3.6394,10.973,1.3169,11.322,12.466,31.917
1.045,1.07,1.0531,-5.2844,-14.712,-15.465,246.11,59.24,-2.6866,10.404,0.56393,29.116,9.3482,7.728,4.5761,4.0731,1.7465,14.682,12.272,11.863
1.045,1.07,1.0548,-5.1948,-14.522,-15.235,241.84,58.303,-3.3491,7.4499,1.8084,26.226,10.824,6.4142,2.2776,4.5675,1.7147,15.396,13.525,13.55
1.045,1.07,1.0494,-5.6041,-15.256,-16.756,260.25,69.005,-3.8675,8.2412,0.75106,42.422,8.306,8.1392,3.4823,6.0382,1.8559,9.3674,9.2312,16.351
1.045,1.07,1.0572,-4.7275,-14.144,-14.714,221.11,32.626,-3.8285,6.6931,-2.0764,28.825,10.922,5.0093,3.2739,4.9048,1.3824,17.087,19.294,14.939
1.045,1.07,1.0566,-4.8275,-13.684,-13.911,225.38,48.496,-2.5039,9.2005,-0.73643,25.767,3.5784,7.5764,4.7201,7.4592,1.5351,14.021,13.117,24.066
1.045,1.07,1.0502,-5.4204,-15.51,-17.016,252.57,49.73,-3.7261,10.391,-1.3486,43.466,11.5,6.8338,2.583,8.3481,1.8357,8.2004,17.046,22.226
1.045,1.07,1.0576,-4.8772,-14.057,-14.854,227.78,41.38,-5.1993,8.3536,-0.44136,29.774,9.6647,4.117,4.8978,5.5225,1.4017,12.338,16.25,17.175
1.045,1.07,1.0635,-4.0184,-11.637,-11.13,188.32,32.823,-5.322,4.6086,-1.1682,6.4886,7.3558,5.691,3.9832,4.2445,1.1363,17.056,16.244,16.32
1.045,1.07,1.0546,-4.8088,-13.654,-14.735,224.26,41.918,-4.2252,5.921,0.78879,37.87,8.4868,6.7721,2.3398,5.2252,2.0191,13.552,8.5418,16.562
1.045,1.07,1.058,-4.901,-14.338,-14.056,228.9,49.259,-3.3604,7.392,0.3297,13.742,7.2544,6.9847,4.7577,10.059,2.1189,15.313,20.404,30.744
1.045,1.07,1.0504,-5.4045,-15.885,-16.93,251.64,51.36,-4.0406,4.6928,-0.29608,36.224,12.623,7.9159,2.3353,8.0477,1.621,14.254,19.654,21.083
1.045,1.07,1.0598,-4.8268,-13.48,-13.579,225.45,51.659,-5.6372,11.004,-0.37005,18.685,6.0429,5.2355,3.2566,2.1228,1.7765,19.267,13.994,7.0043
1.045,1.07,1.0503,-5.6268,-16.022,-17.564,261.86,56.594,-3.5223,9.6705,-0.33031,41.253,12.103,5.7426,3.809,5.5632,1.221,10.451,18.993,14.245
1.045,1.07,1.0619,-4.3208,-12.565,-12.48,202.28,34.269,-4.3104,6.2851,-0.092888,17.127,9.172,4.8899,5.3519,4.0606,1.5422,19.23,9.2252,14.783
1.045,1.07,1.0506,-5.6686,-16.154,-17.485,263.96,57.006,-3.4389,11.661,1.8277,40.02,10.305,6.2494,6.1911,5.1316,1.6639,13.319,14.652,13.279
1.045,1.07,1.0551,-5.0596,-14.003,-14.844,235.53,56.673,-2.2871,6.9977,-0.4538,29.524,10.88,6.1762,2.9602,6.889,1.4172,10.6,10.712,21.186
1.045,1.07,1.052,-5.4336,-15.507,-16.678,252.84,56.164,-2.4774,6.8651,1.0066,36.742,8.0615,6.0409,3.5596,6.0731,1.3469,12.277,19.306,16.333
1.045,1.07,1.0598,-4.3841,-12.744,-13.001,205.16,32.074,-2.5849,6.6259,0.6389,19.322,7.6119,5.0724,4.4989,7.1282,1.0522,10.709,18.52,24.483
1.045,1.07,1.0537,-5.592,-15.79,-17.684,260.21,54.524,-5.9012,8.9709,1.8264,47.615,13.083,1.5258,1.5381,5.6899,1.6865,11.651,11.875,15.011
1.045,1.07,1.0504,-5.9961,-17.403,-19.428,278.97,55.564,-2.094,10.903,-0.80596,53.292,8.6911,0.93202,4.2059,5.2816,1.2427,11.715,24.178,12.009
1.045,1.07,1.0575,-4.2452,-12.125,-12.383,199.01,28.168,-4.5405,10.433,2.0117,22.96,9.0374,9.0861,3.6703,6.5324,2.1166,13.338,5.6073,24.172
1.045,1.07,1.0544,-4.8723,-14.435,-15.193,227.63,35.141,-3.1164,7.0853,2.0664,34.561,12.082,7.2238,3.575,7.4391,1.3845,17.271,8.4526,22.553
1.045,1.07,1.0552,-4.7475,-14.19,-14.961,221.9,31.581,-3.4328,5.6863,0.087993,34.594,7.9952,6.3585,1.7691,7.672,1.4369,14.792,18.119,23.126
1.045,1.07,1.0538,-4.8878,-13.299,-13.84,227.79,56.476,-5.1183,9.2962,-0.20525,23.144,6.2537,10.041,4.2662,6.1235,1.4432,7.799,14.635,19.766
1.045,1.07,1.0566,-4.7809,-13.66,-14.182,222.89,47.423,-4.3257,3.7997,-0.58875,27.098,8.2914,6.6455,4.977,4.918,1.7206,15.148,12.248,15.869
1.045,1.07,1.0534,-5.2735,-14.78,-15.178,245.8,61.001,-5.4075,10.965,-1.2053,24.713,8.0367,9.2294,4.667,8.5704,1.8313,11.439,15.746,25.072
1.045,1.07,1.0542,-5.6495,-15.021,-16.426,261.97,78.744,-2.9758,6.5811,0.35912,35.736,7.3669,3.233,1.9918,7.9097,2.0664,5.0781,14.504,21.682
1.045,1.07,1.0621,-3.8923,-11.084,-10.686,182.97,24.712,-4.3928,11.216,0.92769,8.3577,6.2167,7.5413,3.5899,3.0449,1.3749,15.995,12.815,12.308
1.045,1.07,1.0539,-5.9513,-16.914,-17.439,276.62,76.549,-4.2583,8.6503,-0.39627,31.847,5.5825,5.0217,3.916,7.8006,1.7606,19.806,17.369,19.562
1.045,1.07,1.0561,-4.6236,-13.155,-13.573,216.1,39.866,-2.4003,9.3266,-0.54817,24.409,9.4303,7.9845,4.7167,5.5903,1.4676,12.801,11.671,18.7
1.045,1.07,1.0577,-5.219,-14.203,-15.18,242.79,63.806,-5.942,7.6488,-0.55701,30.279,11.474,3.0371,2.5097,5.0601,2.5358,12.265,8.8448,15.407
1.045,1.07,1.0578,-5.1789,-14.951,-14.999,241.56,55.412,-2.4667,8.7756,0.62884,24.197,10.012,5.4348,3.7658,7.3788,1.8047,22.868,7.1431,22.032
1.045,1.07,1.056,-4.728,-13.399,-14.348,220.71,40.344,-3.8273,7.6315,-0.87921,31.525,14.455,5.9769,3.9538,7.2787,1.6306,9.3172,7.8385,23.672
1.045,1.07,1.0628,-3.8552,-11.699,-11.327,181.44,15.051,-4.4925,7.3926,-0.5473,8.4548,11.456,5.8798,1.1775,5.3897,1.1926,17.151,19.668,19.717
1.045,1.07,1.0537,-4.9958,-14.341,-15.66,233.11,39.577,-2.3261,9.0215,0.20288,39.009,12.73,5.3473,3.6463,7.1998,1.6697,9.2058,12.017,21.31
1.045,1.07,1.0516,-5.4446,-15.757,-16.471,253.51,58.057,-3.5067,6.9153,-1.5141,32.449,14.129,8.2442,2.6144,5.8186,2.0924,19.763,12.503,15.807
1.045,1.07,1.0588,-4.7077,-13.753,-13.568,220.33,41.669,-5.3647,10.11,-0.93176,17.613,3.9253,6.8957,3.9177,5.8892,2.0937,18.276,20.346,18.791
1.045,1.07,1.0585,-4.3817,-12.537,-12.77,204.83,36.567,-2.2605,5.9134,-0.3846,22.426,8.7091,6.9074,3.1566,7.5156,2.1247,12.984,10.09,26.756
1.045,1.07,1.056,-4.7866,-14.501,-15.065,223.71,31.874,-2.5822,4.559,1.1385,29.826,11.037,5.8011,3.1295,7.7659,0.88951,17.054,17.525,23.149
1.045,1.07,1.0586,-4.9677,-14.919,-15.234,231.86,43.062,-4.7891,3.1963,-0.92836,24.463,7.7651,3.3543,5.8007,7.7422,1.3813,16.038,23.921,22.218
1.045,1.07,1.056,-5.1025,-14.253,-14.734,237.77,56.87,-3.7469,8.8068,1.9038,26.988,3.2547,6.5234,2.2509,5.5398,1.8935,15.754,15.345,16.873
1.045,1.07,1.0566,-4.686,-12.805,-13.491,218.87,45.18,-4.798,11.888,1.5022,21.542,7.939,7.0563,3.0135,4.4503,1.6104,7.2118,16.999,14.928
1.045,1.07,1.0517,-5.2234,-15.504,-16.985,243.71,36.494,-2.799,7.7846,1.4348,44.56,10.845,5.3168,6.5863,7.8532,1.1516,10.136,16.309,21.03
1.045,1.07,1.052,-5.3177,-15.115,-16.842,247.7,47.373,-3.7179,8.812,0.14273,45.972,8.7766,4.408,3.7786,2.805,2.044,11.471,16.423,7.6577
1.045,1.07,1.0541,-5.1489,-14.488,-15.797,239.98,48.712,-6.3028,8.9297,1.5643,31.469,13.818,5.0886,3.4733,1.5513,2.6707,11.837,17.28,4.5185
1.045,1.07,1.0523,-5.0665,-14.299,-15.958,235.97,45.584,-4.1422,6.3552,-1.739,44.034,8.7968,5.5967,3.9371,5.7242,1.6895,5.7006,16.645,16.517
1.045,1.07,1.0531,-5.4702,-15.218,-16.897,254.54,57.25,-4.6902,9.6166,-0.81193,47.226,11.136,3.8713,4.0797,9.1204,1.176,6.835,7.3818,25.164
1.045,1.07,1.0531,-4.3157,-12.484,-13.741,201.92,22.368,-4.3373,6.1999,-0.050867,38.304,5.2188,8.9791,1.1611,3.9495,1.8449,7.8793,19.093,12.674
1.045,1.07,1.0543,-4.9557,-14.484,-15.128,231.54,40.69,-2.609,9.8734,-2.2603,27.167,12.629,7.1103,4.6426,3.8951,0.60294,15.043,19.337,11.441
1.045,1.07,1.0552,-5.6121,-15.703,-16.644,261.03,67.243,-4.6505,8.9072,-0.29861,30.165,13.836,3.5959,1.6916,6.2602,2.424,14.913,14.747,16.99
1.045,1.07,1.0473,-5.521,-14.955,-16.303,256.03,73.433,-2.0026,4.2895,-1.6267,39.201,9.7934,10.906,2.1718,2.111,1.2949,13.638,9.9422,5.7661
1.045,1.07,1.0573,-5.1091,-14.325,-14.801,237.88,59.756,-4.4659,5.8469,-0.59329,23.005,8.2039,4.9091,2.8246,5.4944,1.7326,14.394,17.785,16.624
1.045,1.07,1.0587,-4.5869,-13.411,-13.924,214.51,33.755,-3.6403,7.027,0.073815,25.018,10.188,4.6621,4.5062,4.705,1.0028,14.758,15.674,15.471
1.045,1.07,1.0528,-4.975,-14.65,-15.264,232.22,42.276,-4.7044,6.3327,-0.18067,30.082,10.355,9.1854,3.2709,6.2453,1.4334,16.306,16.937,18.304
1.045,1.07,1.0536,-4.9023,-13.766,-15.155,228.5,43.045,-3.354,7.1699,0.68092,39.275,8.3948,6.0799,3.6285,2.846,2.1402,10.74,12.635,8.7299
1.045,1.07,1.05,-5.52,-15.654,-17.026,256.96,56.487,-3.1938,9.7367,-0.98233,37.997,15.793,7.1597,2.8593,4.4629,2.2701,13.184,14.294,11.839
1.045,1.07,1.056,-4.7851,-14.673,-14.769,223.97,31.682,-2.9348,6.8638,0.10972,28.471,3.4796,7.4608,2.7222,7.5262,1.1258,21.502,21.606,21.915
1.045,1.07,1.0557,-5.4063,-15.437,-15.779,251.81,61.523,-2.907,8.7028,1.1231,25.389,9.0173,5.6704,2.5753,5.6304,2.0383,21.042,14.229,15.858
1.045,1.07,1.0588,-4.6801,-13.231,-14.069,218.81,37.627,-5.0923,10.692,0.16419,30.223,8.1221,3.8423,3.9293,6.5855,2.4127,9.1509,13.255,21.94
1.045,1.07,1.0574,-4.8476,-13.84,-14.348,226.29,45.118,-3.4903,8.1611,0.93186,26.188,10.893,5.5923,2.6843,6.1952,1.6112,15.944,10.358,19.832
1.045,1.07,1.0576,-5.117,-14.106,-14.736,238.46,59.595,-5.7994,10.007,-2.4021,25.966,4.3197,4.5488,3.6031,5.5865,1.0427,9.8566,20.738,16.961
1.045,1.07,1.0597,-4.2121,-11.86,-12.018,197.26,33.075,-3.9636,8.8658,0.22468,16.791,9.3528,7.0843,3.1515,8.6534,1.6923,7.9026,12.049,32.499
1.045,1.07,1.0596,-4.4956,-12.828,-13.35,210.08,37.408,-2.6292,6.5975,-1.5453,20.014,10.412,3.9197,3.382,5.3494,1.2638,8.9988,20.943,17.806
1.045,1.07,1.0475,-5.9903,-17.321,-18.676,278.03,69.195,-4.2525,3.1202,1.3686,41.622,13.195,7.771,2.5202,7.2517,2.1827,16.981,16.978,17.117
1.045,1.07,1.0563,-5.204,-14.799,-14.898,242.58,60.035,-5.041,8.5488,-0.07568,19.876,8.7702,7.1457,4.4151,4.4117,1.752,20.264,14.734,13.099
1.045,1.07,1.0557,-5.196,-15.012,-15.625,242.4,50.037,-5.0773,9.0944,1.094,35.983,5.4577,5.9673,3.816,8.8388,1.9332,17.497,9.172,26.015
1.045,1.07,1.062,-4.5127,-13.057,-12.827,211.15,39.888,-1.4772,8.5128,-0.3058,20.364,4.1864,4.2458,5.0722,5.7392,1.414,21.155,8.1279,20.09
1.045,1.07,1.053,-5.7828,-15.673,-16.664,268.12,82.582,-3.9289,5.1996,1.7427,33.013,9.0231,5.6752,5.2271,0.83803,0.95021,19.978,6.1633,2.2392
1.045,1.07,1.0511,-5.924,-17.03,-18.036,275.5,66.705,-3.0372,9.4118,1.2882,36.978,13.835,5.8936,2.9394,8.6084,1.276,17.765,12.727,21.25
1.045,1.07,1.0564,-5.0151,-13.787,-15.055,233.72,50.443,-4.424,9.6798,0.11891,38.285,7.1557,3.8401,3.2343,5.4494,1.5549,9.1375,9.7306,17.002
1.045,1.07,1.0577,-4.3992,-12.76,-13.437,205.76,29.685,-4.1587,5.8066,0.86727,31.652,5.8801,6.2457,3.5263,6.6146,2.1747,12.246,11.549,22.912
