V2,V6,V9,Theta2,Theta6,Theta9,P1,P4,Q4,P5,P7,P9,P10,P11,P12,P13,P14,LoadMargin
1.045,1.07,1.0521,-5.7338,-15.589,-16.713,266.17,76.471,-2.0587,8.5887,0.12878,31.71,11.763,4.8139,5.1322,11.076,12.371,203.91
1.045,1.07,1.0559,-5.25,-14.768,-15.312,244.27,62.712,-4.0495,5.3386,-0.60629,28.126,10.92,2.9794,6.0681,17.949,9.0926,185.51
1.045,1.07,1.0615,-4.1637,-12.477,-12.327,195.43,23.45,-3.6149,7.3441,-0.51147,23.743,2.276,3.2211,8.7317,17.425,12.608,85.692
1.045,1.07,1.058,-3.9617,-11.839,-12.833,186.1,8.7575,-4.5069,6.8455,-2.2826,34.653,9.0331,4.0064,4.7046,8.1883,15.82,30.907
1.045,1.07,1.058,-4.7859,-14.099,-14.247,223.68,40.407,-3.2016,7.1698,0.87468,21.436,8.6404,4.0357,6.65,17.729,16.986,126.69
1.045,1.07,1.0576,-5.0689,-13.711,-14.156,235.74,66.738,-5.2034,5.9732,1.0555,22.088,7.1121,4.3283,2.8271,16.029,8.823,211.85
1.045,1.07,1.0563,-5.5817,-15.206,-15.465,259.51,78.778,-4.156,10.302,-1.0402,22.269,10.581,2.6733,5.5649,19.493,7.6094,223.16
1.045,1.07,1.0562,-5.5486,-15.616,-15.651,258.23,72.118,-2.9392,9.4908,-0.81161,16.519,10.509,4.5058,7.1942,17.481,17.87,198.95
1.045,1.07,1.0531,-5.0916,-14.653,-15.933,237.28,44.625,-2.8882,6.2235,-0.13969,42.591,5.7985,1.9577,6.1918,12.419,16.546,128.09
1.045,1.07,1.0578,-4.4725,-12.403,-13.248,209.01,37.05,-4.9738,8.8584,0.93552,23.694,11.02,3.3218,4.1329,7.0035,14.756,129.24
1.045,1.07,1.0521,-5.4138,-15.374,-16.573,251.76,58.96,-3.5816,5.135,-1.0611,34.143,9.363,3.31,5.2977,10.343,23.444,157.24
1.045,1.07,1.061,-4.2039,-12.096,-12.074,196.44,36.902,-4.961,1.388,0.34667,12.348,6.1747,3.1405,5.6581,12.1,20.937,130.68
1.045,1.07,1.0544,-4.9717,-13.984,-15.147,231.8,46.203,-2.7694,8.5654,-1.3285,38.721,7.3252,3.8562,2.8256,13.442,11.826,141.37
1.045,1.07,1.0595,-4.4944,-13.117,-13.204,210.65,31.878,-4.1004,11.261,0.5308,13.689,13.056,2.747,5.4962,14.298,19.167,106.32
1.045,1.07,1.0585,-4.5274,-12.839,-13.381,211.49,39.131,-5.6506,6.1945,1.2052,22.588,6.6613,4.9908,3.7889,11.378,17.008,133.34
1.045,1.07,1.0572,-4.3137,-13.142,-14.012,202.44,13.485,-5.1598,7.6285,0.20387,35.023,13.787,2.7915,8.8418,12.019,11.005,44.616
1.045,1.07,1.0554,-5.0139,-14.701,-15.281,233.78,46.616,-3.4876,4.3232,-0.93973,25.182,11.421,3.2972,5.3768,15.407,22.173,134.09
1.045,1.07,1.0541,-5.3365,-15.305,-16.089,248.95,51.45,-2.2486,12.372,-0.33803,38.433,2.3089,4.8788,4.0052,18.885,14.784,144.69
1.045,1.07,1.0592,-4.5788,-12.805,-13.067,213.72,46.553,-3.5617,6.4977,-0.7269,19.498,8.7835,3.6365,6.7147,11.49,12.605,161.22
1.045,1.07,1.052,-5.4085,-15.465,-16.725,251.61,55.372,-3.0847,5.6003,0.78555,35.736,12.444,3.8671,6.052,11.555,17.566,149.62
1.045,1.07,1.0565,-4.3765,-13.245,-14.2,204.96,19.095,-4.3011,4.4174,-1.3732,41.516,4.9566,2.6298,6.0597,14.795,14.886,61.669
1.045,1.07,1.0586,-4.7728,-13.515,-13.605,222.64,50.793,-2.102,6.3518,-0.09973,19.226,6.9174,3.382,1.9132,20.915,13.628,166.07
1.045,1.07,1.0576,-4.8531,-13.016,-13.71,226,58.727,-6.0451,7.8031,-0.65086,19.938,11.372,4.065,5.2175,6.258,13.457,194.63
1.045,1.07,1.053,-5.4559,-16.579,-17.429,254.21,47.035,-6.3863,2.3815,1.5726,40.458,13.537,2.7485,7.3439,25.387,10.815,122.35
1.045,1.07,1.0525,-5.3887,-15.413,-16.548,250.7,56.696,-2.8909,5.3846,-0.89958,36.095,9.4655,4.0759,7.7824,10.085,19.444,153.88
1.045,1.07,1.0532,-5.5431,-15.475,-16.347,257.48,69.067,-1.1928,5.5478,0.27237,30.714,13.138,3.1837,5.613,16.229,10.555,189.22
1.045,1.07,1.0577,-4.7029,-11.928,-12.778,218.61,64.16,-3.3941,7.3369,-0.07603,22.555,5.5988,2.8097,4.1048,3.0815,9.9696,224.48
1.045,1.07,1.0581,-4.448,-12.928,-13.477,207.93,32.532,-3.454,4.9964,0.71911,25.727,7.967,3.8663,4.587,13.641,15.661,110.2
1.045,1.07,1.055,-4.4247,-12.189,-13.754,206.54,32.708,-4.6912,6.4867,-0.63285,31.966,11.33,1.9181,1.3602,2.0562,21.075,105.96
1.045,1.07,1.0568,-4.7789,-14.177,-14.722,223.29,36.284,-4.305,5.511,0.92526,30.416,7.9232,5.0202,6.5498,16.653,14.364,112.93
1.045,1.07,1.0541,-5.3588,-15.743,-16.367,249.9,50.418,-4.6795,8.2003,2.0009,24.082,12.56,2.9111,6.4192,15.761,24.884,133.64
1.045,1.07,1.0554,-5.0567,-14.204,-15.022,235.85,49.661,-2.5709,10.566,0.96892,29.253,8.9444,3.7502,8.1674,8.8014,14.952,150.81
1.045,1.07,1.0571,-4.8751,-13.382,-14.139,227.01,55.039,-5.1739,5.7157,0.4056,29.3,8.0693,1.8478,7.4989,10.602,8.6586,179.74
1.045,1.07,1.0554,-4.6408,-13.362,-14.617,216.99,29.452,-4.5556,8.9664,1.4614,41.093,7.2548,2.357,6.9441,9.6876,10.87,94.81
1.045,1.07,1.0581,-4.8143,-13.123,-13.598,224.55,53.358,-5.0518,9.9682,1.4582,17.021,9.6212,1.6125,5.8773,8.7342,17.175,175.92
1.045,1.07,1.0512,-5.3638,-16.084,-17.365,250.24,39.641,-3.6671,7.7051,0.79646,42.893,11.019,3.2619,6.2035,16.659,19.522,101.93
1.045,1.07,1.0544,-5.1916,-14.453,-15.443,241.63,57.66,-3.5845,7.1609,-0.54134,33.413,7.4898,2.9476,4.6108,12.664,14.782,170.32
1.045,1.07,1.0522,-5.7967,-16.227,-17.106,269.65,69.408,-2.4107,12.19,0.90746,29.034,10.714,2.4205,7.459,12.501,20.376,178.08
1.045,1.07,1.0561,-4.9205,-13.833,-14.691,229.22,50.962,-5.8088,4.8769,-0.31904,29.354,9.5226,2.6597,4.8781,12.336,14.74,159.74
1.045,1.07,1.0573,-4.9078,-14.449,-14.701,229.19,44.115,-3.0858,6.692,-1.8113,30.409,6.5159,1.9748,3.8316,25.052,12.158,135.72
1.045,1.07,1.0585,-5.2625,-13.566,-13.49,244.51,84.533,-2.4039,11.036,-0.36979,9.8372,3.7496,4.782,1.8931,14.582,12.767,262.02
1.045,1.07,1.0567,-4.9797,-14.493,-14.903,232.45,45.51,-2.9099,7.8019,0.51993,27.53,9.0905,4.4044,5.4616,19.024,12.619,138.74
1.045,1.07,1.0581,-4.6973,-13.171,-13.533,219.33,45.889,-2.7622,8.9232,0.22541,19.166,8.3951,2.1813,2.0886,15.604,17.557,151.2
1.045,1.07,1.0564,-5.2978,-14.821,-15.04,246.36,68.102,-3.5049,4.9839,1.4619,15.431,8.1268,3.2125,8.0378,12.193,22.585,195.18
1.045,1.07,1.0585,-4.944,-13.272,-13.422,230.22,65.037,-1.8766,9.3677,-1.3621,16.074,11.77,2.0077,6.0198,13.828,7.3219,213.2
1.045,1.07,1.0529,-5.0385,-15.112,-16.277,235.32,33.521,-3.2286,6.9308,-0.49069,40.025,10.789,4.6792,7.0027,13.004,18.932,92.615
1.045,1.07,1.0545,-4.9135,-14.003,-15.179,229.15,42.326,-4.8188,6.696,1.1447,31.585,9.8411,3.3948,7.3933,5.2763,21.158,126
1.045,1.07,1.0528,-5.6639,-15.335,-16.436,262.83,77.323,-3.9407,6.7967,0.44167,30.299,10.151,4.9151,5.0246,9.9857,14.116,210.25
1.045,1.07,1.0493,-5.7131,-15.89,-17.762,265.46,63.307,-4.6027,8.4553,-0.34199,48.288,6.9419,2.9477,5.7447,7.5114,18.418,161.12
1.045,1.07,1.0545,-4.7793,-13.611,-14.861,222.94,38.905,-3.5032,6.1325,-0.2868,35.395,10.401,2.9157,4.001,9.7206,16.134,120.58
1.045,1.07,1.0535,-5.3414,-14.944,-16.112,248.56,58.924,-5.9428,7.3548,-0.22262,30.987,13.174,4.3242,9.6981,4.213,17.851,166.46
1.045,1.07,1.0535,-4.8845,-14.721,-15.829,228.5,27.047,-3.6095,8.92,-0.075599,34.723,13.008,2.194,6.5256,11.75,24.023,74.245
1.045,1.07,1.0493,-6.0133,-17.167,-18.648,279.88,63.988,-5.3394,13.552,-1.3043,43.673,13.184,2.0912,8.2734,12.433,18.182,153.08
1.045,1.07,1.0559,-4.7568,-12.96,-14.055,221.54,50.149,-3.9482,5.9725,-1.2541,30.382,7.8286,4.7175,5.0462,4.5228,14.738,164.58
1.045,1.07,1.0588,-4.5576,-12.591,-13.005,212.48,48.304,-3.5798,4.6008,0.65419,18.029,9.9636,2.7444,5.2525,10.55,13.782,167.93
1.045,1.07,1.0578,-4.5871,-13.606,-14.08,214.78,29.506,-5.0306,8.3377,0.95547,25.947,7.3156,4.0561,4.26,16.029,19.442,93.961
1.045,1.07,1.0567,-4.8373,-13.893,-14.433,225.86,43.07,-1.705,8.4552,-0.032353,27.447,9.6975,2.8808,9.008,11.827,13.691,135.95
1.045,1.07,1.0613,-4.162,-11.596,-11.74,194.64,37.061,-4.5431,5.7135,-0.80237,16.159,9.5391,3.9646,7.2479,8.9747,9.8158,143.07
1.045,1.07,1.0547,-5.5749,-15.636,-16.169,259.28,69.42,-3.4454,8.3139,1.1427,27.077,7.4243,3.7681,8.2268,14.924,15.601,190.32
1.045,1.07,1.0477,-5.9051,-16.865,-18.9,274.48,59.031,-5.4775,8.4016,2.4701,55.772,5.8684,3.8347,6.068,11.93,15.894,140.95
1.045,1.07,1.0544,-5.0529,-15.142,-16.053,235.86,37.92,-4.1609,5.2855,-0.13267,41.728,8.9976,5.0034,9.9124,15.754,10.569,108.98
1.045,1.07,1.0579,-4.951,-13.627,-14.021,230.69,57.871,-4.672,7.9661,1.1431,21.316,11.17,4.9669,5.3166,14.54,6.21,187.41
1.045,1.07,1.0581,-4.6507,-12.95,-13.562,217.02,46.162,-5.1586,6.9892,-1.4718,25.625,14.477,2.5721,4.6765,14.277,4.8289,157.87
1.045,1.07,1.056,-5.2086,-15.529,-15.84,243.03,48.21,-4.9497,6.0506,0.15848,28.209,10.819,5.2716,5.1561,23.96,13.505,137.05
1.045,1.07,1.0547,-5.502,-15.368,-15.931,255.71,70.515,-3.2419,5.9022,0.41277,27.917,4.6771,3.1725,4.3507,18.054,17.6,195.32
1.045,1.07,1.0563,-5.0176,-14.601,-15.026,234.16,47.472,-2.2817,7.7477,-2.5372,27.589,12.256,2.7223,8.8306,15.503,13.889,142.71
1.045,1.07,1.0555,-4.5381,-13.017,-14.209,212.23,28.612,-3.7169,8.6951,0.30649,35.912,5.4602,5.0854,2.716,8.6761,18.15,92.124
1.045,1.07,1.0544,-5.2513,-15.646,-16.356,245.58,38.769,-5.0556,13.321,1.4528,35.698,7.2485,4.4925,2.8713,22.997,16.827,107.11
1.045,1.07,1.0578,-4.8201,-13.346,-13.729,224.53,55.577,-2.2713,5.6547,-1.6755,20.584,10.035,4.0798,7.6837,9.6347,13.243,181.91
1.045,1.07,1.0586,-4.2676,-12.061,-12.81,199.88,28.15,-4.5816,9.6435,-1.4595,27.481,10.661,3.6811,4.1316,9.5735,10.661,102.65
1.045,1.07,1.056,-4.923,-13.659,-14.472,229.46,50.585,-2.0301,8.4864,0.88195,31.52,6.692,3.6343,5.0817,12.72,9.77,160.78
1.045,1.07,1.0519,-5.5416,-15.952,-17.141,258.18,54.639,-5.0083,10.111,-0.94071,38.603,6.4796,4.533,8.6013,8.7495,23.963,141.13
1.045,1.07,1.061,-4.1012,-11.04,-11.418,191.69,38.344,-5.2148,6.6281,0.52583,15.616,7.795,3.9124,5.551,4.8239,11.774,151.82
1.045,1.07,1.0584,-4.7754,-14.02,-14.252,223.26,39.97,-5.2614,7.8262,0.11277,25.793,6.8909,3.113,7.813,17.292,14.819,127.45
1.045,1.07,1.0553,-4.9604,-14.486,-15.313,231.57,40.965,-3.943,7.413,-0.54334,36.025,10.576,1.5376,3.7097,20.659,10.831,123.5
1.045,1.07,1.0611,-4.282,-12.423,-12.401,200.74,30.584,-5.4605,9.051,0.27138,14.228,9.5218,3.8357,6.7336,12.79,16.142,110.25
1.045,1.07,1.0577,-4.5654,-12.616,-13.153,212.92,45.77,-1.2283,6.1585,0.42684,17.076,11.963,4.2482,4.2078,8.2327,16.164,156.07
1.045,1.07,1.0472,-5.9604,-16.85,-18.791,276.63,67.284,-2.402,6.1183,-0.97465,51.415,9.4392,5.4566,1.5708,14.761,15.993,159.85
1.045,1.07,1.0565,-5.0856,-14.673,-15.088,237.24,50.089,-3.263,8.1176,0.8576,29.052,6.587,2.0277,5.0352,21.026,13.43,150.12
1.045,1.07,1.0532,-5.7409,-15.556,-16.455,266.52,78.854,-2.3717,9.1276,1.2361,32.417,8.797,4.643,5.2726,15.279,6.8399,213
1.045,1.07,1.0583,-4.2293,-12.44,-13.177,198.13,21.781,-4.2892,5.8493,-0.057606,32.138,6.7271,4.0877,4.0575,13.535,12.705,76.817
1.045,1.07,1.0574,-4.3819,-13.009,-13.725,205.36,21.977,-2.9282,8.2862,-0.64072,29.753,12.074,3.0527,4.9168,13.89,14.1,73.434
1.045,1.07,1.0561,-5.0478,-14.577,-15.171,235.35,49.699,-3.4241,6.1055,-1.3786,33.449,6.5027,5.1084,10.86,11.921,12.314,149.93
1.045,1.07,1.0591,-4.7561,-12.988,-13.11,221.8,56.115,-1.9724,9.1525,-1.5916,18.378,5.8521,5.7659,6.8024,10.663,11.305,190.06
1.045,1.07,1.0544,-5.497,-14.994,-15.725,255.13,75.836,-2.3302,4.8224,-0.041122,27.339,9.6291,2.7414,5.6308,14.442,11.813,214.29
1.045,1.07,1.0547,-4.7443,-13.563,-14.825,221.6,34.188,-2.3721,8.9259,0.20339,41.084,8.6045,5.3053,7.6551,7.639,8.689,108.11
1.045,1.07,1.0569,-4.7058,-13.332,-14.181,219.76,39.842,-5.0518,8.0401,1.0247,34.622,3.6948,3.5439,6.1821,11.64,11.998,131.21
1.045,1.07,1.0549,-4.9266,-13.503,-14.587,229.12,55.501,-1.8556,4.1219,-1.3334,32.932,9.7997,2.1087,4.955,9.7621,11.113,174.92
1.045,1.07,1.059,-4.741,-14.009,-14.058,222.03,36.364,-4.769,11.135,-0.048767,24.277,4.2964,4.5156,8.4085,16.768,16.792,116.09
1.045,1.07,1.0543,-4.9915,-14.333,-15.533,232.64,44.784,-5.3365,5.0027,-1.1001,42.349,5.0595,1.6816,6.4974,12.606,15.191,133.37
1.045,1.07,1.0532,-5.2512,-15.049,-16.11,244.9,47.736,-2.7744,10.673,1.0981,29.671,15.08,5.4232,4.8121,11.327,17.26,134.08
1.045,1.07,1.0562,-4.9789,-14.329,-14.849,232.4,45.998,-1.3534,9.2696,-0.28931,30.669,10.012,3.3896,4.4665,20.271,8.2123,141.54
1.045,1.07,1.0574,-4.4905,-12.683,-13.431,209.74,37.178,-2.9174,6.5133,-0.94716,26.366,9.5783,2.9437,4.5964,9.7519,15.408,126.77
1.045,1.07,1.0541,-5.487,-15.398,-16.186,255.28,64.852,-3.9378,8.2351,0.056687,30.543,10.192,3.5107,5.9739,15.486,13.533,180.52
1.045,1.07,1.0575,-4.9468,-13.719,-14.183,230.54,55.352,-4.0064,7.9337,0.98477,23.668,6.332,4.4592,7.9002,10.221,13.438,176.76
1.045,1.07,1.0609,-4.4633,-12.072,-12.143,208.68,46.855,-4.5222,11.972,0.30978,15.008,7.3414,4.3067,6.4911,9.857,8.4696,172.67
1.045,1.07,1.0558,-4.9179,-13.854,-14.739,229.15,49.683,-5.4445,5.3505,-0.26925,27.506,7.9478,4.143,8.2767,5.1231,21.055,151.89
1.045,1.07,1.0591,-4.9042,-13.814,-13.808,228.87,54.417,-4.9579,9.039,0.14392,17.266,4.874,3.5584,7.5796,14.314,17.472,173.94
1.045,1.07,1.0567,-5.0786,-14.034,-14.573,236.35,61.076,-3.7947,6.1038,0.51944,26.653,7.9263,1.4527,3.7251,18.3,9.7339,189.79
1.045,1.07,1.0579,-4.612,-13.388,-13.803,215.3,40.266,-2.5388,3.8434,-1.388,30.471,3.2724,3.9481,4.4693,17.937,13.579,132.98
1.045,1.07,1.0589,-4.5615,-12.738,-13.034,213.05,44.629,-3.2811,8.2003,-1.1153,16.526,12.238,2.318,4.3326,12.627,14.656,153.88
1.045,1.07,1.0558,-5.1109,-14.391,-15.186,238.12,54.366,-4.875,7.394,-0.56806,37.839,5.2393,2.377,6.4444,17.093,6.9792,165.64
1.045,1.07,1.0548,-5.2127,-15.191,-15.728,243.37,47.401,-2.6867,11.074,0.17861,22.282,13.258,5.9439,4.0178,15.518,21.886,132.32
1.045,1.07,1.0519,-5.6925,-16.567,-17.73,265.51,52.594,-5.7224,13.741,-0.496,44.795,12.313,3.9962,10.84,14.872,8.9616,135.61
1.045,1.07,1.0598,-4.0664,-12.806,-13.083,191.29,7.3248,-5.5708,6.0644,0.061062,26.901,8.6859,3.3722,7.3902,16.384,18.169,24.69
1.045,1.07,1.0612,-4.0866,-10.751,-11.141,190.82,42.092,-4.4206,6.3165,0.91077,19.631,7.4623,2.7459,2.9228,10.821,1.3432,170.25
1.045,1.07,1.0532,-4.9378,-14.603,-15.968,230.36,35.384,-4.9571,4.0646,-1.0347,43.842,9.0447,5.5463,5.2921,12.361,15.493,101.85
1.045,1.07,1.0529,-5.9588,-16.923,-17.418,276.93,76.916,-3.3025,8.7215,0.16973,26.78,8.8814,5.5371,7.5826,17.444,19.323,191.32
1.045,1.07,1.0574,-4.7565,-13.187,-13.869,222.11,45.424,-4.2116,10.803,0.42668,26.26,5.8086,2.2392,6.844,8.1793,16.672,149.27
1.045,1.07,1.0581,-4.6927,-14.287,-14.296,219.68,32.136,-2.3632,6.8229,-0.40295,20.113,11.321,3.7144,8.646,17.929,19.896,98.001
1.045,1.07,1.0561,-4.7897,-14.162,-14.886,224.07,32.638,-4.2291,9.4002,-0.41672,33.04,8.4034,3.4795,5.5963,15.738,16.491,100.13
1.045,1.07,1.0549,-4.8228,-14.839,-15.479,225.67,26.527,-1.1446,6.7633,0.018282,36.066,7.1562,2.5875,6.9442,19.381,20.154,75.439
1.045,1.07,1.0561,-4.9884,-13.564,-14.546,232.22,57.12,-5.0085,7.3747,-0.1863,38.457,3.8711,4.1377,6.6938,11.216,3.2284,182.56
1.045,1.07,1.0578,-4.6315,-13.441,-13.807,216.61,35.8,-0.59664,9.2225,0.30283,28.322,7.0037,3.9545,6.4694,16.534,10.126,118.63
1.045,1.07,1.0541,-5.1429,-15.017,-16.017,239.89,44.195,-4.9103,7.1398,0.45058,36.211,9.413,5.3604,5.7923,14.372,15.664,126.46
1.045,1.07,1.058,-4.9959,-13.62,-13.82,232.57,63.646,-2.0538,7.579,0.32167,18.951,6.2101,3.0826,5.3728,14.735,12.191,203.43
1.045,1.07,1.0554,-4.9441,-14.999,-15.607,231.25,32.549,-4.2218,7.9803,-0.084882,32.115,11.547,3.1081,4.6221,21.501,17.378,93.707
1.045,1.07,1.0563,-4.751,-13.223,-14.209,221.9,41.292,-4.2748,10.973,0.52298,31.543,9.6964,2.7946,4.7739,10.05,10.92,135.64
1.045,1.07,1.0557,-4.8797,-13.256,-14.25,226.8,57.584,-2.144,2.802,0.3634,31.318,6.2106,4.7054,8.6357,4.2262,11.025,185.42
1.045,1.07,1.0505,-5.6013,-16.653,-17.82,260.96,48.948,-2.5592,7.5952,1.2344,39.837,9.7464,2.9018,7.0319,16.315,23.486,120
1.045,1.07,1.0514,-5.4071,-15.631,-17.02,251.84,49.208,-3.2454,7.7806,1.1805,42.657,8.3784,5.3723,6.2423,11.947,16.494,131.51
1.045,1.07,1.0508,-6.1427,-17.206,-18.349,285.16,79.988,-6.1711,8.4699,0.7412,40.361,6.3663,3.0097,6.7936,17.131,15.813,192.95
1.045,1.07,1.0548,-5.4249,-15.224,-15.921,252.56,62.928,-4.1625,9.4486,-0.013141,32.547,5.8385,3.856,5.9746,16.413,13.014,178.52
1.045,1.07,1.0546,-4.8616,-15,-15.817,227.55,25.037,-5.016,6.9498,0.50983,33.81,13.159,5.1564,3.0613,20.649,18.99,70.533
1.045,1.07,1.0567,-4.6396,-13.972,-14.583,217.34,25.577,-5.3021,8.6811,1.3929,26.773,8.6524,4.3952,6.1934,12.82,23.574,76.327
1.045,1.07,1.0573,-5.4131,-15.669,-15.54,252.7,58.663,-4.0834,13.344,0.99868,17.286,13.043,4.0995,9.4029,20.43,12.832,165.93
1.045,1.07,1.0558,-5.1789,-14.185,-14.909,241.24,60.654,-4.5462,10.691,-0.42711,22.849,11.539,2.3825,5.305,10.06,16.794,182.95
1.045,1.07,1.0522,-5.3722,-15.26,-16.522,249.95,55.64,-2.5325,6.4112,-0.24802,39.102,11.12,3.0365,5.1322,14.008,13.401,153.66
1.045,1.07,1.0567,-5.1164,-14.901,-15.221,238.51,52.29,-4.3179,5.2141,0.48249,26.583,8.632,2.5547,7.9917,18.912,14.64,154.71
1.045,1.07,1.0577,-4.6057,-13.003,-13.609,214.97,41.676,-3.6955,6.0146,1.3407,20.654,11.837,6.1973,7.1945,6.5787,14.658,140.09
1.045,1.07,1.056,-4.9468,-13.971,-14.85,230.57,48.593,-4.3312,6.3906,0.77449,35.304,9.8836,2.1893,7.7303,14.082,5.4287,152.51
1.045,1.07,1.0525,-5.7855,-16.486,-17.434,268.87,69.705,-5.6955,6.0372,-0.30778,37.598,9.395,5.0227,6.7514,17.876,12.322,180.02
1.045,1.07,1.0628,-3.9107,-10.933,-10.761,183.15,32.537,-3.847,5.157,-0.9845,9.2731,9.2018,2.7568,2.5265,14.566,11.982,132.37
1.045,1.07,1.0516,-5.5731,-15.649,-16.984,259.23,61.033,-3.4024,8.9828,0.61643,39.157,8.4275,2.9133,5.5115,11.88,17.298,162.33
1.045,1.07,1.0564,-5.3288,-15.461,-15.603,248.5,57.645,-3.3762,9.2887,-1.6041,26.293,6.4256,4.4112,5.6353,22.342,15.808,163.44
1.045,1.07,1.0572,-4.489,-13.146,-13.881,209.86,30.606,-3.4861,4.9426,-0.33034,30.077,12.207,2.7104,4.391,15.551,11.36,102.18
1.045,1.07,1.06,-3.9775,-10.953,-11.63,186.52,23.878,-2.9823,10.677,-0.35593,30.485,5.4173,3.5138,2.6714,11.43,2.6326,95.873
1.045,1.07,1.0543,-5.1486,-14.491,-15.587,240.08,49.549,-3.8604,10.631,-0.093144,38.084,4.9766,3.5398,7.3936,9.4445,15.33,146.14
1.045,1.07,1.053,-5.2841,-15.326,-16.37,246.2,49.572,-3.8177,6.6652,0.57687,32.98,10.907,3.4636,4.3655,14.614,20.921,135.33
1.045,1.07,1.0553,-5.0619,-14.648,-15.453,236.39,43.98,-5.9993,10.112,-0.77101,30.951,8.0604,2.4272,4.9504,14.186,21.448,127.56
1.045,1.07,1.0571,-5.0248,-13.55,-14.114,233.66,65.584,-3.7855,5.8385,-0.7693,26.229,2.8859,2.5264,7.4297,9.356,13.959,208.16
1.045,1.07,1.055,-5.0616,-14.47,-15.316,236.19,46.033,-3.5158,9.864,0.84216,29.734,9.713,3.6795,7.0277,10.733,17.666,136.55
1.045,1.07,1.0577,-4.9206,-14.031,-14.255,229.54,51.677,-4.1209,7.1521,-0.67287,18.06,8.7645,3.6739,4.7907,15.182,20.517,159.33
1.045,1.07,1.0528,-5.5024,-15.283,-16.358,255.95,63.199,-1.757,9.8034,1.3583,32.615,8.371,3.9203,8.4409,7.7732,17.46,173.26
1.045,1.07,1.0468,-5.9873,-16.878,-19.019,277.84,66.963,-5.8078,5.5721,1.0728,46.887,13.956,2.9872,4.6843,7.9792,21.854,155.96
1.045,1.07,1.0553,-5.1766,-14.142,-14.916,240.52,66.616,-4.7198,3.7981,0.25839,19.022,11.288,3.3813,4.5106,7.7852,22.269,196.54
1.045,1.07,1.0553,-4.9771,-14.651,-15.361,232.48,38.576,-3.1018,8.4086,2.5186,29.922,7.2686,5.3179,7.0325,13.093,19.729,112.83
1.045,1.07,1.0605,-4.1681,-11.636,-12,194.93,34.374,-4.5721,5.8089,-0.064756,22.274,5.4478,2.7868,4.6894,11.478,11.141,131.34
1.045,1.07,1.0492,-6.0526,-16.303,-18.005,280.59,83.237,-5.0414,8.4624,-0.010822,36.055,14.924,4.3457,4.1551,6.9372,16.501,205.44
1.045,1.07,1.0559,-5.1473,-14.686,-15.227,239.86,54.715,-3.4169,7.1166,-0.53256,30.596,5.054,3.2308,7.1641,15.669,15.553,162.2
1.045,1.07,1.0568,-4.7274,-12.987,-13.952,220.19,49.163,-4.692,4.7417,0.81087,34.211,4.1533,3.2222,6.552,8.8066,9.3023,164.42
1.045,1.07,1.0542,-5.0571,-14.663,-15.778,236.29,38.453,-4.8474,11.679,0.59979,38.951,7.9922,3.0872,5.0484,14.262,15.374,112.39
1.045,1.07,1.0578,-4.7195,-13.391,-13.858,220.16,45.682,-4.5282,5.2965,1.8142,20.116,7.0601,5.6255,6.2113,9.3557,19.573,147.66
1.045,1.07,1.0584,-4.8748,-14.038,-14.279,227.58,47.483,-6.0646,7.0916,1.2332,24.168,5.2579,5.551,8.4017,14.354,14.028,151.36
1.045,1.07,1.0573,-4.6816,-13.144,-13.805,218.37,45.221,-3.9182,5.8823,-0.2148,23.792,8.8195,3.0693,6.8054,7.9131,17.879,148.41
1.045,1.07,1.058,-4.5887,-13.362,-13.858,214.83,32.718,-4.9817,9.944,-0.84057,25.838,7.8313,3.9681,5.0756,13.352,18.094,106.93
1.045,1.07,1.0515,-5.5815,-16.454,-17.552,260.1,51.052,-4.1091,8.6314,-0.052698,39.27,10.983,3.9404,4.4327,19.311,18.92,129.85
1.045,1.07,1.0587,-4.0255,-11.639,-12.547,188.6,18.771,-4.8279,4.8743,0.4059,30.155,9.7315,3.6807,4.8764,8.1552,11.448,69.937
1.045,1.07,1.0577,-4.6627,-13.264,-13.875,218.08,37.774,-4.2644,10.989,-0.41256,28.311,8.0758,3.4243,5.1697,13.144,12.6,125.86
1.045,1.07,1.0512,-5.9239,-16.654,-17.848,275.25,72.88,-5.3323,8.7364,-1.4248,38.942,10.897,4.705,7.4598,13.302,14.531,182.99
1.045,1.07,1.0621,-4.091,-11.03,-10.982,190.98,44.657,-3.1824,3.8256,-0.83443,12.598,4.8085,3.9902,6.2053,8.6133,10.414,178.04
1.045,1.07,1.0518,-5.6547,-15.926,-17.067,262.91,65.208,-2.5921,8.3262,-0.36315,34.111,17.031,4.5512,6.2301,13.889,10.194,172.36
1.045,1.07,1.0533,-5.5393,-15.426,-16.469,257.59,66.404,-5.2255,8.1033,-0.85367,33.168,12.132,2.158,6.4105,13.01,13.89,182.73
1.045,1.07,1.0551,-5.5273,-15.115,-15.651,256.7,76.838,-5.1272,5.9629,0.91412,20.538,6.8163,3.1227,3.8461,14.383,20.985,213.75
1.045,1.07,1.0559,-5.1483,-14.27,-14.962,240.1,55.372,-3.6909,12.538,-0.040177,26.804,10.121,3.8777,4.5216,13.409,12.346,168.37
1.045,1.07,1.0558,-4.9417,-14.016,-14.899,230.54,45.593,-4.3553,8.3862,0.90433,36.731,2.8206,2.5526,4.5001,15.54,13.245,141.44
