V2,V6,V9,Theta2,Theta6,Theta9,P1,P4,Q4,P5,P7,P9,P10,Q10,P11,P12,Q12,P13,P14,Q14,LoadMargin
1.045,1.07,1.0561,-5.2769,-14.642,-14.988,245.4,68.759,-6.1243,5.2389,0.11176,17.496,9.5395,9.0334,3.4116,5.0707,2.5326,14.224,19.536,1.4458,57.428
1.045,1.07,1.0561,-4.9302,-13.766,-15.12,229.66,46.631,-4.1213,5.9687,0.66034,40.871,6.94,3.7642,3.0153,4.2981,1.0373,11.489,9.6406,5.0537,30.078
1.045,1.07,1.0568,-4.6439,-13.718,-14.413,217.3,30.351,-4.8029,8.0319,0.19185,34.658,8.7829,4.6907,3.0729,8.0845,2.2967,14.8,10.352,6.9015,33.383
1.045,1.07,1.0521,-5.0781,-14.216,-15.472,236.26,52.919,-4.9295,4.2397,0.38984,39.939,8.4093,7.0759,1.4358,5.2831,2.0431,12.756,10.001,6.1425,29.847
1.045,1.07,1.0584,-5.2708,-14.974,-15.459,245.34,60.597,-5.124,5.1843,2.3427,24.778,9.9275,3.3087,2.0021,6.1551,2.0418,19.002,13.465,4.9277,39.505
1.045,1.07,1.0579,-5.3355,-14.6,-15.803,248.37,60.849,-5.7032,10.375,0.7923,33.031,10.8,3.4741,3.2601,7.24,1.4237,8.0739,11.935,2.44,35.175
1.045,1.07,1.0584,-5.292,-14.509,-14.713,246.14,71.384,-4.5992,7.303,0.62542,23.544,7.6642,5.3927,2.7347,7.3629,1.9326,18.762,4.9536,4.3262,14.985
1.045,1.07,1.0572,-4.9492,-14.12,-14.884,230.72,48.428,-5.5733,5.3751,0.59131,27.667,6.7667,5.3695,5.7754,6.0454,2.0398,10.268,19.368,3.7788,59.388
1.045,1.07,1.058,-4.5316,-12.368,-13.276,211.28,44.474,-3.9443,5.6762,0.41045,29.992,7.5151,3.5872,2.6017,7.5242,2.2924,5.9207,8.7612,7.1247,30.747
1.045,1.07,1.0521,-5.3848,-14.548,-15.756,250.42,65.537,-3.5414,10.523,-0.47073,34.404,11.206,6.0524,1.6229,3.8197,1.889,11.508,9.9721,6.5811,28.725
1.045,1.07,1.0497,-5.5706,-14.912,-15.912,258.75,76.077,-5.5576,9.8247,-0.29238,31.594,10.071,9.2091,4.1333,6.9058,1.6647,8.497,8.7226,6.7985,24.4
1.045,1.07,1.0575,-4.5682,-13.194,-13.673,213.93,32.612,-4.5652,11.4,-0.21145,24.752,9.7376,7.2225,2.599,7.3622,2.4182,11.213,15.782,4.1205,52.667
1.045,1.07,1.0506,-5.091,-15.153,-16.107,237.54,39.455,-4.2592,5.7142,1.1207,35.304,11.824,7.5221,2.7537,4.9716,2.3857,17.388,17.786,7.1547,48.947
1.045,1.07,1.0657,-4.0607,-11.453,-11.224,190.08,35.648,-3.1493,5.2432,-0.73839,9.5926,10.106,1.492,2.7109,5.6832,1.361,14.687,10.488,5.997,41.545
1.045,1.07,1.0561,-5.232,-15.039,-15.204,243.5,61.11,-2.0291,3.9912,0.43582,19.179,9.5119,6.1884,5.2445,8.1852,1.29,15.44,18.572,4.8763,53.482
1.045,1.07,1.0537,-5.1167,-14.645,-15.831,238.78,43.886,-4.6936,10.531,-0.2222,37.991,11.091,6.875,1.2001,8.458,1.4783,9.9941,14.754,3.8825,43.011
1.045,1.07,1.0632,-4.3288,-12.068,-12.164,202.48,39.66,-4.3331,8.2124,0.516,17.144,7.8776,3.8618,3.3278,8.2534,1.4421,10.912,9.0001,4.3779,33.789
1.045,1.07,1.0599,-4.3719,-12.67,-13.666,204.71,24.226,-3.9938,8.0743,0.2139,35.583,7.2195,3.5692,3.6705,2.9948,1.568,13.626,11.307,3.7357,39.379
1.045,1.07,1.0531,-5.6008,-15.18,-16.443,260.2,71.224,-4.6905,9.1999,1.4796,35.463,6.6406,4.6307,4.6218,7.2225,1.0398,6.9878,13.938,5.9826,38.389
1.045,1.07,1.0551,-5.1266,-14.406,-15.149,239.14,51.823,-4.304,11.331,0.71267,28.554,9.9664,6.3912,2.1878,7.6642,2.2161,11.41,14.376,5.0896,43.218
1.045,1.07,1.0528,-5.4836,-16.193,-17.262,255.47,50.12,-3.1583,6.585,-0.17797,40.778,10.629,4.1892,3.6301,9.0844,2.5748,15.791,16.001,5.7922,41.866
1.045,1.07,1.0613,-4.6523,-12.925,-12.919,216.96,52.652,-3.3317,5.7288,1.4331,11.428,10.213,4.4486,4.5958,4.4637,1.9177,15.26,12.189,4.6434,42.016
1.045,1.07,1.0538,-5.4002,-15.968,-16.737,251.95,47.307,-2.8787,9.7814,0.62157,34.301,9.8544,4.66,4.2078,5.0597,1.8027,20.151,18.005,5.7837,48.09
1.045,1.07,1.057,-4.8308,-14.02,-14.606,225.07,46.735,-4.1431,1.0774,0.0073946,31.936,8.5086,5.3836,5.2241,6.2266,1.1007,17.621,7.968,5.345,25.253
1.045,1.07,1.0615,-4.2766,-12.185,-12.267,200.35,33.001,-2.4967,9.5873,-1.2584,16.359,8.0817,4.9101,2.9312,5.1897,1.8419,12.859,16.068,4.5701,58.549
1.045,1.07,1.056,-4.9144,-13.915,-14.439,229.08,51.219,-5.0157,5.7798,0.38608,21.132,11.365,7.0053,2.6588,3.4011,1.196,15.054,17.788,4.7752,55.259
1.045,1.07,1.0572,-4.5172,-12.272,-12.471,210.76,49.48,-3.2189,7.8583,1.3971,13.877,2.2652,6.7679,3.5662,3.8255,1.3905,8.3358,21.539,6.9897,72.408
1.045,1.07,1.0565,-4.7208,-14.43,-14.95,221.23,25.537,-5.774,8.9158,-0.87769,36.226,8.7702,5.1836,4.1328,7.2125,1.644,20.356,11.555,6.5714,35.497
1.045,1.07,1.0544,-5.0833,-14.592,-15.053,237.35,47.93,-3.712,11.29,1.2227,18.743,14.395,5.7837,3.4965,5.864,1.7318,12.841,20.414,7.4447,59.256
1.045,1.07,1.0596,-4.3126,-12.098,-12.727,201.52,35.243,-3.509,5.6595,-0.41099,22.728,11.858,5.0703,3.2342,4.0796,1.7694,10.479,11.091,4.7337,40.391
1.045,1.07,1.0646,-3.7862,-11.216,-11.002,178.04,16.963,-2.3669,7.0404,-1.7757,14.695,7.3168,4.2503,2.0709,7.0216,1.4847,14.095,14.827,4.366,59.459
1.045,1.07,1.0568,-5.2449,-14.678,-15.478,244.4,56.482,-2.8565,10.411,0.30542,30.365,10.364,4.203,4.3583,7.995,1.676,11.613,10.916,4.4015,32.346
1.045,1.07,1.059,-4.1971,-11.871,-12.984,196.29,24.614,-0.56092,6.0905,0.43051,30.922,8.6838,3.3944,4.2335,2.9561,1.8056,6.8579,14.335,4.8931,51.415
1.045,1.07,1.0542,-5.2721,-14.956,-16.226,245.28,54.875,-3.51,4.8476,-1.148,37.106,4.7547,4.3097,4.5953,3.9467,1.5779,10.106,24.071,4.4286,66.141
1.045,1.07,1.0537,-4.815,-14.748,-15.018,225.49,29.546,-4.2494,8.7247,-0.071166,29.111,11.824,8.8667,5.6426,6.7852,2.6695,20.965,13.078,5.729,38.825
1.045,1.07,1.0521,-5.7793,-16.875,-18.057,269.03,58.94,-5.6065,8.2241,-1.3471,46.023,9.6073,4.8777,1.9883,8.7333,1.1271,18.717,13.645,4.8939,34.242
1.045,1.07,1.0522,-5.7243,-15.737,-17.297,265.76,70.735,-4.0097,7.1123,-0.25455,38.619,7.1494,3.6344,3.7517,3.4542,1.7917,9.0796,21.787,5.1242,56.353
1.045,1.07,1.0525,-5.1478,-14.865,-15.819,240.1,45.488,-2.1737,9.0132,1.0573,30.967,10.358,6.549,3.1791,4.4723,1.8076,13.365,20.748,5.6223,58.181
1.045,1.07,1.0529,-5.4366,-15.495,-16.601,252.96,57.593,-2.6257,6.7021,0.33117,33.987,10.745,5.7614,2.4145,4.5688,1.3828,14.621,19.186,4.3366,51.883
1.045,1.07,1.0562,-4.5578,-12.51,-13.19,212.65,44.423,-2.3062,7.661,0.20353,25.053,6.1027,7.7216,3.4,6.4847,1.0241,6.0067,14.742,4.7098,50.663
1.045,1.07,1.0561,-5.124,-14.087,-14.007,238.73,66.203,-4.334,10.075,0.08942,12.44,7.9951,6.2086,2.9386,5.3337,1.0149,15.61,16.801,8.2091,51.35
1.045,1.07,1.0575,-4.4016,-12.783,-13.283,206.07,29.999,-4.386,7.9292,-1.0996,25.92,9.4473,6.2787,4.6699,7.3941,1.4762,9.8935,13.925,6.0905,47.917
1.045,1.07,1.0571,-4.8505,-14.168,-15.054,226.61,37.63,-4.4772,7.7555,-2.0031,40.894,3.5848,4.1065,4.156,5.8993,2.4376,15.918,12.897,5.0288,39.966
1.045,1.07,1.0504,-5.4228,-16.283,-17.859,252.74,40.666,-3.9226,5.3183,-0.83107,50.708,11.175,5.6157,3.6645,3.1966,1.8897,20.219,15.826,4.3539,39.939
1.045,1.07,1.0559,-4.7736,-13.354,-13.939,222.58,49.368,-5.5251,6.0803,-0.22238,29.955,-1.4881,7.5009,3.096,3.7806,1.9006,13.314,19.019,5.1421,60.957
1.045,1.07,1.0553,-5.0057,-14.875,-15.858,233.68,38.341,-4.9203,5.7007,-1.6282,35.646,18.309,4.0639,4.8313,8.8922,1.9975,13.752,9.2228,5.9464,26.916
1.045,1.07,1.0553,-4.7276,-13.757,-14.323,221.12,35.038,-1.3185,10.469,-0.31777,24.907,11.573,6.6417,4.3432,7.9452,1.6746,9.5568,18.163,5.6419,56.573
1.045,1.07,1.0583,-4.6818,-13.379,-13.87,218.83,39.514,-3.218,9.3167,0.59413,24.337,8.454,4.6739,1.9089,5.5103,1.8656,13.927,16.079,5.5668,52.697
1.045,1.07,1.0515,-5.2997,-14.717,-15.396,246.68,62.684,-5.544,8.5552,1.2,25.207,5.374,9.6133,3.1207,5.8558,1.4951,10.188,22.307,5.4701,63.051
1.045,1.07,1.0594,-4.2284,-11.749,-12.362,197.76,33.616,-3.8929,7.3685,-1.1759,31.875,5.5333,5.3506,2.7696,6.0556,1.7268,11.723,2.8651,5.7578,10.834
1.045,1.07,1.0599,-4.7693,-13.208,-13.115,222.25,58.964,-5.0005,5.1872,-0.69122,14.398,4.6653,5.0591,3.0032,7.8271,1.81,12.901,16.382,6.0843,54.588
1.045,1.07,1.0558,-4.7882,-13.191,-13.909,223.22,50.778,-5.0146,7.4896,-0.59441,28.182,7.1987,6.8584,2.8465,0.14002,1.9716,16.594,11.018,5.5615,36.283
1.045,1.07,1.0541,-4.8617,-13.804,-14.773,226.82,43.879,-4.4119,7.6359,-1.8459,33.861,8.9758,7.0863,4.0421,5.0059,2.0039,10.904,14.431,5.3027,44.864
1.045,1.07,1.0517,-4.692,-13.636,-15.077,219.13,29.566,-2.8223,6.4625,0.069571,40.172,9.2934,6.4155,2.5527,6.6503,1.0709,5.792,19.201,6.969,56.511
1.045,1.07,1.0517,-5.2333,-14.907,-16.447,243.58,49.848,-3.4391,5.5159,-1.7841,46.847,6.6354,7.8256,3.2948,6.5719,1.7842,9.6551,15.304,2.4977,42.762
1.045,1.07,1.0564,-5.2147,-14.657,-15.613,242.47,59.774,-5.6681,2.902,0.82928,28.386,11.22,4.3762,3.7749,5.5169,0.74527,11.88,16.555,4.3653,48.577
1.045,1.07,1.0591,-5.1319,-14.481,-14.704,239.2,58.368,-4.5098,8.2608,1.6686,15.395,13.946,5.9002,3.4372,6.7219,1.8932,15.601,14.611,2.3599,44.568
1.045,1.07,1.0582,-4.6299,-13.524,-14.122,216.3,35.731,-2.575,5.3382,0.091022,33.312,7.2014,5.5833,2.2412,5.9451,1.7805,18.19,9.3631,3.8772,30.847
1.045,1.07,1.0533,-5.1884,-14.836,-16.148,241.93,45.691,-3.2237,9.6286,-0.4838,34.317,12.372,4.1708,3.6955,6.6947,0.90283,6.5848,21.799,6.0842,60.49
1.045,1.07,1.0531,-5.1636,-14.515,-15.56,240.24,55.945,-3.4888,4.8611,-0.31442,30.549,13.769,5.6761,3.2685,2.3808,1.475,14.619,13.779,6.4414,40.243
1.045,1.07,1.0578,-5.3092,-14.587,-14.954,247.09,68.047,-4.2933,9.112,0.97949,21.074,5.4985,4.9015,2.5396,5.6734,1.3621,14.762,17.341,4.513,51.285
1.045,1.07,1.0515,-5.505,-15.922,-16.777,256.24,57.303,-2.7208,6.9194,1.7637,26.673,12.626,7.5073,3.4171,6.2557,2.3248,13.22,24.697,4.1168,63.824
1.045,1.07,1.0543,-5.7153,-15.386,-16.576,265.42,76.445,-4.6477,9.9472,1.2942,31.361,11.51,4.3361,2.872,4.7714,0.99154,11.327,11.914,4.6562,32.392
1.045,1.07,1.0534,-5.5468,-16.082,-16.536,258.2,62.555,-3.7645,6.7164,-0.37469,28.716,8.0726,6.5238,2.7567,9.4884,1.5506,16.721,20.088,5.4917,53.201
1.045,1.07,1.0553,-5.1655,-14.632,-14.933,240.28,63.033,-3.5767,3.1748,-1.1873,23.149,8.8198,7.0502,3.1934,6.1041,2.1431,17.292,15.266,5.2217,45.306
1.045,1.07,1.0607,-4.0243,-11.445,-11.539,188.55,28.635,-4.2981,6.2145,0.36618,19.013,5.9349,7.5635,3.456,4.4724,1.8614,14.022,9.9532,4.0186,39.111
1.045,1.07,1.0555,-4.9838,-14.442,-14.856,232.42,48.98,-3.6388,5.6497,-0.53888,26.688,6.0971,8.0352,2.3293,7.5576,1.1805,14.949,20.024,3.6459,59.814
1.045,1.07,1.0582,-4.7958,-13.322,-13.997,223.89,46.748,-5.2728,10.156,0.77894,29.209,9.3781,5.2676,4.2389,8.477,3.0652,10.132,5.3094,4.7794,17.685
1.045,1.07,1.0602,-4.0975,-12.615,-12.262,192.48,19.168,-5.2359,5.4017,1.4185,13.082,11.92,7.9062,2.2623,7.6767,2.3676,19.724,14.774,4.9959,52.46
1.045,1.07,1.0608,-5.0124,-14.78,-14.964,234.12,46.071,-4.884,7.53,-0.55273,19.217,12.236,3.772,2.6921,7.0261,2.5503,18.423,20.605,2.4018,61.621
1.045,1.07,1.0604,-4.3328,-12.117,-12.535,202.63,36.713,-5.2352,7.6071,0.22108,18.601,6.9117,3.7705,2.531,2.7237,2.2175,11.434,18.085,6.4389,64.529
1.045,1.07,1.0568,-4.6033,-13.481,-13.446,215.03,42.056,-3.7229,4.2278,-1.224,20.048,5.797,8.2299,4.0789,4.7376,2.4158,18.943,17.338,5.418,56.337
1.045,1.07,1.0546,-5.0261,-13.445,-14.046,233.63,66.832,-4.6319,5.7328,0.41483,20.057,9.0818,7.2393,2.6608,3.7097,1.4393,10.357,14.119,6.6312,44.559
1.045,1.07,1.0557,-4.8845,-13.804,-14.839,227.72,45.254,-3.5786,6.529,0.028848,26.618,13.405,5.9537,4.5586,2.684,1.1727,9.9038,18.603,3.713,57.184
1.045,1.07,1.0591,-4.6525,-14.017,-14.335,217.9,29.657,-2.7844,8.5889,-2.01,34.735,4.6787,3.9094,2.6972,7.6361,1.1457,20.843,11.986,5.7494,38.354
1.045,1.07,1.052,-5.112,-15.23,-16.473,238.39,38.122,-3.783,4.3015,1.3488,42.463,10.001,6.7737,1.5969,7.8335,1.8963,14.802,16.672,4.6739,45.85
1.045,1.07,1.0632,-4.2942,-12.408,-12.662,201.16,31.123,-6.4636,7.4112,-1.0596,21.404,8.6665,4.4375,3.6491,7.4887,1.1929,12.15,12.806,2.8818,47.149
1.045,1.07,1.0593,-4.9198,-14.441,-14.829,229.89,42.385,-5.1466,8.1173,-0.79036,29.884,5.668,3.6996,2.5612,10.733,1.4977,14.483,16.553,4.8531,51.014
1.045,1.07,1.0506,-4.9289,-13.898,-15.026,229.85,45.611,-5.7002,7.9346,-1.5101,36.601,6.0962,7.5258,1.6756,8.6922,1.7561,4.9477,19.388,8.9512,56.73
1.045,1.07,1.0554,-4.5652,-13.072,-14.493,213.61,26.926,-6.3533,10.103,-0.92032,38.913,7.5699,7.3317,4.7592,3.5225,0.89978,5.9572,18.077,2.696,57.808
1.045,1.07,1.0567,-4.7927,-14.017,-14.735,223.79,38.077,-3.682,5.8141,0.85461,30.106,10.845,6.8614,1.8714,4.3485,1.168,17.803,14.384,2.9455,44.918
1.045,1.07,1.0565,-4.8609,-14.159,-14.829,226.77,42.703,-2.305,4.885,-1.0437,36.305,7.566,3.8741,4.0416,8.1546,1.1497,16.229,8.0381,7.1275,25.047
1.045,1.07,1.0535,-5.0389,-14.915,-15.395,235.33,42.675,-2.9391,8.1911,-1.7477,35.324,7.9397,9.1958,4.5074,7.0641,2.2639,20.003,10.607,4.0511,31.194
1.045,1.07,1.0562,-4.5668,-12.805,-13.392,213.27,41.207,-3.8919,7.5748,0.32082,25.375,10.206,8.0211,4.1836,9.5777,1.7754,6.403,9.8441,5.0274,33.748
1.045,1.07,1.057,-5.4441,-14.86,-15.196,253.07,74.75,-1.6489,8.6852,-1.0105,15.572,9.0472,4.2666,3.0278,2.0965,1.4088,15.887,22.119,4.6871,62.484
1.045,1.07,1.0519,-5.438,-16.043,-15.992,253.49,58.418,-4.2939,7.5843,1.6968,25.751,7.1325,9.491,2.1449,6.9781,1.6942,26.851,14.002,6.8738,37.919
1.045,1.07,1.0557,-5.2871,-15.144,-16.479,246.25,50.014,-2.9718,7.1068,-0.71099,39.853,11.36,2.5148,3.5044,7.0221,1.6497,11.267,14.904,4.3887,41.904
1.045,1.07,1.0594,-4.8967,-13.924,-14.542,228.55,46.469,-3.3272,8.674,-0.69169,26.779,8.3075,3.9536,3.8092,5.3197,2.2958,13.662,16.122,3.2816,50.946
1.045,1.07,1.0562,-4.8886,-14.153,-14.627,228.31,43.412,-4.857,8.1646,0.90325,27.016,5.9596,5.0584,4.3501,8.3564,0.82419,12.179,17.799,7.3371,54.638
1.045,1.07,1.0543,-5.5464,-15.202,-15.748,257.64,76.27,-4.408,6.8216,-0.16737,22.096,7.2398,6.5975,3.604,5.284,1.4543,12.937,20.209,4.8384,55.942
1.045,1.07,1.056,-4.9341,-14,-14.315,230.16,51.247,-4.0713,7.8768,0.64097,21.755,7.2817,6.7208,2.5872,6.9891,2.3565,13.635,17.774,5.9509,55.088
1.045,1.07,1.0623,-4.9124,-13.49,-13.746,228.71,61.205,-3.092,5.6302,-0.75503,23.609,0.72916,3.446,3.3161,7.0588,1.1254,13.715,14.09,2.4094,46.125
1.045,1.07,1.0579,-4.8098,-14.024,-14.871,224.78,36.209,-4.7744,8.1432,0.33276,35.556,8.8219,4.2362,4.3263,8.8414,2.3559,12.319,10.592,4.4624,33.486
1.045,1.07,1.0512,-5.1555,-14.908,-15.955,240.1,48.641,-2.7571,4.8328,-0.12608,30.836,12.077,8.0792,5.5453,6.945,1.9402,8.179,21.646,4.8942,59.864
1.045,1.07,1.0558,-4.7029,-14.22,-14.676,220.02,30.857,-3.8669,6.0158,-1.1525,33.348,8.1971,8.2462,3.7711,8.6303,1.5295,17.381,13.639,3.7579,42.27
1.045,1.07,1.0586,-5.3575,-14.874,-15.655,249.16,65.428,-4.2759,6.421,0.5419,27.949,9.1796,2.351,4.5967,7.0343,1.1221,12.317,13.487,4.3116,39.321
1.045,1.07,1.0527,-5.8018,-16.264,-16.825,269.67,74.978,-2.4411,9.3448,0.13518,24.854,8.975,6.8132,2.9563,5.3811,1.6644,16.959,21.323,4.3852,54.755
1.045,1.07,1.0588,-4.9547,-13.922,-13.859,230.98,57.772,-1.8538,7.6598,0.65934,14.672,9.581,6.4336,3.304,7.3874,2.1822,16.263,13.31,3.9283,42.284
1.045,1.07,1.0528,-5.3003,-15.517,-16.72,247.38,41.545,-2.5252,11.143,1.8696,39.757,6.3042,7.5615,1.6923,5.7005,0.78304,14.359,22.787,1.6818,60.906
1.045,1.07,1.0539,-5.6288,-16.365,-16.881,261.86,64.241,-2.3889,5.761,-0.71483,31.393,8.5819,5.9955,2.7877,7.7898,1.8785,20.462,17.726,4.1942,46.305
1.045,1.07,1.0531,-5.3735,-15.982,-16.548,250.64,48.055,-1.2009,8.4737,0.59573,30.54,8.3553,9.0611,3.5844,8.5755,1.6922,16.687,23.109,1.3806,60.958
1.045,1.07,1.0537,-5.5939,-15.145,-16.447,259.62,74.283,-6.3633,5.8388,0.72628,29.116,9.3578,4.9095,2.372,3.7472,1.8031,7.7187,22.802,4.3032,61.788
1.045,1.07,1.0587,-5.0726,-14.185,-14.355,236.37,60.037,-2.5202,8.2522,-0.72074,18.85,8.3513,5.1147,2.8846,6.2096,1.6838,15.861,15.717,4.1717,48.557
1.045,1.07,1.0554,-5.0292,-13.725,-14.889,233.94,56.598,-4.0113,5.7874,1.2182,32.748,8.4933,5.5448,2.9432,2.9155,1.5642,11.204,11.42,4.5156,35.496
1.045,1.07,1.0536,-5.7426,-16.509,-17.327,267.36,62.681,-3.8819,10.391,1.6458,30.627,9.3626,4.1951,3.2508,6.6731,1.5781,16.359,21.896,5.3763,55.667
1.045,1.07,1.05,-5.3574,-15.023,-16.381,249.24,57.184,-4.5856,7.1826,-0.56331,40.713,7.9426,6.9033,4.6463,4.7286,1.41,10.604,14.503,7.1526,40.183
1.045,1.07,1.0568,-5.2029,-14.109,-15.154,242.11,61.934,-4.0906,9.2815,-0.59427,30.508,7.7442,3.1292,2.1025,5.1312,1.3695,8.9967,15.546,5.446,46.886
1.045,1.07,1.0577,-4.3478,-12.167,-12.918,203.42,32.066,-3.6491,9.4379,0.073154,31.165,5.4572,6.266,2.6153,2.8666,1.6577,12.939,9.1474,5.3353,33.008
1.045,1.07,1.0507,-5.5794,-16.802,-17.799,259.94,48.697,-3.8626,5.392,0.59782,38.299,13.054,5.4195,3.6056,4.7624,0.44298,22.223,19.578,6.4676,48.355
1.045,1.07,1.0558,-4.9346,-13.066,-13.87,229.7,60.695,-3.7218,9.6744,0.63537,22.391,10.516,5.9158,2.9726,2.1359,2.2857,9.7102,10.829,6.0793,35.24
1.045,1.07,1.0529,-5.296,-15.249,-15.783,246.9,54.627,-3.4691,9.3256,-0.57728,28.313,11.424,7.4677,4.0819,5.1365,1.5809,18.458,14.085,6.0372,39.87
1.045,1.07,1.0549,-4.648,-13.182,-13.522,217.34,41.028,-4.0942,10.736,-0.91298,22.879,7.6196,7.8577,2.1849,5.0493,2.1708,13.36,16.311,7.4213,53.317
1.045,1.07,1.058,-4.9513,-14.458,-14.968,231.28,43.687,-6.6022,7.9203,-0.99778,30.817,7.4719,5.7291,5.1751,4.4677,3.1722,19.428,12.949,3.4902,39.992
1.045,1.07,1.0598,-4.5542,-12.402,-12.948,212.49,47.501,-3.7248,7.8437,-0.51251,18.022,11.853,3.9682,3.8309,4.5579,1.0913,8.0138,12.854,5.5779,45.267
1.045,1.07,1.0502,-5.4945,-15.724,-17.416,255.82,50.547,-2.4602,9.1845,-0.23095,48.578,7.6956,3.3197,4.3557,7.8706,2.0361,8.0863,16.682,7.8989,43.316
1.045,1.07,1.0601,-4.4535,-11.902,-12.251,208.12,46.403,-4.9984,11.841,0.42256,13.986,12.881,5.8998,2.0802,5.7334,2.3424,7.4411,9.2954,4.8194,34.245
1.045,1.07,1.0501,-4.9876,-14.584,-16.081,232.79,34.873,-4.4583,7.4464,-0.037167,42.004,11.514,7.1066,4.3453,4.7409,1.3751,9.7997,17.445,6.647,48.708
1.045,1.07,1.0528,-5.77,-16.341,-17.395,268.03,70.064,-4.72,5.4609,0.65492,31.226,8.2185,5.6745,3.0201,6.3269,0.81533,12.237,26.075,3.4136,65.474
1.045,1.07,1.0561,-4.6234,-13.199,-13.954,216.11,36.822,-4.8626,8.7252,-1.1666,25.815,9.5491,5.9194,1.9816,6.2657,1.0591,7.8382,21.214,6.2263,67.136
1.045,1.07,1.0549,-5.5,-15.67,-15.687,256.14,66.713,-2.2108,9.8131,1.1571,18.989,9.0329,5.6786,5.5786,8.772,1.5408,17.402,15.597,7.1706,43.064
1.045,1.07,1.0551,-5.2036,-14.726,-15.484,242.73,52.557,-4.1701,11.444,-0.88907,27.916,7.6291,5.6634,-0.064882,5.0992,3.0289,13.409,23.843,4.5993,67.661
1.045,1.07,1.0566,-4.9331,-14.48,-16.091,230.31,31.821,-4.5064,6.615,0.6274,45.083,11.364,1.591,2.6713,6.1752,1.3346,10.944,14.709,4.5814,42.96
1.045,1.07,1.0549,-5.2965,-15.168,-16.219,246.56,54.547,-4.8243,5.2849,0.04794,35.577,9.5367,5.8162,3.4732,6.422,2.0637,13.788,15.866,3.0621,44.903
1.045,1.07,1.0586,-4.9424,-13.382,-14.079,230,60.545,-4.8016,6.2169,-0.47219,22.544,9.2738,5.2869,2.3159,4.3763,1.0997,10.405,14.556,3.2992,47.061
1.045,1.07,1.0548,-4.7576,-14.032,-14.753,222.7,30.34,-2.8199,11.209,0.61021,31.757,10.962,7.3564,4.4684,6.1899,1.5126,14.351,13.333,4.8853,41.33
1.045,1.07,1.0533,-5.0848,-14.325,-14.823,237.16,52.997,-2.9202,10.689,0.19355,24.055,12.131,8.145,3.1027,6.7067,1.5363,13.298,13.053,6.2636,39.378
1.045,1.07,1.0557,-4.7967,-13.619,-14.235,224.11,41.945,-2.5964,10.815,-0.33913,22.768,7.511,3.9913,5.5264,7.0537,2.0547,5.737,23.219,8.4406,69.537
1.045,1.07,1.0518,-5.4631,-15.466,-16.869,254.52,53.402,-5.7783,10.943,1.2467,36.283,11.532,5.4197,5.2904,5.3628,1.6094,8.5242,19.042,5.6261,51.236
1.045,1.07,1.0548,-4.7864,-13.53,-15.028,223.34,36.808,-3.9804,7.6689,0.56702,42.527,12.082,6.5271,2.0627,7.0689,1.7014,8.1708,6.9002,2.9907,21.698
1.045,1.07,1.0515,-5.4712,-16.164,-17.162,254.94,49.554,-2.062,7.3575,-0.075054,44.294,7.4584,7.287,3.8307,5.5822,2.7217,21.93,12.106,3.9655,31.857
1.045,1.07,1.0578,-4.306,-12.263,-12.512,201.76,31.686,-4.2096,10.463,-1.316,20.867,6.6463,7.9036,2.4932,5.5772,0.85056,11.178,16.517,5.5603,58.678
1.045,1.07,1.0603,-4.8372,-13.977,-14.325,226.11,42.963,-5.8153,9.4441,-0.10386,25.886,7.7461,3.3576,2.335,6.7403,1.0539,17.303,13.949,5.044,44.825
1.045,1.07,1.0475,-5.2583,-15.473,-17.235,245.46,34.917,-4.5894,10.651,0.59642,50.722,11.242,8.1218,5.5565,4.4281,1.3212,12.181,13.312,6.1909,34.778
1.045,1.07,1.0552,-4.1991,-12.053,-13.015,196.49,24.503,-5.2945,5.2665,-0.25058,34.52,6.2808,8.8449,2.6293,3.4572,1.5063,10.666,12.239,4.9866,43.307
1.045,1.07,1.0545,-4.4167,-13.119,-13.225,207.06,26.531,-2.3403,9.8974,1.2375,21.265,8.2842,10.352,4.3458,7.4823,1.1155,13.815,16.034,6.0224,52.908
1.045,1.07,1.0517,-5.5413,-15.488,-16.146,257.54,70.431,-5.6469,6.0317,1.022,26.399,7.7021,8.4357,2.2423,7.3216,0.88572,13.018,20.005,5.7369,54.275
1.045,1.07,1.0538,-5.0017,-14.453,-15.175,233.32,46.303,-4.6242,6.8885,-0.88873,28.428,10.629,6.5954,3.6962,7.2204,1.5683,11.364,18.954,6.4892,55.788
1.045,1.07,1.0501,-5.8484,-16.25,-16.906,271.67,77.335,-2.067,9.394,1.2844,34.903,0.23715,8.7553,2.7667,5.8741,1.1092,18.629,16.356,5.4756,41.943
1.045,1.07,1.054,-5.5158,-15.552,-16.816,256.61,60,-3.9971,7.9706,0.43951,40.254,5.1465,4.0343,4.0145,7.9341,0.91245,9.966,17.777,4.7156,48.168
1.045,1.07,1.0539,-5.1174,-15.266,-16.578,238.83,36.084,-4.3403,6.2098,-0.11896,44.269,7.4003,3.2916,2.5661,6.0208,1.9828,15.06,19.999,5.9546,54.453
1.045,1.07,1.054,-4.9323,-14.756,-15.754,230.48,33.514,-5.8056,6.7641,-0.93544,37.466,7.4667,6.117,4.7036,2.001,1.4353,17.912,21.053,5.034,59.628
