V2,V6,V9,Theta2,Theta6,Theta9,P1,P4,Q4,P5,Q5,P7,Q7,P9,Q9,P10,Q10,P11,Q11,P12,Q12,P13,P14,Q14,LoadMargin
1.045,1.07,1.0618,-5.3306,-14.379,-15.74,247.65,65.942,-3.0329,6.366,1.6787,1.0031,-1.1957,28.266,8.2661,17.049,6.3743,4.3641,1.0562,3.8454,1.534,8.7525,9.9887,6.0906,12.911
1.045,1.07,1.0671,-5.0651,-14.915,-14.575,236.37,54.586,-3.3725,5.513,1.7053,-0.7545,-0.4036,18.042,10.116,5.4079,7.2966,3.7826,2.0058,8.4126,2.143,24.768,15.513,1.5459,11.574
1.045,1.07,1.0531,-4.4023,-12.883,-12.943,205.89,34.093,-2.7228,5.6145,1.7558,-0.027676,1.6525,18.531,21.873,11.402,5.3725,3.1297,1.4713,3.5727,1.6414,18.209,13.289,5.4872,10.539
1.045,1.07,1.0588,-4.9762,-13.809,-14.236,232.03,55.057,-3.9282,9.285,1.2816,1.5187,-0.47826,19.758,15.523,6.943,5.5967,3.1997,1.3981,7.4514,1.6082,9.7963,18.513,5.5558,10.063
1.045,1.07,1.0609,-4.707,-13.605,-14.489,219.8,37.472,-5.1243,5.6977,2.1449,-0.35331,0.14697,33.077,14.035,5.3508,6.8405,2.7362,1.1917,5.4554,1.3776,12.919,18.116,1.2718,8.8375
1.045,1.07,1.0611,-4.2004,-12.354,-13.324,196.97,17.538,-4.286,7.2135,0.52992,0.22126,-0.30801,31.685,16.754,8.8905,3.2583,2.4817,1.1074,3.3034,1.9189,11.748,16.634,3.6852,8.7355
1.045,1.07,1.0529,-4.954,-14.353,-15.524,231.08,40.036,-2.6281,6.4871,1.7458,-0.17832,-1.9395,41.064,20.037,9.4754,5.589,1.8487,2.3124,4.2582,1.8982,16.352,11.405,2.4913,5.4995
1.045,1.07,1.0495,-5.5089,-14.723,-15.551,255.85,76.325,-3.2712,9.4889,1.4584,-0.13952,0.078131,28.219,18.436,5.0626,7.1341,4.0784,1.0405,4.5996,1.7918,9.4498,15.751,7.7477,11.43
1.045,1.07,1.0539,-5.434,-15.992,-17.085,253.11,50.889,-4.5902,5.542,1.7722,-1.2722,0.39482,41.566,16.905,5.67,4.4721,3.7844,1.1676,4.3828,0.9657,18.754,20.886,3.9349,9.951
1.045,1.07,1.051,-4.1403,-12.374,-12.54,194.26,19.379,-2.2873,7.7815,1.6644,0.67362,1.1245,21.748,23.886,11.946,4.9691,3.7514,2.2502,3.1255,0.8671,17.484,11.337,6.235,12.879
1.045,1.07,1.0631,-4.6468,-12.572,-12.55,216.59,58.006,-3.7601,6.6334,1.4253,0.34345,0.72125,9.4808,10.337,7.6479,8.4116,1.2482,2.4245,4.8638,1.6794,13.058,16.246,6.2018,4.3395
1.045,1.07,1.0703,-5.3932,-14.167,-14.714,251.02,75.919,-5.6471,13.501,0.70697,1.4954,0.61084,21.361,2.2383,7.3057,7.5312,2.9762,2.5485,6.4568,2.1622,13.58,6.2087,5.0974,9.1637
1.045,1.07,1.0526,-4.8415,-13.833,-13.938,226.2,47.203,-3.3916,10.65,1.4257,-1.3512,0.94935,25.305,21.01,5.0214,6.2169,5.1211,1.8494,5.706,1.4025,17.065,11.661,5.2608,16.276
1.045,1.07,1.0625,-4.5308,-12.722,-12.443,211.95,45.648,-2.5117,10.849,1.5255,-0.8877,0.24065,12.78,15.086,6.3823,6.6027,3.7812,1.0572,5.246,1.6141,17.224,12.429,4.5091,13.396
1.045,1.07,1.0519,-5.152,-14.632,-15.091,240.01,56.494,-2.1069,7.3269,0.93453,-0.42311,-0.17486,26.74,18.078,11.648,8.557,4.2174,1.8374,7.1661,1.562,15.294,10.312,5.1218,12.488
1.045,1.07,1.0636,-4.7965,-13.874,-15.015,224,35.87,-4.0313,6.5767,1.44,1.3442,0.2131,35.214,10.015,10.823,5.2209,3.2076,1.3508,5.5506,1.1418,13.505,12.293,4.0498,10.275
1.045,1.07,1.0515,-5.1919,-14.692,-15.635,241.97,52.238,-4.8253,9.0198,1.6404,0.46907,-1.1859,26.906,20.059,14.014,5.4251,4.366,1.3318,3.5234,1.3048,11.736,18.135,5.32,12.508
1.045,1.07,1.0497,-6.0128,-16.827,-17.594,278.85,84.443,-5.5014,4.41,2.0387,-1.3458,1.0788,30.759,19.72,12.805,5.1315,5.2762,1.0953,8.3727,2.2595,15.259,13.133,4.378,13.104
1.045,1.07,1.054,-4.8593,-14.17,-15.33,226.87,35.186,-3.554,6.8335,1.553,1.5916,-0.64029,35.894,17.699,13.983,5.9603,2.5737,1.2909,7.4007,2.0477,11.288,12.198,4.3824,7.7738
1.045,1.07,1.0568,-4.9024,-14.087,-14.628,228.52,48.873,-3.232,4.4274,1.5597,-1.2754,0.22321,33.329,12.983,6.468,7.3519,3.4019,2.2707,7.4301,2.7422,16.952,8.7974,8.0393,10.657
1.045,1.07,1.0479,-5.3467,-15.495,-16.238,249.09,53.797,-2.9865,7.6602,1.3816,-0.47192,-0.68386,35.173,27.829,9.1009,1.7526,5.4309,1.9238,1.4839,1.4172,22.045,12.616,1.7209,14.878
1.045,1.07,1.0635,-5.0471,-13.921,-14.757,235.28,54.216,-4.3531,10.093,2.5086,0.35568,-0.040595,26.852,7.375,5.252,9.6533,4.5963,2.3318,6.843,1.2952,7.7308,18.546,3.0798,14.387
1.045,1.07,1.0658,-4.8648,-13.42,-13.332,226.87,60.39,-4.2919,8.0455,1.0023,-1.4897,-0.49347,12.605,12.242,6.3993,5.2181,2.763,2.4389,3.4505,1.0854,18.536,16.15,3.737,9.1926
1.045,1.07,1.0395,-5.0365,-15.042,-15.045,235.16,44.82,-4.5404,7.6316,2.0692,0.40825,0.97232,21.063,28.622,12.796,8.5709,4.3588,1.9009,5.0434,1.184,19.796,18.16,6.5913,11.633
1.045,1.07,1.0604,-4.5578,-13.235,-13.662,212.97,37.075,-3.7332,4.9454,1.3509,0.55367,0.028755,30.103,16.046,3.1493,3.9247,2.6058,1.7229,8.8691,1.7065,14.122,12.907,5.5633,8.8311
1.045,1.07,1.0552,-5.3489,-15.477,-17.161,248.98,46.894,-4.4338,4.8031,1.7572,2.2637,1.073,45.168,11.722,9.9149,5.8133,1.5407,1.6264,5.4724,2.7232,13.172,17.368,5.3852,4.149
1.045,1.07,1.0518,-4.9554,-15.499,-16.711,231.93,20.023,-3.1152,7.2381,1.6631,-0.5325,1.0318,42.17,16.402,12.895,6.8681,4.1403,2.418,6.8783,1.2484,15.23,23.138,2.9638,10.725
1.045,1.07,1.0587,-4.8629,-13.991,-14.401,227.12,44.66,-4.0262,8.6548,1.6786,-0.18686,0.20974,18.844,16.107,12.675,6.4079,5.1554,1.7147,3.3199,1.8674,15.163,18.771,2.574,16.134
1.045,1.07,1.0482,-5.8405,-15.908,-16.853,271.17,79.805,-4.7522,9.6804,1.2565,0.95091,0.76831,30.153,19.313,6.8561,5.7637,3.1531,2.0536,7.1656,0.94502,9.4044,19.155,6.6125,8.1235
1.045,1.07,1.0514,-5.1433,-15.268,-16.172,240.12,39.707,-3.5985,8.4751,2.0567,0.24852,-0.40636,38.186,19.362,7.6767,6.77,5.1609,1.53,4.0886,1.6012,18.439,16.786,3.3356,14.337
1.045,1.07,1.0647,-4.7009,-12.677,-12.981,219.42,53.119,-3.0985,11.025,1.1795,0.85127,-0.34745,17.375,12.107,6.8038,5.502,2.3554,2.5721,4.0738,1.1968,13.311,11.402,4.2247,8.24
1.045,1.07,1.0525,-5.3094,-15.265,-15.883,247.41,55.223,-3.0553,8.3234,1.1737,0.11791,0.65601,33.696,20.582,7.4566,3.8315,2.6169,2.3203,4.8097,1.1027,20.873,12.257,3.9562,7.4198
1.045,1.07,1.0683,-4.8632,-13.214,-14.151,226.5,53.651,-2.1274,6.8693,1.763,1.3668,-0.1429,27.09,7.6542,9.1656,4.7842,4.4314,1.6656,6.2557,0.61729,9.3302,8.5727,3.1026,14.835
1.045,1.07,1.0566,-4.4359,-11.568,-12.123,207,48.93,-2.7434,11.043,0.99468,1.2847,1.1667,24.988,19.514,4.8854,4.7642,1.8894,1.3925,4.4038,1.18,9.2778,2.4262,5.2737,7.004
1.045,1.07,1.0677,-4.5611,-13,-13.429,213.29,38.506,-4.2219,8.2729,1.9806,0.051172,-1.5993,18.66,10.952,10.426,3.8377,3.407,1.2904,7.396,2.3759,10.574,17.306,4.7563,11.822
1.045,1.07,1.0596,-4.941,-13.59,-14.113,230.61,53.051,-3.5844,12.265,1.0186,-0.030895,-1.456,23.271,16.154,7.0286,4.1937,1.6837,1.0006,5.7615,1.9051,11.86,15.471,6.2423,5.4141
1.045,1.07,1.0558,-5.1573,-14.8,-15.14,240.75,51.46,-3.2255,11.478,1.4722,-0.13267,0.32614,25.937,15.19,8.4789,7.8932,2.3887,1.0785,8.8542,0.94652,15.307,15.627,5.814,7.0545
1.045,1.07,1.0591,-4.6382,-12.848,-13.432,216.07,50.308,-5.2908,2.7763,1.1438,0.56572,-0.44538,16.817,17.372,12.188,5.2293,3.9179,1.3835,8.2664,1.5683,4.2427,17.96,3.6571,13.249
1.045,1.07,1.0616,-5.3619,-15.254,-16.283,249.59,56.737,-2.7406,6.4709,1.6137,0.711,1.2182,32.394,10.837,10.606,3.6678,4.4708,2.0499,6.0381,1.3756,14.35,15.505,3.7356,12.74
1.045,1.07,1.0556,-4.6697,-13.532,-13.687,217.85,45.36,-4.6286,2.5313,1.0245,0.82836,-0.0085005,16.312,17.493,10.977,7.5049,3.1542,1.9638,5.2239,1.0059,15.521,18.626,5.8474,10.064
1.045,1.07,1.0554,-4.0707,-11.677,-11.553,190.56,30.7,-2.039,5.1944,1.4909,1.2622,2.1246,16.201,20.645,11.435,6.3568,3.1643,2.0078,9.4966,1.6929,12.081,4.3769,5.2808,12.029
1.045,1.07,1.0599,-4.7609,-13.703,-14.55,222.44,36.754,-1.9506,9.2347,2.7562,-0.16147,-0.11218,29.491,12.334,10.384,5.4017,3.7299,1.3238,7.116,0.87813,9.9947,16.372,6.6158,11.828
1.045,1.07,1.0618,-4.9013,-13.401,-13.817,228.31,58.027,-4.3225,7.0096,1.3194,2.7188,0.16836,14.526,16.417,9.6577,2.4997,5.4885,1.8216,5.0243,2.1631,10.083,15.699,3.8273,17.977
1.045,1.07,1.0455,-5.4756,-15.427,-16.186,254.86,62.863,-5.3423,9.4261,1.3114,0.17941,0.78469,30.25,25.413,11.746,5.7231,3.198,1.8003,5.6604,1.1987,14.582,14.101,3.1771,8.6974
1.045,1.07,1.0569,-4.7142,-13.393,-14.575,219.9,38.684,-4.6113,5.6692,3.1517,-0.47076,0.23407,38.942,15.281,6.7385,5.8264,2.7954,2.2581,2.7233,1.1663,13.936,11.633,4.2954,9.009
1.045,1.07,1.055,-4.4067,-12.727,-13.472,206.29,28.44,-4.3505,8.7217,1.9099,-1.7018,0.020516,23.599,18.176,9.367,5.2911,2.6615,2.2251,3.6095,1.7558,7.4871,25.759,5.9394,8.0161
1.045,1.07,1.0568,-3.9481,-10.874,-10.831,184.86,32.987,-3.1155,7.048,1.0368,0.055462,2.8613,12.511,18.053,5.5027,8.8777,4.2517,2.4482,5.6865,1.1524,7.1601,13.425,4.0131,16.881
1.045,1.07,1.0478,-5.1632,-14.02,-15.131,240.07,62.588,-3.6122,6.9373,0.39969,-2.438,1.132,35.049,17.412,7.6887,8.5693,3.1425,2.0377,2.9347,1.5023,10.028,12.803,8.4521,9.2568
1.045,1.07,1.0607,-5.0122,-13.181,-14.332,233.23,61.238,-3.1993,9.9265,1.4155,0.19095,-0.47721,33.83,12.222,5.1603,5.0783,3.8806,2.4369,2.9826,1.7793,9.7042,5.922,5.1348,12.601
1.045,1.07,1.0563,-5.1463,-14.625,-14.949,239.59,59.317,-2.1126,5.4352,2.1349,-1.2509,1.2749,29.194,17.622,4.3694,5.2343,3.5905,1.2334,4.2586,1.8612,21.513,11.902,3.7148,10.747
1.045,1.07,1.0592,-5.1826,-14.363,-15.033,241.18,62.04,-3.9692,6.4828,1.6135,-0.1001,-0.6082,28.533,13.128,10.942,5.4619,1.4875,1.3243,9.5987,1.9949,12.689,8.169,7.0719,4.5339
1.045,1.07,1.0504,-5.0787,-14.672,-15.046,237.17,47.383,-4.0135,11.344,1.5983,0.2574,1.2761,25.8,20.81,8.6585,7.2669,2.9893,2.2568,6.2881,1.2318,15.824,17.597,3.9336,8.7201
1.045,1.07,1.051,-5.1805,-14.996,-15.215,241.92,50.113,-4.4901,12.164,1.9255,1.0987,-0.40878,26.262,24.144,10.616,4.1304,2.8523,0.59524,7.5912,1.035,19.604,10.239,5.0977,8.3243
1.045,1.07,1.0671,-5.4289,-15.385,-16.231,253.01,58.327,-4.6171,9.9314,1.3608,0.98423,-1.8835,35.378,7.4868,5.383,4.6752,1.9823,2.106,7.8496,1.4519,18.172,12.43,3.9675,5.7338
1.045,1.07,1.0519,-5.4033,-15.306,-16.083,251.37,61.304,-3.441,6.6163,1.9745,0.90491,-0.41492,35.79,20.324,3.4183,3.6622,3.6551,2.0512,7.3163,1.4375,15.201,14.656,5.4524,10.183
1.045,1.07,1.0488,-6.2207,-17.611,-18.681,288.16,85.137,-3.1645,1.8423,1.7046,1.4991,1.401,43.334,15.999,6.8787,5.579,2.3127,2.1278,5.6195,1.5233,24.226,10.32,6.6785,5.4032
1.045,1.07,1.0632,-4.5454,-13.345,-13.829,212.52,33.701,-4.327,4.9675,1.9471,0.47538,-0.61204,28.204,10.677,9.8679,7.0454,3.4592,2.3858,5.0635,2.0489,19.22,8.9865,5.4363,11.79
1.045,1.07,1.0473,-5.1687,-14.854,-15.886,240.76,49.445,-4.0649,6.2459,1.8208,0.18173,-1.19,38.14,21.338,10.23,5.682,3.494,1.6678,5.6742,1.3879,14.456,11.507,8.1242,9.8445
1.045,1.07,1.0573,-5.6026,-16.683,-17.295,261.14,54.239,-4.2865,7.4669,1.1538,0.5069,1.0545,30.433,9.7135,12.882,5.9987,2.9871,2.5165,7.5681,1.3712,21.522,19.691,8.3389,7.6643
1.045,1.07,1.0593,-4.698,-13.696,-14.925,219.56,30.862,-3.8989,6.9642,1.5622,-0.62982,-0.95425,34.271,10.629,10.905,8.855,3.7803,2.1948,2.4775,0.49638,11.791,19.751,4.1522,11.734
1.045,1.07,1.064,-4.5248,-13.614,-14.262,211.84,26.079,-4.6842,5.244,1.3591,-0.33226,0.76857,32.569,11.651,7.8054,4.3377,3.6201,1.4282,7.099,2.6733,16.491,14.687,4.7281,11.998
1.045,1.07,1.067,-5.3206,-15.287,-16.005,248.5,50.186,-4.2288,13.15,0.67144,1.04,-1.3503,24.658,7.5233,8.4515,4.6891,1.7249,1.8748,4.8445,1.1819,16.483,25.553,3.7923,4.9078
1.045,1.07,1.058,-4.705,-13.689,-14.523,219.55,37.472,-2.6314,4.085,2.5276,0.0085472,0.38416,30.952,13.006,11.207,7.2337,4.4495,1.7538,8.5204,0.95826,10.102,13.483,5.5757,14.18
1.045,1.07,1.0503,-5.1221,-14.956,-15.246,239.26,47.799,-7.095,10.8,1.9111,-0.87158,0.79768,19.058,20.361,8.2324,5.584,2.6655,2.0274,5.9003,2.6862,12.64,31.241,6.9672,6.5985
1.045,1.07,1.0495,-4.8772,-14.32,-15.178,228.09,33.834,-4.382,10.972,1.5709,0.13124,-1.076,32.003,21.513,11.558,6.7544,3.7383,1.4197,2.6515,1.7241,15.573,17.49,5.2029,10.885
1.045,1.07,1.0526,-5.1773,-15.161,-15.774,241.71,46.372,-5.6981,9.5317,1.3217,-0.48035,0.36749,32.048,19.757,12.685,5.6226,3.9725,0.30599,5.4779,1.2004,19.782,10.929,5.2321,11.439
1.045,1.07,1.0596,-5.0911,-14.792,-15.563,237.2,49.283,-3.278,3.5973,1.3202,0.39407,-0.43675,30.3,13.482,11.619,6.0175,3.4902,1.5502,8.4021,2.345,14.455,14.619,3.4143,10.387
1.045,1.07,1.0444,-4.735,-14.905,-15.905,221.82,15.312,-2.6533,6.9778,1.696,0.23539,-0.14011,42.489,26.021,12.43,4.2595,3.5887,0.9658,6.7411,0.92072,16.965,17.423,6.0151,9.424
1.045,1.07,1.0595,-4.9732,-13.788,-14.128,231.63,58.91,-2.5098,6.6359,1.2535,-0.391,0.65412,25.638,11.915,10.447,7.2164,3.8542,1.1639,5.0535,1.4637,19.383,1.7672,7.8172,12.365
1.045,1.07,1.0616,-3.954,-11.35,-11.948,185.61,18.278,-3.4677,8.6596,1.3161,-1.2977,0.29158,19.941,14.461,6.3748,4.4527,4.6271,2.3305,5.7971,1.8158,2.1342,24.551,6.394,15.718
1.045,1.07,1.0595,-5.2956,-14.946,-16.26,246.78,51.54,-2.8621,10.242,2.0138,-1.3604,-0.82442,40.523,9.854,6.7132,7.669,3.2555,1.8043,6.0067,1.6389,11.272,16.623,3.9329,9.34
1.045,1.07,1.0539,-5.0887,-14.748,-15.569,237.15,48.118,-3.7396,5.0413,1.4294,0.4552,0.23615,37.685,14.442,6.1823,8.1042,2.1646,1.9005,7.2304,2.3894,16.973,12.273,6.5917,6.3526
1.045,1.07,1.0605,-4.92,-13.677,-14.185,229.63,51.196,-2.3988,11.012,0.84827,-0.15768,0.003153,22.413,14.069,11.321,5.8902,3.702,1.7236,7.0296,1.0917,11.437,11.595,4.2207,11.982
1.045,1.07,1.0527,-5.8567,-16.587,-17.398,272.49,70.131,-6.8923,10.748,1.5736,0.92226,0.26198,37.772,15.356,9.494,9.2768,1.8049,1.8027,5.9606,2.2055,23.03,7.8412,2.9382,4.6657
1.045,1.07,1.0559,-4.5123,-13.808,-14.273,211.29,25.226,-6.0138,4.1357,1.3407,-1.7023,0.086345,30.022,22.74,11.729,1.5736,2.1858,1.4429,6.9807,1.2685,18.002,16.106,3.8129,6.8937
1.045,1.07,1.0555,-4.2942,-12.364,-11.844,201.13,37.731,-4.5808,8.5845,1.9057,-0.17497,0.43768,9.6098,21.388,5.9668,6.261,4.0229,1.2602,11.825,1.22,9.3075,16.535,7.1236,14.1
1.045,1.07,1.0607,-4.8373,-14.225,-15.248,225.82,36.629,-3.3582,4.7892,1.8143,-1.3401,-1.6553,35.245,13.119,9.169,5.4906,3.0166,0.97373,7.1364,1.4536,12.158,19.045,4.1003,9.2026
1.045,1.07,1.0551,-6.0501,-17.172,-18.558,281.2,70.525,-2.6869,9.8862,1.0107,-1.2191,-0.53978,41.238,12.445,10.454,5.4194,1.8948,1.933,2.5502,1.6634,19.967,19.791,3.8188,4.5704
1.045,1.07,1.0542,-5.3357,-14.546,-15.376,248.08,67.085,-2.3064,8.7889,2.2894,-1.2037,1.1412,29.641,17.195,7.0781,5.9325,4.1855,1.1455,6.2693,0.7999,9.821,14.343,4.0201,12.189
1.045,1.07,1.0555,-5.7344,-16.531,-18.158,266.74,58.17,-6.0469,6.7076,1.8608,-0.69348,-0.41597,42.613,10.787,14.401,4.5618,2.6168,2.4316,6.4099,0.6073,12.922,19.179,7.3407,6.5794
1.045,1.07,1.0522,-4.136,-11.872,-12.38,193.71,24.981,-2.4449,6.9863,0.95021,0.88878,-0.79899,24.757,22.126,6.641,6.6759,3.8558,1.7213,5.6589,0.93648,7.8759,15.083,6.1061,13.566
1.045,1.07,1.0591,-4.716,-13.746,-14.04,220.26,41.052,-1.7287,5.946,1.7449,-0.48465,-0.072722,23.374,18.027,9.36,2.3063,4.7866,1.5619,7.428,1.5562,14.756,14.693,5.4823,15.45
1.045,1.07,1.06,-4.6672,-12.834,-13.015,217.44,55.502,-3.8485,4.289,1.3936,-0.44782,-0.096943,21.366,16.538,4.4002,5.2535,1.9529,1.4622,6.9855,1.6492,13.909,10.456,5.4183,6.7447
1.045,1.07,1.0549,-5.1158,-14.446,-15.483,238.17,52.968,-5.5143,5.2004,2.0703,0.87932,-0.34274,33.804,16.394,8.1378,6.2238,4.0279,2.2606,6.1816,1.4797,11.178,14.69,4.4102,11.992
1.045,1.07,1.0437,-5.3151,-15.917,-17.381,247.78,38.283,-0.36031,6.5862,1.2796,-0.17752,-0.45697,48.81,20.589,9.0077,5.5274,4.918,1.8772,6.0902,2.0381,13.797,18.143,8.3711,12.127
1.045,1.07,1.0581,-5.5038,-15.054,-15.649,256.25,69.903,-4.8971,12.619,0.82703,0.30493,-1.1176,19.367,16.919,11.417,2.6756,1.7105,1.0402,6.6017,2.332,11.033,20.222,5.853,4.8401
1.045,1.07,1.0661,-5.0453,-15.154,-15.919,235.54,39.345,-3.2401,4.4571,2.1801,-1.0484,-2.0483,34.477,7.3991,8.9443,6.0264,3.577,1.2392,6.0184,0.66165,20.763,18.013,4.4668,10.507
1.045,1.07,1.0561,-5.1341,-15.037,-14.707,239.78,53.478,-4.3183,9.6477,1.0818,1.077,-0.98075,16.257,17.184,9.2816,7.9241,3.4248,2.1597,9.6245,1.2827,20.804,14.813,5.8353,10.128
1.045,1.07,1.0543,-5.826,-16.334,-17.133,270.44,77.118,-3.7439,4.9331,1.5214,0.85453,-0.91279,31.264,14.732,4.9549,6.0966,3.853,2.1071,4.6916,1.4588,17.8,20.077,5.6087,9.8777
1.045,1.07,1.0514,-5.5404,-15.459,-15.794,257.52,73.221,-1.716,7.282,1.3789,-1.0179,-0.55278,24.408,19.558,11.259,6.324,3.2397,2.2088,2.5561,2.1028,22.661,10.7,5.0547,8.9405
1.045,1.07,1.0615,-5.1721,-15.145,-16.065,241.34,44.925,-4.7458,7.5919,1.61,-0.69566,1.4982,33.695,9.8983,11.613,3.3363,4.273,1.8562,9.8625,2.0946,12.24,16.373,7.0529,12.384
1.045,1.07,1.0635,-5.1816,-14.45,-15.401,241.1,58.875,-2.6139,4.9522,0.35057,0.68689,0.46216,27.356,6.5391,6.739,7.3417,3.968,1.5727,9.8642,1.5228,5.276,21.796,5.6946,11.806
1.045,1.07,1.0574,-5.8143,-16.426,-17.51,269.93,72.465,-1.9296,4.2147,0.75754,1.0416,-0.070372,38.368,12.935,5.877,2.8763,4.3555,1.919,6.1484,1.6664,17.61,15.163,6.0531,11.234
1.045,1.07,1.0463,-4.8919,-14.352,-15.505,228.48,33.86,-3.0068,8.5011,1.8738,-0.33456,-0.91068,45.94,24.23,6.3495,4.4077,1.9077,0.6728,8.2626,1.8296,12.395,11.507,7.2807,5.4601
1.045,1.07,1.0607,-5.216,-14.134,-15.073,242.83,61.933,-3.0634,10.647,1.6979,0.2446,-1.0847,27.854,12.835,7.5223,4.3161,1.4524,0.90397,4.868,2.3082,10.722,16.052,5.8908,4.4062
1.045,1.07,1.0509,-5.2252,-13.688,-14.479,242.52,75.173,-2.4442,6.7946,1.6131,-0.6499,-0.10633,25.183,19.648,9.6893,5.9693,3.6654,1.4017,4.3595,1.5543,8.6987,8.1175,6.9632,11.129
1.045,1.07,1.0574,-5.3642,-14.833,-15.668,249.77,62.594,-4.3316,10.288,0.853,0.96949,0.79296,33.147,13.653,4.7836,6.7585,2.0564,1.1454,7.813,1.6128,12.833,13.071,4.6889,6.0021
1.045,1.07,1.0526,-4.9537,-13.437,-13.392,230.61,65.952,-4.1701,7.7362,1.9123,0.070526,-2.1365,13.332,23.696,5.8802,6.9437,3.811,2.7436,3.6207,1.1097,14.535,15.316,2.8208,12.168
1.045,1.07,1.0523,-5.0697,-14.709,-15.167,236.61,47.821,-4.4898,8.4678,0.64348,0.64653,0.2134,25.511,17.563,8.6124,8.3128,3.9201,1.8407,3.6936,1.4985,17.758,19.098,5.7004,11.376
1.045,1.07,1.0533,-4.3342,-12.429,-13.214,202.71,28.966,-2.6711,6.422,1.2597,-0.096501,-1.5302,32.382,20.281,10.294,7.0385,2.5371,2.0371,7.2671,0.77071,9.7846,7.5254,5.2602,8.7978
1.045,1.07,1.0614,-4.3596,-12.452,-12.959,203.52,37.151,-2.8941,2.1398,1.6299,-0.49842,-0.80399,21.826,15.491,8.1491,3.2301,2.1278,2.0612,5.8279,1.6302,10.68,18.172,6.3951,7.4194
1.045,1.07,1.0502,-5.1725,-13.617,-14.515,240.21,70.523,-2.8793,7.2305,1.6845,0.84045,-2.1739,22.984,23.479,9.6298,4.9517,2.5149,1.982,5.3988,1.9676,4.6086,15.164,4.1476,7.6268
1.045,1.07,1.0508,-5.2698,-15.565,-16.227,245.7,48.857,-5.6914,6.028,1.5303,0.58016,0.49498,37.479,17.211,3.046,9.4413,4.7046,1.6223,6.194,1.2645,19.257,17.525,4.6511,12.903
1.045,1.07,1.0561,-5.145,-14.323,-14.857,239.61,59.938,-4.6527,7.8817,1.6542,-0.016607,0.43277,25.472,17.751,9.2464,5.2797,2.067,0.86644,7.6584,1.6537,13.123,13.047,4.7607,6.2875
1.045,1.07,1.0511,-4.7748,-14.012,-14.919,223.17,32.917,-4.7986,8.2177,2.0984,0.8794,0.70313,32.319,20.407,9.5269,6.2262,3.377,1.3411,4.0549,0.90327,13.243,18.931,4.5521,10.035
1.045,1.07,1.0553,-4.0213,-11.915,-11.821,188.78,21.776,-5.7625,6.7633,0.97211,0.69527,-0.44885,21.058,21.277,5.924,9.1041,3.4378,1.346,6.1354,0.77414,16.544,9.9109,4.0223,12.872
1.045,1.07,1.0507,-4.5279,-13.857,-14.821,212.11,17.728,-4.1932,6.3358,1.1368,1.307,1.064,34.484,20.856,10.784,4.8977,3.0487,2.6926,5.7814,1.7068,12.467,21.388,4.686,8.8036
1.045,1.07,1.0625,-4.9529,-13.777,-14.504,230.94,51.894,-4.2277,8.612,2.0463,0.41908,-1.4793,29.804,14.468,7.9607,3.4762,2.4657,2.2423,5.3364,1.9559,15.541,8.7021,3.747,7.9621
1.045,1.07,1.0601,-4.2486,-12.922,-13.497,199.31,16.553,-3.0397,6.1321,1.6843,-0.82234,-0.88508,32.086,14.423,10.877,5.0194,2.9368,2.0326,8.2284,1.8909,14.778,11.104,7.2305,10.087
1.045,1.07,1.0561,-5.2686,-14.034,-15.118,244.8,68.668,-2.8018,7.8569,1.1209,0.33223,-0.36054,31.951,18.275,10.19,3.3563,1.8031,1.6457,8.2611,2.1991,7.3125,6.7885,3.705,5.4496
1.045,1.07,1.0514,-5.5018,-15.409,-16.265,255.99,64.515,-5.0045,8.9102,1.6346,0.3772,-0.10422,25.336,16.249,14.807,8.2764,4.4509,2.6318,7.0472,1.2762,9.7635,17.704,5.328,12.155
1.045,1.07,1.0582,-5.0703,-14.471,-15.062,236.38,52.216,-3.6216,6.8699,0.85757,-0.22361,0.03236,25.424,13.866,12.361,6.5039,2.2886,1.8385,7.6219,1.7463,13.973,14.914,5.2921,6.9388
1.045,1.07,1.0528,-5.3705,-15.324,-15.482,250.19,62.815,-4.3461,9.0455,1.9879,-0.50202,0.41435,27.341,18.604,5.009,6.6534,4.4076,2.3753,5.6293,1.6945,21.682,12.387,5.5078,12.524
1.045,1.07,1.052,-5.3301,-15.826,-16.652,248.54,46.267,-3.4604,7.0383,1.8667,0.86574,0.58016,30.429,12.484,14.412,12.035,2.5471,0.69993,8.5543,1.9478,14.417,21.552,5.1533,6.7014
1.045,1.07,1.053,-4.0153,-11.411,-12.129,188.11,21.476,-2.2699,7.0228,1.2694,0.62141,-0.090862,24.611,22.824,10.614,6.459,2.0358,2.0846,6.2321,1.5024,4.7846,14.224,2.8203,7.4196
1.045,1.07,1.0631,-4.9438,-14.067,-14.768,230.88,45.991,-5.3804,9.9231,1.7605,-1.0664,0.0047046,30.874,10.84,6.5119,4.009,2.9239,1.6535,4.3166,1.11,16.846,14.239,7.1439,9.2534
1.045,1.07,1.0474,-5.4089,-16.186,-17.718,252.29,38.077,-3.8922,8.6338,2.3659,1.0394,1.7604,48.973,15.686,8.9371,8.6385,4.2976,2.359,6.0087,0.8661,14.788,18.794,4.8189,10.7
