V2,V6,V9,Theta2,Theta6,Theta9,P1,P4,Q4,P5,Q5,P7,Q7,P9,P10,Q10,P11,P12,Q12,P13,P14,Q14,LoadMargin
1.045,1.07,1.0578,-4.6436,-12.862,-13.25,216.53,49.165,-3.7462,5.7765,1.2159,1.741,-0.72268,19.205,10.359,7.1799,2.74,5.2985,1.7929,12.64,10.69,5.102,5.9634
1.045,1.07,1.0548,-5.1628,-15.358,-16.095,240.96,43.154,-4.0785,6.8776,1.4342,-0.97011,0.43333,32.81,11.589,5.5675,5.1899,5.4794,1.7659,18.168,17.18,4.3605,-2.7249
1.045,1.07,1.0551,-4.7509,-12.78,-13.731,221.65,48.082,-3.8641,11.923,1.9327,0.75911,1.4419,26.798,7.4342,5.9135,4.3751,4.8334,1.6484,4.2687,13.826,5.8796,2.5237
1.045,1.07,1.0556,-5.2332,-14.398,-15.428,243.37,61.998,-4.1812,6.1941,1.3247,0.25005,-0.80737,32.504,5.1739,6.8085,3.7976,5.4787,0.85815,9.7047,16.619,2.7841,0.74048
1.045,1.07,1.0561,-5.4466,-14.517,-15.415,253.18,73.99,-5.153,10.198,0.53192,0.084404,-0.57098,22.728,7.0633,3.0653,2.466,2.6961,1.0211,9.0059,22.109,6.8718,0.24094
1.045,1.07,1.0545,-5.6341,-16.302,-17.431,262.19,58.626,-3.4759,6.8174,1.0322,0.49317,-0.56396,38.499,8.4166,3.8875,1.6631,5.4875,1.958,17.997,20.304,3.6458,1.2737
1.045,1.07,1.057,-5.0168,-14.35,-15.077,234.07,47.756,-4.2619,8.6194,1.727,-1.5567,1.1354,28.93,8.4103,3.1108,3.1283,8.6118,1.9543,9.5589,19.85,5.6259,-4.6623
1.045,1.07,1.0536,-4.9486,-14.438,-15.057,230.98,42.617,-4.5169,7.006,1.9915,1.3262,-0.60336,23.705,11.875,8.3641,3.9994,5.2484,2.0039,13.314,21.312,5.2065,3.8684
1.045,1.07,1.0572,-4.9535,-14.796,-15.544,231.07,40.525,-5.7998,2.1235,1.5662,0.31973,0.30298,32.046,13.579,4.9612,4.2053,6.4461,0.77376,18.447,12.948,3.5038,0.9525
1.045,1.07,1.0489,-5.3937,-15.34,-16.151,251.25,56.693,-3.1162,10.148,1.6177,0.52969,0.28664,30.466,12.87,9.0493,4.0911,6.8807,2.1963,13.07,14.008,7.6455,1.453
1.045,1.07,1.0623,-3.9554,-11.593,-11.922,185.67,17.443,-4.1397,6.5327,1.839,2.6522,-1.8335,21.42,9.0013,4.8902,2.5814,8.1163,1.6915,10.61,11.047,5.5231,10.317
1.045,1.07,1.0574,-5.2698,-15.67,-16.406,246.1,43.874,-3.1077,9.7071,1.121,-2.3277,0.4172,37.615,8.2517,2.4597,4.7926,9.4235,1.8517,16.335,16.503,4.2395,-6.4865
1.045,1.07,1.0529,-4.8587,-13.787,-15.555,226.64,34.751,-2.9356,7.873,1.9696,1.6227,0.17694,43.208,9.1809,5.5535,4.5916,6.1613,1.6031,2.924,16.35,4.219,4.8178
1.045,1.07,1.0578,-5.2812,-15.131,-15.928,245.92,56.291,-2.9585,5.6337,0.71816,-0.63957,-1.9702,31.39,5.7607,4.6449,3.4861,8.2947,1.4972,11.886,21.744,2.9565,-1.8147
1.045,1.07,1.0525,-4.9795,-14.16,-15.324,231.82,48.499,-4.0674,3.0121,0.9472,-0.039253,-0.38362,44.738,6.9605,7.2726,3.8508,9.424,1.8052,11.647,3.3475,6.4428,-0.11917
1.045,1.07,1.0559,-4.9375,-13.847,-14.236,230.26,53.128,-4.6542,8.3677,1.6531,0.24052,-1.1404,25.673,7.7542,8.2273,4.2769,7.5624,1.2981,13.465,9.608,5.5522,0.76651
1.045,1.07,1.0511,-4.9777,-14.346,-15.43,232.34,40.65,-2.3922,9.4403,1.5124,-1.5991,0.93384,37.443,11.647,6.9795,2.9704,6.4231,1.4013,11.424,13.465,7.0927,-4.691
1.045,1.07,1.0528,-5.2401,-14.359,-15.632,243.71,60.332,-4.6977,6.9212,0.6364,0.17929,0.11397,37.603,9.2678,8.0097,2.7119,2.4407,1.8023,13.718,8.9465,3.4316,0.53007
1.045,1.07,1.0565,-4.6888,-14.017,-14.643,219.41,29.999,-6.6375,7.2782,2.2714,0.63674,-0.85039,32.265,5.0563,7.5867,3.2244,4.8567,1.6366,17.21,19.496,3.9888,1.9604
1.045,1.07,1.0551,-4.7169,-14.025,-14.813,220.33,33.074,-2.4782,4.2839,1.2672,0.080648,-0.05181,32.313,12.345,5.5355,2.5002,8.6895,1.4509,12.896,14.741,6.4207,0.24756
1.045,1.07,1.054,-4.8091,-12.958,-14.369,223.6,53.003,-3.1209,3.7026,1.6401,-1.0166,-1.2088,36.347,8.0996,8.1242,2.5583,3.2404,1.7323,6.2137,11.803,3.6449,-3.2801
1.045,1.07,1.0609,-4.6707,-12.791,-12.764,217.92,55.938,-5.1526,7.8007,0.59357,-1.5018,0.41262,12.986,6.1435,5.4152,4.8153,5.6402,2.2206,11.593,15.412,4.3492,-5.2021
1.045,1.07,1.0586,-5.0268,-14.88,-15.427,235.03,38.616,-3.3748,10.64,1.6503,0.88768,0.27421,32.908,9.1773,2.9534,3.9002,5.5786,1.6344,21.7,10.937,4.692,2.6588
1.045,1.07,1.0547,-5.0395,-13.693,-14.263,234.34,63.949,-3.6058,5.8118,1.9675,-0.16585,3.3538,25.641,7.4143,7.2394,4.4644,8.7979,1.4067,8.1804,9.6363,3.6177,-0.52162
1.045,1.07,1.0572,-4.5018,-13.588,-14.117,210.85,24.482,-3.6206,6.8745,2.573,-0.88457,-0.48959,24.649,11.613,5.9075,4.2003,8.3661,1.2684,10.032,22.826,5.0818,-2.7096
1.045,1.07,1.0571,-5.2094,-15.009,-15.443,242.9,54.803,-4.8214,7.6049,0.65534,-0.62797,-0.44285,26.937,9.6538,6.3022,4.0827,5.1269,1.6407,19.539,14.196,3.4673,-1.8478
1.045,1.07,1.0611,-4.3609,-13.528,-13.398,204.64,21.213,-2.6882,6.5528,2.5964,-0.73955,-0.54556,27.645,3.4682,5.5362,2.703,10.068,0.98395,21.05,14.641,4.1376,-2.4693
1.045,1.07,1.0526,-5.4115,-15.748,-16.858,252.02,51.702,-2.4011,6.6768,1.1158,-0.33045,1.4012,36.876,9.0416,6.3934,4.2831,6.1622,0.77671,13.473,21.401,2.3649,-0.87695
1.045,1.07,1.057,-4.8197,-14.225,-14.997,225.21,34.503,-2.8402,7.4211,2.4549,0.95006,0.3712,36.394,7.8614,3.2728,4.6426,4.7218,1.4282,19.096,9.8881,6.1094,2.939
1.045,1.07,1.059,-4.5134,-12.869,-13.892,211.25,30.28,-6.8521,9.9218,1.3735,-0.42407,-0.62049,31.118,13.22,4.3284,2.9583,7.0937,1.9556,7.3479,11.369,4.834,-1.4522
1.045,1.07,1.0533,-4.7249,-14.034,-14.944,221.14,27.614,-4.5383,9.5614,1.7375,0.58844,0.24052,31.494,10.577,7.9739,5.6884,4.2309,1.9115,12.028,19.84,4.9033,1.752
1.045,1.07,1.0587,-4.4244,-12.958,-13.525,207.13,28.527,-4.3813,7.3659,2.0039,-0.93557,1.5877,29.331,9.1621,5.6625,3.7901,3.9808,0.89639,16.295,11.563,3.3725,-3.215
1.045,1.07,1.066,-3.7062,-11.354,-10.349,174.81,14.197,-5.1645,8.5613,2.3716,0.38893,0.11818,7.5748,5.8092,7.5167,3.0951,9.3182,1.9766,21.413,8.8406,2.6659,1.6024
1.045,1.07,1.058,-5.165,-15.19,-15.507,241.01,49.056,-3.4516,7.5975,2.118,0.035718,-1.124,25.955,6.4747,4.775,2.8869,4.5498,1.7181,21.692,21.126,4.1854,0.10183
1.045,1.07,1.0548,-4.9568,-14.014,-14.416,231.2,51.658,-3.2129,8.6266,1.6661,-0.77749,-0.7031,28.155,6.5466,6.3543,3.394,9.0456,2.3057,12.74,11.462,8.3659,-2.4239
1.045,1.07,1.0618,-4.2228,-12.421,-12.234,198.04,28.578,-4.6484,7.9904,2.0555,0.029178,1.2713,16.82,6.8579,6.5658,5.265,10.18,0.91333,12.435,12.581,3.0219,0.10746
1.045,1.07,1.0571,-4.9755,-13.596,-13.642,231.46,66.583,-3.5309,5.0211,1.5104,-0.26576,-0.16815,16.81,7.7771,6.4531,2.6624,4.2138,0.93439,17.862,10.368,6.8121,-0.85277
1.045,1.07,1.0552,-5.1898,-15.078,-16.405,242.06,42.881,-5.4909,8.0404,1.8427,0.203,1.7271,41.297,7.2146,4.1495,3.7141,4.3719,1.7556,13.802,18.968,2.2347,0.57061
1.045,1.07,1.0567,-5.0725,-14.926,-15.714,236.9,41.39,-3.4017,8.7708,1.111,-1.0424,0.42835,33.942,11.274,3.9242,4.9519,6.8543,1.1508,15.835,14.007,4.4523,-3.0586
1.045,1.07,1.0552,-5.1003,-13.657,-14.925,237.43,58.266,-5.1166,10.156,1.4035,1.5568,-3.0867,36.61,8.4572,6.5874,3.1879,4.8853,2.1232,9.1731,4.3023,5.8163,4.8613
1.045,1.07,1.057,-5.0926,-15.184,-15.356,237.76,46.235,-4.8956,6.3781,1.9161,0.18851,-0.65083,28.295,4.2995,5.816,2.5188,10.242,1.1513,18.824,19.503,5.4683,0.54291
1.045,1.07,1.0615,-4.6329,-13.178,-13.737,216.5,39.503,-3.1074,8.7119,2.3563,-0.92163,0.69204,26.731,8.7308,1.7818,4.2458,1.7291,1.9452,17.852,11.043,4.0234,-3.124
1.045,1.07,1.0608,-4.718,-12.803,-12.62,220,59.653,-2.4214,8.8827,1.9596,-1.8487,-0.97039,8.6467,8.1536,4.6043,3.3338,6.9181,0.96058,10.823,16.111,6.4471,-6.2898
1.045,1.07,1.0535,-5.3547,-14.722,-15.912,249.35,59.2,-4.546,11.573,1.2093,1.0156,-0.83179,30.45,9.1178,5.3954,2.5021,8.3279,1.3728,3.6267,21.178,6.0945,2.8656
1.045,1.07,1.0571,-5.1791,-14.398,-14.835,241.08,62.815,-3.7979,7.1088,1.5749,0.0097348,-0.4574,20.735,10.027,4.9191,3.5387,5.6889,1.9646,13.829,15.899,5.548,0.029299
1.045,1.07,1.0549,-5.2666,-15.119,-15.869,245.11,56.565,-4.1923,4.2057,1.9616,0.95172,-0.81442,27.433,9.8376,6.3615,3.3893,7.4486,1.6343,12.678,20.579,4.2588,2.6798
1.045,1.07,1.0526,-5.021,-15.01,-15.505,234.36,41.977,-4.2398,4.9751,1.045,0.064431,1.1398,32.8,11.017,7.605,1.7211,5.6134,2.0309,23.198,12.177,6.4806,0.18661
1.045,1.07,1.0567,-4.5635,-13.541,-14.313,213.77,24.326,-2.0557,9.8256,1.4556,1.0892,0.32348,35.468,9.5237,5.4614,2.9074,6.3761,1.8023,16.079,9.574,5.0138,3.5388
1.045,1.07,1.0573,-4.5138,-12.957,-13.52,211.34,32.436,-3.5395,10.887,1.539,-1.3921,-0.73507,29.443,9.0698,7.4878,2.5119,8.3248,1.186,10.795,10.902,4.6847,-4.7622
1.045,1.07,1.0581,-4.4293,-13.074,-14.19,207.47,21.044,-4.2631,8.1866,2.5114,-1.4148,-1.0532,34.286,10.739,4.1818,5.0133,5.8412,1.6697,7.4095,18.173,4.61,-4.5857
1.045,1.07,1.0519,-5.6151,-15.728,-17.124,260.89,65.07,-4.2812,6.2091,1.9143,-0.25799,-0.97296,37.532,9.8833,6.8933,3.678,6.7813,2.6512,8.5758,19.72,3.2459,-0.67882
1.045,1.07,1.0527,-4.88,-14.76,-15.114,227.83,37.813,-2.0189,3.4782,1.93,0.33401,0.52431,29.006,12.662,9.765,3.2587,8.2952,2.0725,19.731,13.069,4.4953,0.98106
1.045,1.07,1.0561,-4.657,-13.197,-13.882,217.49,39.085,0.065793,9.0492,2.5089,-0.52829,0.37089,29.103,9.7437,6.9614,4.0787,9.6594,1.8851,7.2687,11.075,4.0219,-1.7398
1.045,1.07,1.052,-5.1827,-15.168,-16.419,241.65,43.308,-3.034,6.8015,1.4773,-1.988,-0.18392,40.523,11.926,6.0577,5.2421,7.2175,1.6564,10.966,16.141,5.5331,-5.4981
1.045,1.07,1.0596,-4.3136,-12.562,-13.052,202.06,26.708,-4.7972,7.5348,1.8513,1.0625,-0.79442,27.226,5.4246,5.8216,4.4761,7.5247,0.79819,10.669,13.809,5.0146,3.7709
1.045,1.07,1.052,-5.0318,-14.651,-15.832,235,37.977,-5.2248,9.7432,1.5843,0.34883,-0.079624,37.832,9.3173,7.5744,4.8916,4.8124,1.8983,11.77,17.503,5.2932,1.0008
1.045,1.07,1.055,-5.5467,-16.619,-16.844,258.3,58.504,-3.2296,3.6914,1.3803,-0.66504,-0.078727,20.69,13.032,4.4316,3.2319,8.7745,0.32471,19.185,27.983,5.3644,-1.6504
1.045,1.07,1.053,-5.4514,-15.424,-16.591,254.05,53.996,-1.3153,12.742,1.828,-0.18427,-0.68777,36.981,12.647,5.9965,3.6418,7.1104,1.4707,11.817,12.642,4.2809,-0.506
1.045,1.07,1.0515,-5.0086,-14.701,-15.623,234.02,36.907,-3.9115,10.449,2.6435,0.72281,0.07309,32.8,12.278,6.9155,5.6056,4.2628,2.5573,14.326,15.948,7.4225,2.0713
1.045,1.07,1.0573,-5.1684,-15.116,-16.377,241.25,41.633,-7.2127,8.0791,1.09,-0.49322,-1.3893,44.923,12.96,2.507,4.2104,6.5735,1.6666,17.642,4.4636,5.2517,-1.4337
1.045,1.07,1.0583,-4.8619,-14.293,-14.589,227.19,41.386,-3.1375,7.8951,1.8887,-0.77457,-0.44846,33.407,8.0408,5.4381,2.5259,8.3662,1.2988,22.046,4.4106,4.9232,-2.4456
1.045,1.07,1.0549,-4.76,-14.103,-14.917,222.49,32.74,-3.8923,6.8271,1.4754,-0.28992,1.6843,39.767,8.5496,4.1262,4.6518,5.9544,1.637,18.367,6.4799,7.473,-0.90171
1.045,1.07,1.0525,-5.7432,-15.926,-17.496,267.24,63.941,-4.9858,12.976,1.4806,-0.7494,-0.031392,40.986,9.5111,5.5611,3.5976,3.5093,1.4434,10.888,18.314,2.4611,-1.9496
1.045,1.07,1.0568,-4.4977,-13.219,-13.961,210.67,26.46,-6.0173,8.8795,1.5486,0.31003,-1.5307,32.647,8.161,7.1817,3.9806,3.9028,1.8156,15.485,12.47,5.5688,1.0326
1.045,1.07,1.0526,-5.8021,-16.529,-16.857,269.79,72.995,-2.1723,8.9371,2.2723,0.36821,-0.49501,26.477,9.0881,5.5061,3.8161,6.2115,1.9144,21.845,15.353,7.5634,0.94466
1.045,1.07,1.0597,-4.6196,-13.003,-14.017,215.63,39.914,-6.8291,5.9544,2.0922,-1.1305,0.8039,35.029,5.9188,3.5956,5.5519,7.3455,1.3647,6.9785,11.292,3.2801,-3.8447
1.045,1.07,1.0597,-4.3945,-11.955,-12.507,205.3,41.305,-3.6637,9.251,2.2637,-0.041388,0.79645,22.05,4.468,4.7072,2.0869,5.8142,0.65267,6.3361,16.12,4.9307,-0.14972
1.045,1.07,1.0582,-5.0344,-14.863,-15.417,235.19,41.201,-3.7723,8.4976,1.0664,1.4833,0.6642,29.241,10.712,3.8669,3.2245,7.6316,2.0817,17.856,14.566,3.7285,4.4208
1.045,1.07,1.0542,-5.5625,-15.15,-16.498,258.37,68.967,-2.5109,8.0931,1.458,1.2044,-0.062565,42.344,9.0283,3.875,3.2341,4.9411,1.6844,15.12,2.332,4.776,3.3466
1.045,1.07,1.0539,-4.9199,-13.505,-13.989,229.25,55.84,-2.7606,9.0267,1.8941,0.21667,1.4759,21.837,7.737,7.6028,3.2047,2.0761,0.95215,14.205,14.901,6.1223,0.68563
1.045,1.07,1.051,-5.8456,-16.238,-17.364,271.11,77.796,-4.6069,3.9153,1.6528,1.5909,0.38494,38.316,7.4177,6.2772,3.239,8.4704,1.3966,13.573,12.018,5.4074,4.0929
1.045,1.07,1.0519,-5.3857,-16.277,-17.43,251.41,38.142,-2.3661,9.1206,2.1366,-0.018367,-0.70255,39.923,12.452,4.6545,4.0186,7.3041,1.4762,15.656,22.081,5.834,-0.046299
1.045,1.07,1.0568,-4.8958,-13.736,-14.53,228.55,46.171,-5.0315,10.575,1.882,-0.29807,-0.57806,27.987,10.761,5.6519,1.5669,8.2108,1.6507,8.7093,14.811,5.2179,-0.94388
1.045,1.07,1.0507,-4.7103,-13.614,-14.785,219.97,33.555,-4.5027,6.65,1.1576,1.1097,0.14416,36.017,11.951,9.3574,3.644,5.41,1.4969,9.9133,12.42,6.6075,3.4106
1.045,1.07,1.0515,-4.8357,-13.703,-14.808,225.59,41.497,-4.0519,7.6649,1.8375,0.35418,-1.2265,34.754,8.1357,9.2312,2.2996,3.571,2.3715,11.226,16.186,6.398,1.0793
1.045,1.07,1.0538,-5.3722,-15.453,-16.652,250.13,52.266,-3.6403,6.6795,1.6054,1.4275,0.22181,41.56,9.1582,5.8531,4.275,7.303,1.3545,14.809,10.385,3.1607,3.9607
1.045,1.07,1.0564,-5.0063,-12.942,-13.946,232.66,68.073,-3.9522,8.4263,1.5952,-1.2216,-0.79487,24.56,11.592,5.2253,3.2277,3.2647,1.7368,5.9262,8.3877,5.7569,-3.9608
1.045,1.07,1.0526,-5.1076,-13.741,-15.056,237.46,59.162,-3.806,7.3325,1.9939,1.8241,2.5874,31.284,14.74,5.1511,2.896,3.1044,0.83049,9.0566,7.1124,5.8704,5.5564
1.045,1.07,1.0481,-5.7203,-16.732,-17.802,266.32,57.142,-3.4218,8.4841,0.92176,0.30361,-0.80968,40.599,10.279,7.5671,5.7775,6.6028,1.1294,17.148,15.724,7.8358,0.75532
1.045,1.07,1.0539,-5.4845,-16.434,-17.442,255.81,45.45,-5.816,7.801,1.9987,0.81456,0.074958,38.626,10.241,2.6882,5.4072,7.6254,1.415,17.047,19.656,6.696,2.0943
1.045,1.07,1.0548,-5.4194,-14.968,-16.003,251.91,65.408,-2.4978,7.075,1.8728,0.36761,-0.66649,31.568,10.273,3.2595,3.679,7.5358,2.2593,9.5318,13.916,6.8387,1.0397
1.045,1.07,1.0601,-4.5704,-12.819,-13.116,213.27,46.411,-6.6137,4.836,1.7277,1.1535,1.0456,22.536,6.0444,4.4363,3.7235,5.2996,1.9697,15.166,9.4977,5.3929,4.0439
1.045,1.07,1.059,-4.557,-12.957,-12.768,212.98,46.471,-4.8968,7.231,0.34154,-1.486,2.1188,12.337,7.5702,5.6455,4.1783,6.5481,2.7287,13.705,17.672,5.9112,-5.061
1.045,1.07,1.0525,-5.6336,-16.093,-17.213,262,61.331,-2.2438,7.3605,1.9166,1.1046,-1.0823,41.155,12.666,4.1222,3.4767,6.3438,1.6607,19.536,5.4248,7.0361,2.9152
1.045,1.07,1.0564,-4.9926,-13.841,-14.147,232.51,60.507,-4.287,6.5781,1.6302,-1.9496,-0.05798,24.202,7.0479,7.6403,4.4308,5.4506,2.058,15.389,10.402,4.6332,-6.1858
1.045,1.07,1.0631,-4.5861,-12.457,-12.642,213.93,52.942,-4.6314,7.0388,1.0292,0.78465,-1.315,11.497,8.7244,3.5812,4.5111,3.5076,1.6126,11.387,14.828,4.2368,2.7876
1.045,1.07,1.0527,-4.9184,-14.018,-14.597,229.71,44.866,-3.7207,10.719,0.88196,0.26984,-0.056325,34.183,5.7611,9.716,3.5753,7.09,1.1799,15.473,7.6844,6.0993,0.84338
1.045,1.07,1.0591,-4.8016,-13.529,-14.013,224.28,45.831,-4.208,10.552,2.3888,-1.5909,0.20581,22.498,10.129,2.2614,3.9451,4.5792,1.1818,12.862,15.788,7.1795,-5.1455
1.045,1.07,1.0539,-4.9995,-13.896,-15.066,232.87,50.054,-2.9508,7.502,1.633,0.50463,0.61803,33.402,9.6461,5.4496,3.5836,5.0493,1.4024,8.5883,14.009,5.7275,1.539
1.045,1.07,1.0603,-4.6342,-12.33,-11.861,215.83,65.209,-2.4828,6.6287,1.3974,0.56714,2.0213,2.2201,9.7095,6.9355,2.9278,5.8806,1.6675,13.862,9.9404,3.9053,2.006
1.045,1.07,1.0555,-5.6238,-15.731,-16.332,261.28,72.949,-1.9395,6.1885,1.3144,0.20341,0.10225,25.484,8.7111,3.5901,3.2278,4.3445,1.9953,17.931,18.489,5.2923,0.54763
1.045,1.07,1.0549,-5.4974,-15.061,-16.136,255.65,67.2,-4.7201,9.7896,1.916,0.010035,0.78021,33.947,12.623,4.6495,2.4934,6.9624,1.4636,12.406,7.418,4.1644,0.028422
1.045,1.07,1.0575,-4.8211,-14.006,-14.541,225.58,37.124,-4.8219,11.995,1.7929,-0.25195,0.59311,23.905,12.453,5.049,4.1165,6.48,2.4057,12.498,17.438,4.7491,-0.78721
1.045,1.07,1.0503,-5.1335,-14.98,-15.509,239.08,52.193,-4.1656,3.4024,1.7161,-0.4626,1.4668,29.117,10.389,8.9725,3.257,5.5676,1.5287,18.268,15.974,7.1059,-1.312
1.045,1.07,1.0577,-5.2769,-15.179,-15.139,245.73,62.712,-3.3119,5.5247,2.135,0.75777,-1.696,16.467,5.5794,4.4923,3.3036,7.7166,1.6464,17.606,23.782,6.8802,2.1202
1.045,1.07,1.0592,-3.9638,-10.945,-11.193,185.65,29.742,-2.2675,8.0467,2.0502,-1.6189,2.1349,16.961,6.4369,6.1625,3.3624,2.7969,2.0774,9.0577,14.568,5.3224,-6.3591
1.045,1.07,1.0582,-4.7495,-13.423,-13.994,222.03,42,-5.9333,11.274,2.2149,-0.58907,-1.2873,26.972,8.3586,6.5669,1.006,5.5515,2.3478,13.97,14.071,4.3354,-1.9393
1.045,1.07,1.0573,-4.4091,-12.692,-12.585,206.58,35.195,-2.998,10.851,1.1107,-0.90529,0.7678,16.866,8.0977,8.611,4.5033,5.3684,1.6028,15.63,12.938,5.5007,-3.177
1.045,1.07,1.0536,-5.3163,-15.918,-16.939,247.75,44.376,-3.7095,3.9512,1.7434,1.4519,0.57469,42.278,7.1536,2.9761,2.5174,8.5739,2.0566,18.29,16.886,6.8701,3.8655
1.045,1.07,1.0583,-5.084,-14.584,-15.261,237.33,47.178,-3.2894,10.207,0.76719,0.81153,-0.064895,27.441,8.5343,3.5253,5.1871,2.4863,1.1456,17.276,17.195,4.0675,2.4334
1.045,1.07,1.0458,-5.895,-17.135,-18.566,274.11,59.995,-1.597,8.4669,2.0915,0.029941,0.49612,45.857,13.892,9.1375,3.9646,4.0841,1.8064,19.744,12.908,4.5026,0.071081
1.045,1.07,1.0521,-5.643,-15.222,-15.986,262.34,75.918,-4.2513,12.463,1.5411,0.28595,-0.092433,29.534,7.3944,7.0041,3.9575,5.6424,1.6127,12.883,10.686,6.8081,0.79129
1.045,1.07,1.0569,-4.8333,-14.162,-14.577,225.7,42.473,-4.7573,5.932,1.9121,-1.7122,-0.64293,28.001,8.9949,6.977,4.6533,7.5741,0.73864,15.29,14.626,4.5662,-5.3487
1.045,1.07,1.0614,-4.7847,-12.493,-12.927,222.63,63.794,-3.4267,7.6561,1.895,2.2653,-0.88889,17.253,5.1641,3.065,2.6706,5.8103,1.2419,8.0963,10.485,5.3283,7.8059
1.045,1.07,1.0565,-4.882,-14.585,-14.643,228.58,36.736,-2.3428,11.885,1.6475,-0.9243,-1.1016,27.851,9.7735,7.8395,3.1917,6.8693,2.2344,23.669,9.4479,5.1804,-2.8402
1.045,1.07,1.0557,-5.277,-14.931,-15.765,246.14,52.485,-3.322,12.453,1.9444,0.42476,-1.1071,34.91,8.3054,5.8841,1.2596,5.0764,1.4212,18.123,11.311,4.2289,1.2355
1.045,1.07,1.0536,-4.547,-13.239,-14.31,212.78,26.08,-2.2676,9.5079,2.2077,-0.44287,-1.3984,36.144,4.2715,7.944,4.8436,3.6729,1.7757,8.9754,20.967,5.7398,-1.3573
1.045,1.07,1.0581,-5.0078,-14.111,-14.771,233.43,52.159,-4.3709,7.2059,1.5145,1.03,-0.4198,29.169,10.779,5.6353,3.2256,4.9542,1.4793,17.507,6.9217,3.3417,3.2315
1.045,1.07,1.0528,-5.052,-14.654,-15.765,235.58,42.586,-4.702,6.4944,2.2357,1.2464,0.72088,44.15,2.2045,6.1632,4.013,4.5739,0.7512,16.868,12.623,5.9423,3.6358
1.045,1.07,1.0536,-5.2144,-15.025,-15.921,243.09,49.908,-2.9658,8.2143,1.203,-1.0424,-0.80527,40.62,5.2361,5.5277,4.8214,7.3806,2.1159,15.387,11.033,7.0159,-2.9994
1.045,1.07,1.0519,-5.8914,-16.333,-17.154,273.61,79.022,-4.9922,8.4063,1.048,0.42266,-0.046011,31.037,8.7158,6.2093,3.1403,4.3391,2.8379,18.154,15.285,5.7898,1.0861
1.045,1.07,1.0575,-5.3707,-14.68,-16.339,250.1,57.107,-4.3522,11.698,0.13284,-0.558,-1.2024,39.741,12.209,2.0854,4.3432,5.8085,0.69858,5.4903,12.056,2.9978,-1.6145
1.045,1.07,1.057,-5.4929,-15.281,-16.329,255.46,64.947,-4.7685,7.9463,2.0749,0.34511,-0.83135,34.93,4.6606,1.9372,4.2886,6.7968,2.2747,11.25,17.329,5.5055,0.96216
1.045,1.07,1.0551,-5.0952,-14.471,-15.381,237.67,48.101,-2.2085,9.9753,0.97649,-0.026753,0.89092,32.277,8.9809,5.9855,3.6272,3.2918,0.6176,15.044,15.395,3.5118,-0.079574
1.045,1.07,1.0602,-4.6853,-13.357,-13.739,219.02,41.534,-4.8007,9.6099,2.441,-0.9573,-0.83837,24.405,10.859,5.4825,1.7047,6.6037,2.3081,15.58,10.587,3.4254,-3.2188
1.045,1.07,1.0534,-4.6718,-13.539,-15.173,218.59,24.396,-3.1995,10.873,0.97825,-1.2443,0.85901,38.867,15.988,6.3743,3.1692,4.0236,1.3651,5.5593,17.746,3.1378,-3.7306
1.045,1.07,1.057,-5.5405,-16.103,-16.869,258.03,58.973,-4.4219,7.0912,1.1714,-1.8377,-0.71137,35.885,7.4131,3.4081,4.1628,5.3405,1.5923,20.566,17.124,3.5311,-4.9431
1.045,1.07,1.055,-5.2367,-14.814,-15.916,243.5,57.439,-4.8854,3.055,2.0723,0.03135,-0.47017,34.42,5.4289,4.1285,3.6373,4.711,1.7221,11.874,21.032,5.4144,0.088827
1.045,1.07,1.0563,-5.119,-14.845,-15.393,238.76,49.265,-0.6216,8.0984,1.6873,-2.0453,-2.083,30.405,13.866,4.1761,3.1409,6.481,1.2876,19.171,9.269,7.3024,-6.0346
1.045,1.07,1.0501,-5.5523,-15.888,-16.597,258.67,60.149,-6.6053,10.717,1.7853,0.51534,1.781,36.679,4.7291,8.3387,4.3202,4.2646,1.1256,20.648,13.36,6.3911,1.3863
1.045,1.07,1.0606,-5.1539,-13.561,-14.138,239.4,74.449,-3.2323,6.591,1.8274,-1.0813,-1.8924,21.041,7.0076,5.5829,4.2536,5.8992,1.7587,8.7112,11.408,1.2559,-3.4141
1.045,1.07,1.06,-4.3853,-13.278,-12.804,205.53,30.923,-3.7453,5.8594,1.4151,0.77646,-0.038762,10.107,11.984,5.4683,3.8972,4.4038,1.683,23.703,15.644,7.2647,2.6002
1.045,1.07,1.0511,-5.8613,-16.189,-17.9,272.09,71.256,-4.1257,7.5375,1.1062,0.96953,-0.43587,42.698,10.78,5.1458,4.9314,4.9025,1.7205,9.8362,14.308,3.9664,2.4609
1.045,1.07,1.0507,-5.3759,-15.453,-16.272,250.57,54.157,-4.9168,9.8113,1.8066,-0.49196,0.651,32.991,7.819,8.1749,4.984,5.7348,1.1355,13.962,19.098,6.0815,-1.34
1.045,1.07,1.0553,-5.3322,-15.545,-16.33,248.65,50.358,-2.9611,8.8137,1.3068,-0.41622,-1.2382,36.873,8.3113,5.635,4.4982,8.5682,1.0499,16.275,13.23,4.5045,-1.1652
1.045,1.07,1.0605,-4.6649,-13.187,-12.835,217.91,50.809,-3.6342,8.0951,1.2864,0.44983,-0.033055,10.731,2.7122,4.2374,4.0312,5.8519,1.8759,16.151,19.771,7.2329,1.4848
