V2,V6,V9,Theta2,Theta6,Theta9,P1,P4,Q4,P5,P7,P9,P10,Q10,P11,P12,P13,P14,LoadMargin
1.045,1.07,1.0597,-4.3235,-11.664,-12.601,202.03,37.218,-4.046,9.2363,-0.10971,32.426,5.8075,4.4406,0.87912,8.7442,4.0695,6.262,21.689
1.045,1.07,1.0513,-5.5343,-15.353,-16.737,257.31,63.65,-4.1231,8.4624,-0.9269,31.031,15.802,6.0897,5.0853,3.9239,7.3309,19.655,42.307
1.045,1.07,1.0567,-5.094,-14.018,-14.725,237.42,57.256,-4.3399,10.708,-0.65438,31.723,6.5575,5.5696,2.7765,8.7296,10.793,8.6985,20.426
1.045,1.07,1.0561,-4.7427,-13.538,-13.904,221.7,41.528,-2.3031,10.822,-0.19957,20.936,9.3081,7.4343,4.257,3.52,14.344,17.689,29.764
1.045,1.07,1.0579,-5.0427,-14.918,-15.02,235.69,44.142,-4.011,9.7675,1.3487,19.357,10.85,5.1499,3.1532,8.1796,17.928,19.961,31.844
1.045,1.07,1.0528,-4.672,-14.658,-15.536,219.17,14.405,-4.9507,8.7534,-0.13559,34.587,10.767,7.6959,5.063,5.3461,14.695,26.08,28.745
1.045,1.07,1.0559,-5.1774,-15.396,-15.928,241.62,45.542,-4.4179,6.6222,-0.18855,31.049,8.5828,5.0155,3.2946,9.0209,16.959,19.126,24.152
1.045,1.07,1.0599,-4.3855,-13.359,-13.529,206.01,18.762,-3.5619,10.97,0.77439,22.856,11.743,4.9755,4.5258,4.452,20.274,13.626,39.417
1.045,1.07,1.0526,-5.0687,-15.372,-16.835,236.73,29.436,-3.3451,6.1689,-0.89611,51.553,8.2368,4.7512,4.0864,8.695,13.842,14.629,22.308
1.045,1.07,1.0526,-5.3215,-15.299,-16.43,247.71,53.628,-4.209,5.4444,-0.91321,39.76,6.3252,6.1241,3.0237,4.519,15.634,18.062,17.414
1.045,1.07,1.0538,-5.3608,-15.968,-17.116,250.47,38.613,-1.4551,12.968,-1.7968,47.548,7.9111,3.5759,2.3682,4.3308,22.252,13.914,21.05
1.045,1.07,1.0558,-5.0659,-15.616,-16.152,236.9,32.45,-2.6467,7.402,0.039427,35.047,6.4234,4.4138,2.358,7.5619,21.307,23.009,17.316
1.045,1.07,1.057,-5.0066,-14.147,-14.399,233.35,55.995,-3.3795,7.0262,-0.58652,22.86,6.0102,6.335,2.6923,5.7988,16.571,16.313,18.568
1.045,1.07,1.0561,-5.0757,-15.118,-15.764,236.9,42.156,-2.7648,6.0282,-1.1669,30.55,9.9718,4.2553,5.5865,4.5527,18.248,19.82,28.289
1.045,1.07,1.0522,-5.1407,-14.356,-16.023,239.36,48.337,-3.4783,7.7961,-0.29645,45.375,6.8968,5.5947,2.3208,3.3334,9.861,14.512,19.9
1.045,1.07,1.0559,-4.5469,-12.899,-13.928,212.17,37.056,-3.4277,4.4842,-1.1291,35.605,10.152,6.3355,3.1729,2.7689,14.019,7.549,34.129
1.045,1.07,1.0549,-5.1828,-14.77,-16.205,241.48,46.383,-2.228,7.7955,0.53544,35.094,12.544,2.5818,4.1801,5.8863,6.8045,20.683,35.245
1.045,1.07,1.0541,-5.0541,-14.644,-15.513,235.77,44.635,-3.8588,7.4315,0.50855,30.781,10.261,6.522,3.8899,7.7562,10.637,18.927,29.84
1.045,1.07,1.0594,-4.9271,-14.758,-15.285,230.27,36.689,-3.0839,6.9083,0.62442,23.332,13.785,1.6468,3.3764,7.5732,14.972,22.467,40.113
1.045,1.07,1.0539,-5.2131,-14.963,-15.914,242.86,50.98,-3.5919,6.6259,1.1755,34.817,7.3555,5.9303,2.6017,7.5015,12.958,17.194,20.98
1.045,1.07,1.0562,-4.1864,-12.388,-12.54,196.38,22.777,-5.4009,7.7244,1.819,22.245,9.9622,10.77,4.787,6.8191,14.699,8.4267,35.942
1.045,1.07,1.0606,-4.9838,-13.553,-13.409,232.17,67.578,-6.8785,8.2515,-1.3102,3.0516,14.073,4.8012,2.4209,7.6854,9.6553,20.13,44.974
1.045,1.07,1.0467,-5.7008,-16.516,-18.203,264.98,57.388,-4.4987,4.6833,-1.1882,52.657,9.0249,8.5734,3.6271,7.133,13.899,13.638,22.252
1.045,1.07,1.0556,-4.6839,-13.391,-13.675,218.77,43.067,-2.767,7.7696,-0.22399,26.842,5.4725,9.0116,3.4425,8.1872,13.816,11.272,18.064
1.045,1.07,1.0538,-5.7147,-15.971,-16.684,265.82,71.448,-4.1949,10.585,-1.3041,30.283,7.5642,5.5954,4.6109,6.9613,14.033,17.513,20.086
1.045,1.07,1.0515,-5.6477,-15.796,-16.956,262.68,64.31,-2.2725,10.366,1.1935,34.97,10.136,6.2536,4.2666,8.7746,8.662,16.263,26.806
1.045,1.07,1.057,-4.4383,-12.357,-13.053,207.41,37.278,-4.3944,8.1453,0.79797,23.376,7.4739,7.1449,4.6466,4.0473,7.3893,16.123,26.072
1.045,1.07,1.0587,-4.476,-13.168,-13.637,209.92,25.526,-3.702,11.953,-0.19827,26.713,11.388,5.3315,2.9263,4.1742,17.225,11.937,38.568
1.045,1.07,1.049,-5.5276,-16.629,-17.915,257.96,41.411,-5.4437,9.878,-0.2543,40.342,15.255,7.4798,3.5831,3.3657,19.023,21.865,37.227
1.045,1.07,1.0544,-5.1267,-15.019,-16.027,239,44.116,-3.8872,5.2833,1.3697,32.486,12.743,5.0584,2.6417,5.6898,14.837,18.51,36.015
1.045,1.07,1.056,-5.4377,-16.156,-16.148,253.81,54.904,-5.3893,9.8879,-0.62611,18.243,9.2338,5.5266,2.9504,7.1338,20.624,28.169,23.732
1.045,1.07,1.0555,-5.354,-15.574,-15.937,249.34,58.549,-3.8179,5.3937,-0.20675,28.556,7.7684,5.7651,2.6055,7.7953,20.07,16.4,21.704
1.045,1.07,1.0553,-5.1364,-13.938,-13.795,239.27,69,-3.8367,11.393,0.19155,7.0271,14.871,9.7643,2.3945,7.9714,12.063,13.174,46.048
1.045,1.07,1.0568,-4.9369,-13.973,-14.768,230.22,47.539,-2.7985,7.61,0.37142,27.928,10.178,4.5653,4.1098,6.5998,10.455,15.161,31.605
1.045,1.07,1.0549,-4.9389,-14.692,-15.585,230.5,37.831,-3.3406,4.5344,-0.77063,37.423,11.75,5.5322,2.2094,5.7891,18.907,12.47,34.633
1.045,1.07,1.058,-4.9892,-14.304,-14.645,232.76,51.002,-6.2634,7.0643,0.52136,27.352,8.5349,5.6935,3.1714,7.4644,18.396,8.792,26.753
1.045,1.07,1.0563,-4.8102,-13.305,-14.127,224.38,47.746,-3.6588,9.172,-0.055587,28.03,3.2474,5.9448,4.9357,5.0001,6.7849,19.753,10.36
1.045,1.07,1.0618,-5.2441,-14.823,-14.768,244.53,62.475,-3.4546,10.473,-0.55442,20.732,6.5348,1.5711,4.6591,6.1245,22.025,10.379,19.711
1.045,1.07,1.0553,-5.0763,-13.737,-14.457,236.18,63.369,-2.8314,7.9633,-2.2295,27.18,7.9465,6.6678,2.6226,5.938,9.6589,12.907,24.736
1.045,1.07,1.0572,-5.3779,-15.421,-15.816,250.42,60.839,-2.5302,7.0508,0.34098,29.196,9.6512,3.9387,3.2831,6.6703,22.006,9.0339,27.512
1.045,1.07,1.0565,-5.1566,-14.414,-14.78,240.01,61.972,-2.1102,6.3697,0.20535,21.452,10.588,5.8158,4.5556,7.5765,13.38,12.645,31.994
1.045,1.07,1.0589,-4.6236,-13.393,-13.596,215.72,43.913,-4.657,2.1777,1.0718,22.053,10.691,6.0564,2.895,8.0822,16.65,9.2788,35.961
1.045,1.07,1.0599,-4.0074,-12.155,-12.66,188.36,10.916,-5.0157,7.0804,-0.65878,36.453,6.042,5.8889,1.0508,8.5498,16.281,6.2075,22.379
1.045,1.07,1.0587,-5.1493,-13.608,-13.753,239.15,78.636,-4.9937,5.408,-1.0641,15.29,6.2604,5.5503,3.4827,4.3067,13.995,11.653,19.755
1.045,1.07,1.0572,-4.6,-13.321,-13.851,215.27,34.019,-6.298,9.4875,0.46255,22.21,9.4657,6.6093,3.2369,4.443,12.085,20.884,30.381
1.045,1.07,1.0535,-5.1599,-14.471,-15.337,240.19,57.448,-4.9336,6.104,-1.2586,29.619,5.8291,7.2203,4.9102,2.9088,12.082,21.058,16.915
1.045,1.07,1.0489,-5.6849,-16.093,-16.938,264.4,67.482,-6.1429,8.3965,0.36013,31.992,10.5,10.548,2.2796,5.6441,16.578,17.106,27.354
1.045,1.07,1.0624,-4.2663,-11.527,-11.858,198.9,46.373,-3.1476,2.9672,0.36285,17.137,7.8889,3.5058,3.3049,5.6798,8.9106,8.948,30.162
1.045,1.07,1.0517,-5.3979,-15.853,-17.183,251.64,45.926,-5.479,7.8602,-0.16165,40.089,12.272,5.5955,3.2454,3.2627,16.736,19.712,32.134
1.045,1.07,1.0542,-4.4434,-13.202,-14.152,208.11,21.387,-3.9468,7.634,0.73556,35.721,7.4367,8.1883,3.1626,5.3846,11.903,16.501,23.743
1.045,1.07,1.0616,-4.301,-11.866,-12.105,200.66,44.924,-4.3083,2.9814,-1.6037,17.418,5.7793,4.4479,3.9812,5.8659,8.9066,14.832,21.476
1.045,1.07,1.0536,-5.6092,-15.65,-16.638,260.71,68.681,-3.0396,7.6668,-0.96907,31.167,11.445,4.8034,3.8053,4.6102,14.112,16.607,30.802
1.045,1.07,1.0571,-4.8196,-14.001,-14.75,225.04,40.125,-4.4091,6.4903,-0.81189,30.876,10.706,4.8156,2.5482,4.3977,16.611,14.301,33.481
1.045,1.07,1.0545,-4.4196,-12.553,-13.597,206.57,30.57,-4.0336,6.7371,0.34123,31.663,12.87,8.3024,1.959,2.4543,11.983,9.9737,43.783
1.045,1.07,1.0546,-5.1663,-14.457,-15.467,240.43,56.134,-3.3657,6.0215,0.49716,34.377,2.9216,5.344,3.289,4.3731,12.038,19.327,8.5286
1.045,1.07,1.056,-4.3799,-12.84,-13.08,205.04,30.028,-3.4445,6.8755,0.94243,19.823,11.385,9.3904,2.575,7.8277,12.13,15.463,38.681
1.045,1.07,1.0603,-4.9839,-14.063,-14.14,232.35,56.389,-4.0117,7.0967,2.307,14.196,8.9537,3.6203,3.8559,8.5215,13.135,17.324,28.113
1.045,1.07,1.0595,-4.0423,-12.224,-12.658,189.83,14.204,-4.2559,6.0881,-1.4061,26.183,12.221,5.9936,4.0139,7.1793,12.471,12.237,44.216
1.045,1.07,1.053,-5.3414,-15.615,-16.85,249.35,42.551,-3.7043,12.038,0.244,36.217,13.27,4.6162,1.5945,6.0472,12.873,22.092,35.171
1.045,1.07,1.0581,-4.5814,-13.217,-13.66,213.98,39.271,-4.349,4.9908,-0.20369,24.005,9.5102,5.9797,3.476,4.5256,15.338,14.301,31.798
1.045,1.07,1.0564,-5.0309,-13.952,-14.948,234.2,53.9,-1.7595,6.5802,0.41348,31.98,8.035,4.0785,4.7594,5.2991,10.222,12.388,24.766
1.045,1.07,1.0536,-4.9803,-14.951,-16.029,232.5,34.34,-4.2759,4.7443,0.4238,40.463,13.238,6.1173,4.9182,8.0993,15.278,10.496,38.059
1.045,1.07,1.0504,-5.3742,-14.662,-16.638,249.97,55.873,-4.9657,9.8228,0.64213,43.828,8.2167,5.8532,2.7998,1.9988,5.1432,19.169,22.507
1.045,1.07,1.0569,-4.9629,-13.803,-13.823,231.58,56.837,-3.2568,11.338,-0.5169,14.842,8.1395,7.6358,3.8392,4.234,15.653,16.771,25.687
1.045,1.07,1.0514,-4.9556,-14.553,-15.818,231.48,33.712,-2.993,8.9934,-0.16489,41.036,8.9713,7.877,4.7302,8.0333,8.3199,17.397,25.613
1.045,1.07,1.0586,-4.8806,-14.521,-14.878,228.2,37.875,-3.5569,8.2842,-0.20357,31.804,4.5703,4.1139,4.3028,6.6062,20.26,14.593,14.02
1.045,1.07,1.0554,-5.6458,-15.998,-16.016,262.54,74.844,-2.6419,7.4556,-0.53442,18.134,8.6357,6.0612,4.173,6.5632,20.084,19.239,23.092
1.045,1.07,1.0522,-5.77,-16.846,-18.19,268.63,55.893,-3.388,9.1497,-0.42116,46.141,8.9509,3.456,2.7473,6.4395,18.103,17.113,22.172
1.045,1.07,1.0552,-5.5263,-16.026,-16.481,257.34,60.875,-3.8731,7.428,0.90727,33.791,5.3942,5.3682,3.6356,6.2887,23.739,12.111,14.675
1.045,1.07,1.061,-4.5416,-13.511,-13.197,212.52,37.672,-5.6049,5.4307,1.5465,15.032,5.4886,5.6848,2.8699,7.9173,19.522,18.219,18.201
1.045,1.07,1.0528,-5.2581,-15.043,-15.96,245.07,52.323,-6.4049,8.3599,0.36642,31.706,8.5746,7.4829,2.0685,6.1754,12.65,20.883,24.029
1.045,1.07,1.0555,-4.7637,-13.416,-14.142,222.46,42.05,-2.9683,9.9572,1.2476,30.074,8.1706,7.3381,5.2805,7.5713,9.5601,9.1816,26.673
1.045,1.07,1.0513,-5.1597,-15.322,-15.899,240.59,46.924,-4.1139,4.8051,-0.98315,32.542,11.915,9.8308,4.3187,5.0656,21.172,13.381,33.476
1.045,1.07,1.06,-4.1978,-11.387,-12.008,196.15,37.53,-2.7264,7.2094,-1.638,19.152,6.8852,4.7724,5.0129,1.9473,5.4362,17.417,25.734
1.045,1.07,1.0599,-4.4237,-11.817,-13.161,206.24,41.529,-4.5444,5.9747,-0.7164,38.279,4.7771,2.2754,2.4365,5.198,4.4885,6.3667,17.352
1.045,1.07,1.056,-5.4046,-15.712,-16.185,251.96,55.689,-3.713,9.079,-0.1387,27.942,7.321,4.4242,4.8203,5.284,19.187,20.07,20.062
1.045,1.07,1.054,-5.5633,-16.239,-17.462,259.29,50.41,-4.7938,9.6633,2.2319,40.8,8.3402,3.1684,3.823,5.6489,17.039,17.91,21.732
1.045,1.07,1.061,-3.9391,-11.275,-11.268,184.69,25.987,-2.5314,6.4081,-0.78098,18.865,3.0003,6.7981,0.44017,8.674,10.119,15.677,11.681
1.045,1.07,1.0525,-6.0307,-16.939,-18.008,280.39,74.13,-4.9312,12.01,-0.89635,42.751,6.36,4.5805,2.4868,7.8183,17.904,12.085,15.802
1.045,1.07,1.0559,-5.1478,-14.718,-15.308,239.65,55.636,-2.8857,4.3261,1.0578,28.389,9.3964,5.4691,3.3107,7.2289,16.027,13.008,27.843
1.045,1.07,1.0573,-4.2179,-12.196,-13.076,197.44,23.45,-4.6308,5.571,1.341,32.744,8.7712,6.7376,2.6844,3.6145,13.242,8.8219,31.459
1.045,1.07,1.0612,-4.116,-11.897,-12.157,193.04,24.664,-5.9915,7.9131,1.4726,17.043,8.8725,5.3044,2.9507,4.655,11.893,16.63,32.974
1.045,1.07,1.0525,-5.8134,-16.209,-16.971,269.96,76.679,-1.7117,7.5141,-0.59967,36.146,7.0645,6.2539,3.7639,7.9723,17.545,9.3397,18.432
1.045,1.07,1.0517,-5.7977,-16.605,-17.572,269.18,70.992,-4.5425,2.9202,0.12205,33.718,12.141,5.8187,2.4293,4.6672,19.861,17.588,30.627
1.045,1.07,1.0608,-4.542,-12.898,-13.043,212.35,41.729,-4.9074,8.1542,-0.10766,18.792,11.422,4.8884,2.9957,7.3458,14.454,9.08,40.075
1.045,1.07,1.0566,-4.6049,-13.56,-13.756,215.32,36.232,-3.2477,6.3025,0.24888,22.544,11.027,8.0989,4.2304,10.365,12.631,12.864,36.138
1.045,1.07,1.0558,-5.5836,-15.137,-15.41,259.31,82.381,-5.6375,7.2369,0.14384,19.106,11.667,6.4407,3.503,3.7384,19.829,8.3702,33.072
1.045,1.07,1.0543,-5.2428,-15.596,-16.709,244.59,41.597,-5.134,6.587,0.039916,38.977,10.842,4.2261,4.7319,6.8358,15.07,18.049,29.558
1.045,1.07,1.0513,-5.1215,-14.641,-15.782,238.53,49.801,-2.883,5.8648,-3.2048,41.957,3.8767,8.1127,3.5686,6.4905,10.78,18.163,11.047
1.045,1.07,1.0502,-5.4221,-15.869,-17.731,252.45,43.85,-3.1121,5.6718,0.91566,47.52,12.291,4.499,2.0823,5.376,11.117,20.762,30.992
1.045,1.07,1.0565,-5.2176,-14.906,-15.54,242.93,57.197,-4.886,4.9984,0.16159,24.664,9.8207,4.4179,3.5451,7.2236,12.433,21.101,28.217
1.045,1.07,1.0545,-5.3674,-15.218,-16.166,249.92,57.059,-4.0915,8.1702,1.0945,38.521,1.7244,5.1455,4.3116,4.2805,16.959,15.46,4.8547
1.045,1.07,1.0506,-5.375,-15.673,-16.472,250.54,51.859,-6.4302,7.8936,1.1642,36.752,9.7428,9.8238,4.44,2.2836,23.683,10.309,26.767
1.045,1.07,1.0611,-4.491,-12.916,-13.346,210.07,34.711,-4.3206,7.5768,1.439,26.283,6.1013,3.3563,2.4308,4.4002,17.207,11.603,21.266
1.045,1.07,1.0543,-4.9237,-13.912,-14.829,229.86,43.854,-4.1902,10.597,0.37738,32.578,8.508,7.3433,3.363,4.7335,12.215,13.465,26.389
1.045,1.07,1.0502,-5.6256,-16.16,-17.482,261.82,57.57,-4.2106,8.5209,-0.93572,40.986,11.752,6.7341,3.5163,7.6499,12.04,17.006,30.251
1.045,1.07,1.0575,-5.15,-14.557,-15.176,240.21,53.323,-4.7019,10.364,0.13149,28.006,8.582,4.1392,2.5864,4.3338,17.261,14.368,25.814
1.045,1.07,1.0561,-5.1061,-14.263,-15.096,237.77,55.825,-3.6341,7.0592,-0.096477,27.233,6.3396,4.6539,3.2707,6.1202,8.8378,21.97,18.743
1.045,1.07,1.0521,-5.8414,-16.505,-16.718,271.25,81.116,-4.5202,5.3088,-0.31135,23.42,7.6795,8.5403,3.1231,7.7662,19.682,18.478,19.679
1.045,1.07,1.0527,-5.616,-15.582,-16.983,261.23,64.199,-5.3349,10.327,-0.92327,37.928,11.47,4.7376,3.9705,4.5452,10.851,15.299,30.82
1.045,1.07,1.0522,-4.7809,-13.785,-14.376,223.33,39.868,-4.576,8.4022,1.5001,31.218,5.7819,11.255,1.9708,6.1732,15.044,13.754,18.12
1.045,1.07,1.0586,-5.2583,-14.32,-14.742,244.66,69.41,-4.7419,8.6288,-1.2739,21.244,9.9377,3.9387,4.4776,7.6979,11.238,11.628,30.195
1.045,1.07,1.0627,-4.3072,-11.707,-11.852,201.15,45.595,-5.4267,6.3838,-0.13272,14.795,9.1314,4.1708,2.5451,5.3308,11.539,8.4793,34.834
1.045,1.07,1.0593,-4.3389,-12.44,-12.701,202.95,34.347,-3.2836,6.2682,-0.11536,21.174,11.609,6.3253,3.9153,6.1368,14.042,7.916,41.92
1.045,1.07,1.0534,-5.2333,-14.702,-15.43,243.4,60.875,-2.6098,4.8572,0.10613,27.804,11.513,7.4249,3.3186,3.2849,17.139,12.814,33.542
1.045,1.07,1.0598,-3.9736,-11.467,-11.892,186.42,19.353,-1.0628,7.8444,0.47887,19.934,8.0596,5.8233,3.9369,5.9067,6.9777,17.511,30.051
1.045,1.07,1.0506,-5.0278,-14.946,-16.015,234.88,35.076,-6.0117,8.1077,1.0565,38.772,6.856,9.5068,4.6448,6.4787,12.491,20.486,18.986
1.045,1.07,1.059,-4.523,-12.783,-12.884,211.4,42.382,-3.1942,8.2451,-0.03961,18.113,9.1893,6.7559,3.53,9.0494,10.909,11.591,32.116
1.045,1.07,1.054,-5.4235,-15.841,-17.096,252.78,49.385,-6.3643,7.7494,-1.6033,35.119,14.274,3.2924,0.68486,3.4091,15.993,24.774,36.96
1.045,1.07,1.0541,-4.8378,-13.766,-14.528,225.94,41.232,-2.7351,10.128,1.3803,32.311,5.786,8.0596,1.7077,3.7168,15.852,13.992,18.136
1.045,1.07,1.057,-4.6155,-13.487,-13.682,215.83,37.935,-3.1481,7.4461,-1.737,20.415,8.4264,7.2728,3.6612,6.0019,14.027,20.573,26.836
1.045,1.07,1.053,-5.199,-15.042,-16.216,242.39,45.341,-3.6084,7.8677,1.291,35.558,10.124,5.8282,4.8069,4.8253,12.359,18.594,28.304
1.045,1.07,1.055,-5.2439,-15.087,-15.678,244.57,51.534,-1.6359,10.263,0.43093,28.449,9.2502,5.6222,3.0371,4.6063,18.291,16.908,26.406
1.045,1.07,1.0572,-4.8729,-13.582,-13.622,227.23,56.224,-2.8911,8.2309,-0.36275,16.326,6.6513,7.4825,2.3968,4.4905,16.309,16.887,21.32
1.045,1.07,1.0528,-4.953,-14.016,-14.956,231.31,42.512,-2.1988,12.405,-0.1205,32.097,10.179,8.328,4.3446,8.1318,7.0102,14.446,30.968
1.045,1.07,1.0572,-5.3433,-14.562,-15.395,248.38,68.457,-4.2172,7.2122,0.36315,28.27,3.9756,3.2124,3.1267,2.7965,13.774,18.161,11.592
1.045,1.07,1.0609,-4.2354,-11.935,-12.033,198.11,35.609,-1.4631,6.7938,0.78249,16.464,7.0124,5.3873,4.3049,8.4306,8.6986,12.726,26.166
1.045,1.07,1.0547,-5.3511,-14.244,-15.1,248.48,74.415,-4.2789,6.9561,0.28958,28.289,5.3683,6.3534,2.6952,5.8183,9.3881,13.111,15.887
1.045,1.07,1.06,-4.5317,-12.706,-12.985,211.68,43.344,-4.9155,7.1566,1.1798,24.688,3.9587,5.5009,3.7671,4.9677,16.028,8.1801,14.014
1.045,1.07,1.0587,-4.4355,-12.523,-12.766,207.05,43.444,-5.7851,3.6331,-1.1812,21.473,8.2882,7.1922,2.2072,4.7953,15.467,10.821,29.557
1.045,1.07,1.0585,-4.7521,-13.653,-13.867,221.78,47.369,-6.2269,4.9601,-0.37742,22.763,3.901,6.0184,3.1033,4.0091,18.08,18.343,12.563
1.045,1.07,1.0582,-4.6401,-13.541,-13.673,216.78,41.382,-5.5515,4.8977,-0.024842,19.371,9.1832,6.8297,4.9026,7.741,13.964,16.283,30.144
1.045,1.07,1.0531,-5.3403,-15.891,-16.246,249.29,48.291,-3.6439,9.7165,0.24524,30.563,9.2375,8.1053,3.1029,8.6046,20.582,16.584,25.166
1.045,1.07,1.053,-5.4348,-15.408,-16.315,252.66,62.439,-2.2044,4.8912,0.15519,33.019,11.227,6.1577,3.8615,4.9448,16.833,12.626,31.04
1.045,1.07,1.0547,-5.5299,-15.506,-16.715,257.2,62.549,-4.2851,7.9056,0.12396,40.187,9.0756,3.5503,2.8814,6.5999,14.548,10.289,24.985
1.045,1.07,1.0595,-4.8648,-13.43,-14.268,226.57,53.532,-5.5597,5.1421,-0.52077,29.289,8.079,2.8324,3.5574,7.5875,8.6404,11.408,26.416
1.045,1.07,1.0536,-4.285,-12.531,-13.823,200.64,17.691,-2.4929,7.0131,0.83833,38.427,7.2094,8.0398,3.8745,4.3969,6.9351,16.655,23.416
1.045,1.07,1.0532,-5.3346,-14.646,-16.318,247.85,60.27,-4.7448,5.2222,0.14478,46.629,7.2266,4.3977,3.4174,2.5669,12.833,7.4829,20.67
1.045,1.07,1.0545,-4.2595,-13.195,-13.894,200.35,7.4194,-4.8808,10.813,-0.32673,33.785,14.189,9.2804,3.4546,6.5569,15.302,11.665,45.84
1.045,1.07,1.0582,-4.4164,-13.421,-14.006,207.25,17.458,-2.2301,9.6845,-0.19296,30.049,8.8145,4.7308,3.3515,7.9367,12.64,19.289,28.134
1.045,1.07,1.0552,-4.7912,-13.953,-14.758,223.89,35.912,-2.0006,8.7485,-0.42508,32.894,7.7341,6.3103,4.3015,5.6792,12.845,16.525,23.835
1.045,1.07,1.0576,-4.4621,-11.718,-12.461,208.17,47.65,-5.2344,9.6667,2.3242,23.529,7.0526,7.2727,1.3275,3.8352,7.6876,7.0568,25.893
1.045,1.07,1.0599,-5.1697,-14.089,-14.498,240.51,68.046,-4.8859,7.0584,-0.97224,22.887,4.0082,2.9196,4.5209,10.024,7.9162,15.692,12.374
1.045,1.07,1.0595,-4.389,-11.959,-12.496,204.9,42.423,-2.9142,7.18,1.0965,22.972,5.9845,5.3543,3.5033,4.9402,9.2037,9.7965,21.962
1.045,1.07,1.0549,-5.3702,-15.137,-16.171,249.72,60.605,-3.1927,5.1713,0.50377,40.99,3.0792,4.356,4.2313,6.5329,15.402,10.938,8.7391
1.045,1.07,1.0568,-4.9898,-14.371,-15.246,232.49,46.941,-3.3592,3.935,1.7094,23.413,15.223,3.5099,3.3175,4.487,12.336,20.398,45.009
1.045,1.07,1.0539,-5.1056,-14.457,-15.334,238.47,45.258,-3.2892,14.214,1.2718,33.726,7.4708,7.0412,3.9161,4.0389,14.842,12.757,22.321
1.045,1.07,1.0552,-5.4893,-16.019,-16.97,255.79,53.062,-4.0943,8.2859,-0.073365,36.985,8.8373,3.2407,3.9309,9.1061,14.31,18.298,23.589
1.045,1.07,1.0521,-5.1759,-14.57,-16.035,241.09,49.081,-3.8445,8.2216,-0.56279,41.175,12.731,6.4508,4.0773,5.7544,9.4641,9.8358,36.79
1.045,1.07,1.0513,-5.335,-15.703,-16.745,248.77,46.877,-4.8427,7.8228,-1.4782,34.539,11.029,7.1135,1.8967,5.5197,14.238,25.749,28.387
1.045,1.07,1.0534,-5.1356,-15.826,-17.048,240.49,24.304,-5.243,11.844,-1.0607,47.247,11.262,4.5627,2.3441,6.2935,19.803,17.059,29.812
1.045,1.07,1.0535,-5.2831,-14.958,-16.157,246.14,51.666,-3.5265,9.3385,0.89555,31.217,16.041,5.1929,5.0845,4.8751,10.459,14.648,45.422
1.045,1.07,1.0543,-4.7859,-13.85,-14.414,223.7,38.65,-3.2994,9.7932,-0.21302,26.171,13.938,8.6496,4.8761,9.2353,9.9359,11.741,43.951
1.045,1.07,1.057,-5.6041,-14.558,-15.471,259.76,87.693,-3.3928,6.973,-0.25639,26.125,11.327,2.7604,3.8844,3.0967,12.863,4.7345,32.355
1.045,1.07,1.0556,-5.3102,-14.836,-15.964,246.89,60.63,-4.1822,4.7562,0.64663,34.212,9.2979,3.5567,4.2297,3.4276,14.33,13.335,26.802
1.045,1.07,1.0608,-4.5341,-12.178,-12.565,211.09,55.196,-2.5987,3.5972,-1.1364,20.632,8.78,4.1262,3.1567,9.3936,6.7122,6.3766,31.597
1.045,1.07,1.0556,-4.5497,-12.915,-12.886,212.65,43.859,-4.7198,8.0498,-0.44265,15.959,7.4883,10.861,3.6652,6.0347,13.474,15.885,25.367
1.045,1.07,1.0556,-4.8171,-13.882,-14.301,224.83,45.071,-4.5434,6.303,-0.15156,20.711,11.519,7.7486,3.7701,6.7907,11.784,19.14,35.763
1.045,1.07,1.0613,-5.0037,-15.005,-15.64,233.87,37.513,-6.1281,7.0218,0.33271,33.898,8.1509,-0.077052,4.1433,9.3196,17.254,15.55,24.283
1.045,1.07,1.0565,-5.1899,-14.795,-15.023,241.83,58.609,-4.3865,7.2678,0.71649,24.843,7.6244,6.469,3.1718,5.6876,20.876,11.571,22.752
1.045,1.07,1.0622,-4.6972,-12.929,-13.141,219.23,51.302,-3.4019,9.1678,0.17154,23.488,0.2835,2.6052,3.6106,6.0496,14.056,11.982,0.97665
1.045,1.07,1.0599,-4.3848,-12.043,-12.345,205.17,40.097,-6.2581,11.131,-0.019395,23.11,4.3062,6.6112,2.936,7.2216,9.7534,8.8732,15.991
1.045,1.07,1.0579,-4.1163,-11.442,-11.742,192.69,31.321,-2.3718,8.3219,1.4612,15.295,9.3006,8.4314,2.5638,2.3022,10.959,14.296,35.117
1.045,1.07,1.0542,-5.0888,-14.872,-16.113,237.48,39.684,-4.8288,7.8366,0.22683,44.548,9.2958,5.0605,4.003,7.2847,14.622,9.0711,26.969
1.045,1.07,1.0534,-4.5891,-12.927,-14.32,214.04,36.458,-4.7623,4.445,-1.09,33.307,14.027,7.4575,3.1087,4.2748,4.7229,15.949,44.794
1.045,1.07,1.0533,-4.3972,-13.235,-14.184,205.67,21.639,-2.8056,2.898,0.14918,31.27,10.756,8.5181,3.6628,4.2852,11.127,21.625,32.562
1.045,1.07,1.0513,-5.6732,-16.174,-16.792,263.76,68.839,-2.913,6.7676,-0.39118,28.527,9.5149,8.0141,5.0917,8.2201,14.258,18.901,24.785
